length,fold,representation,representation_label,n_features,macro_f1,accuracy
150,1,pkm_weight_w075,PKM weight=0.75,297,0.6166257011407323,0.6190476190476191
150,2,pkm_weight_w075,PKM weight=0.75,297,0.7863538084251157,0.7962962962962963
150,3,pkm_weight_w075,PKM weight=0.75,297,0.7019263845889233,0.7037037037037037
150,4,pkm_weight_w075,PKM weight=0.75,297,0.7763888888888889,0.7777777777777778
150,5,pkm_weight_w075,PKM weight=0.75,297,0.5734487734487734,0.5740740740740741
150,1,pkm_weight_w100,PKM weight=1,297,0.6297979797979798,0.6349206349206349
150,2,pkm_weight_w100,PKM weight=1,297,0.7640350877192983,0.7777777777777778
150,3,pkm_weight_w100,PKM weight=1,297,0.7024882024882025,0.7037037037037037
150,4,pkm_weight_w100,PKM weight=1,297,0.7605538230538231,0.7592592592592593
150,5,pkm_weight_w100,PKM weight=1,297,0.5175427155341072,0.5185185185185185
150,1,cpkm_weight_w010,CPKM weight=0.1,297,0.6781890196524344,0.6984126984126984
150,2,cpkm_weight_w010,CPKM weight=0.1,297,0.7242690058479533,0.7407407407407407
150,3,cpkm_weight_w010,CPKM weight=0.1,297,0.6914648716379638,0.7037037037037037
150,4,cpkm_weight_w010,CPKM weight=0.1,297,0.6294880246099759,0.6481481481481481
150,5,cpkm_weight_w010,CPKM weight=0.1,297,0.5822836661546339,0.5925925925925926
150,1,cpkm_weight_w025,CPKM weight=0.25,297,0.7537037037037037,0.7619047619047619
150,2,cpkm_weight_w025,CPKM weight=0.25,297,0.7571428571428571,0.7777777777777778
150,3,cpkm_weight_w025,CPKM weight=0.25,297,0.7247863247863249,0.7407407407407407
150,4,cpkm_weight_w025,CPKM weight=0.25,297,0.7477544149870127,0.7592592592592593
150,5,cpkm_weight_w025,CPKM weight=0.25,297,0.5994140481945361,0.6111111111111112
150,1,cpkm_weight_w050,CPKM weight=0.5,297,0.7623931623931623,0.7619047619047619
150,2,cpkm_weight_w050,CPKM weight=0.5,297,0.7325956037338152,0.7592592592592593
150,3,cpkm_weight_w050,CPKM weight=0.5,297,0.7908424908424908,0.8148148148148148
150,4,cpkm_weight_w050,CPKM weight=0.5,297,0.7697368421052632,0.7777777777777778
