representation,representation_label,n_features,fold,length,condition,macro_f1,accuracy,n_test_sources,baseline_macro_f1,retention_ratio
cpkm_weight_w050,CPKM weight=0.5,297,5,100,substitution_1pct,0.8540425014335111,0.8541666666666666,240,0.8808695319442432,0.9695448309450324
cpkm_weight_w075,CPKM weight=0.75,297,1,69,N_3pct,0.8958315248528621,0.8958333333333334,240,0.8816694852300628,1.0160627535148319
cpkm_weight_w075,CPKM weight=0.75,297,1,69,clean,0.9041650028646331,0.9041666666666667,240,0.8816694852300628,1.0255146832360884
cpkm_weight_w075,CPKM weight=0.75,297,1,69,substitution_1pct,0.8874824191279886,0.8875,240,0.8816694852300628,1.006593098655795
cpkm_weight_w075,CPKM weight=0.75,297,1,75,N_3pct,0.9083333333333333,0.9083333333333333,240,0.8816694852300628,1.0302424531527399
cpkm_weight_w075,CPKM weight=0.75,297,1,75,clean,0.9083333333333333,0.9083333333333333,240,0.8816694852300628,1.0302424531527399
cpkm_weight_w075,CPKM weight=0.75,297,1,75,substitution_1pct,0.8958315248528621,0.8958333333333334,240,0.8816694852300628,1.0160627535148319
cpkm_weight_w075,CPKM weight=0.75,297,1,100,N_3pct,0.8957446438810794,0.8958333333333334,240,0.8816694852300628,1.015964212084922
cpkm_weight_w075,CPKM weight=0.75,297,1,100,clean,0.9082760058369814,0.9083333333333333,240,0.8816694852300628,1.0301774316256118
cpkm_weight_w075,CPKM weight=0.75,297,1,100,substitution_1pct,0.899888765294772,0.9,240,0.8816694852300628,1.0206645238039003
cpkm_weight_w075,CPKM weight=0.75,297,2,69,N_3pct,0.8604626579044734,0.8625,240,0.8816694852300628,0.9759469646155944
cpkm_weight_w075,CPKM weight=0.75,297,2,69,clean,0.8604626579044734,0.8625,240,0.8816694852300628,0.9759469646155944
cpkm_weight_w075,CPKM weight=0.75,297,2,69,substitution_1pct,0.8566509732274612,0.8583333333333333,240,0.8816694852300628,0.9716237065910551
cpkm_weight_w075,CPKM weight=0.75,297,2,75,N_3pct,0.8732751337651365,0.875,240,0.8816694852300628,0.9904790268853007
cpkm_weight_w075,CPKM weight=0.75,297,2,75,clean,0.863935936503437,0.8666666666666667,240,0.8816694852300628,0.9798863984478283
cpkm_weight_w075,CPKM weight=0.75,297,2,75,substitution_1pct,0.872737556561086,0.875,240,0.8816694852300628,0.9898693004367207
cpkm_weight_w075,CPKM weight=0.75,297,2,100,N_3pct,0.8686417486184431,0.8708333333333333,240,0.8816694852300628,0.9852237864303308
cpkm_weight_w075,CPKM weight=0.75,297,2,100,clean,0.8642533936651584,0.8666666666666667,240,0.8816694852300628,0.9802464621304662
cpkm_weight_w075,CPKM weight=0.75,297,2,100,substitution_1pct,0.872737556561086,0.875,240,0.8816694852300628,0.9898693004367207
cpkm_weight_w075,CPKM weight=0.75,297,3,69,N_3pct,0.8494878405686015,0.85,240,0.8816694852300628,0.9634991964669574
cpkm_weight_w075,CPKM weight=0.75,297,3,69,clean,0.8452287581699347,0.8458333333333333,240,0.8816694852300628,0.958668494633656
cpkm_weight_w075,CPKM weight=0.75,297,3,69,substitution_1pct,0.8535947712418301,0.8541666666666666,240,0.8816694852300628,0.9681573260064605
cpkm_weight_w075,CPKM weight=0.75,297,3,75,N_3pct,0.8491514770584538,0.85,240,0.8816694852300628,0.963117688979421
cpkm_weight_w075,CPKM weight=0.75,297,3,75,clean,0.8614391434419777,0.8625,240,0.8816694852300628,0.9770545061080272
cpkm_weight_w075,CPKM weight=0.75,297,3,75,substitution_1pct,0.8450559229467292,0.8458333333333333,240,0.8816694852300628,0.9584724628710727
cpkm_weight_w075,CPKM weight=0.75,297,3,100,N_3pct,0.8821548821548821,0.8833333333333333,240,0.8816694852300628,1.0005505429562334
cpkm_weight_w075,CPKM weight=0.75,297,3,100,clean,0.8862659060991663,0.8875,240,0.8816694852300628,1.0052133151323754
cpkm_weight_w075,CPKM weight=0.75,297,3,100,substitution_1pct,0.8946906537955244,0.8958333333333334,240,0.8816694852300628,1.0147687640137208
cpkm_weight_w075,CPKM weight=0.75,297,4,69,N_3pct,0.8874511506730351,0.8875,240,0.8816694852300628,1.006557633602873
cpkm_weight_w075,CPKM weight=0.75,297,4,69,clean,0.8915989159891599,0.8916666666666667,240,0.8816694852300628,1.0112620782792614
cpkm_weight_w075,CPKM weight=0.75,297,4,69,substitution_1pct,0.8956866426745944,0.8958333333333334,240,0.8816694852300628,1.0158984264277604
cpkm_weight_w075,CPKM weight=0.75,297,4,75,N_3pct,0.8707772470690405,0.8708333333333333,240,0.8816694852300628,0.9876458941321077
cpkm_weight_w075,CPKM weight=0.75,297,4,75,clean,0.8915461624026697,0.8916666666666667,240,0.8816694852300628,1.0112022445350137
cpkm_weight_w075,CPKM weight=0.75,297,4,75,substitution_1pct,0.883300916921367,0.8833333333333333,240,0.8816694852300628,1.0018503891975783
cpkm_weight_w075,CPKM weight=0.75,297,4,100,N_3pct,0.8791141988710378,0.8791666666666667,240,0.8816694852300628,0.9971017638674903
cpkm_weight_w075,CPKM weight=0.75,297,4,100,clean,0.887341574088562,0.8875,240,0.8816694852300628,1.0064333505395382
cpkm_weight_w075,CPKM weight=0.75,297,4,100,substitution_1pct,0.887341574088562,0.8875,240,0.8816694852300628,1.0064333505395382
cpkm_weight_w075,CPKM weight=0.75,297,5,69,N_3pct,0.8414905450500556,0.8416666666666667,240,0.8816694852300628,0.9544285689216941
cpkm_weight_w075,CPKM weight=0.75,297,5,69,clean,0.845508794516258,0.8458333333333333,240,0.8816694852300628,0.9589861151830961
cpkm_weight_w075,CPKM weight=0.75,297,5,69,substitution_1pct,0.8497391304347826,0.85,240,0.8816694852300628,0.9637842124172548
cpkm_weight_w075,CPKM weight=0.75,297,5,75,N_3pct,0.8623063683304647,0.8625,240,0.8816694852300628,0.9780381228748712
cpkm_weight_w075,CPKM weight=0.75,297,5,75,clean,0.858086956521739,0.8583333333333333,240,0.8816694852300628,0.9732524158957706
cpkm_weight_w075,CPKM weight=0.75,297,5,75,substitution_1pct,0.858086956521739,0.8583333333333333,240,0.8816694852300628,0.9732524158957706
cpkm_weight_w075,CPKM weight=0.75,297,5,100,N_3pct,0.8539612997444324,0.8541666666666666,240,0.8816694852300628,0.968573046986649
cpkm_weight_w075,CPKM weight=0.75,297,5,100,clean,0.8622105464604464,0.8625,240,0.8816694852300628,0.9779294405720088
cpkm_weight_w075,CPKM weight=0.75,297,5,100,substitution_1pct,0.8540425014335111,0.8541666666666666,240,0.8816694852300628,0.9686651469066747
cpkm_weight_w100,CPKM weight=1,297,1,69,N_3pct,0.8958315248528621,0.8958333333333334,240,0.8841836768235274,1.013173561483492
cpkm_weight_w100,CPKM weight=1,297,1,69,clean,0.899993055073269,0.9,240,0.8841836768235274,1.0178801969139915
cpkm_weight_w100,CPKM weight=1,297,1,69,substitution_1pct,0.8791645688293199,0.8791666666666667,240,0.8841836768235274,0.9943234554925976
cpkm_weight_w100,CPKM weight=1,297,1,75,N_3pct,0.9083333333333333,0.9083333333333333,240,0.8841836768235274,1.0273129408999777
cpkm_weight_w100,CPKM weight=1,297,1,75,clean,0.899993055073269,0.9,240,0.8841836768235274,1.0178801969139915
cpkm_weight_w100,CPKM weight=1,297,1,75,substitution_1pct,0.8958315248528621,0.8958333333333334,240,0.8841836768235274,1.013173561483492
cpkm_weight_w100,CPKM weight=1,297,1,100,N_3pct,0.8915989159891599,0.8916666666666667,240,0.8841836768235274,1.0083865370510707
cpkm_weight_w100,CPKM weight=1,297,1,100,clean,0.9124620060790274,0.9125,240,0.8841836768235274,1.0319824149627952
cpkm_weight_w100,CPKM weight=1,297,1,100,substitution_1pct,0.9040850723705931,0.9041666666666667,240,0.8841836768235274,1.0225082141513429
cpkm_weight_w100,CPKM weight=1,297,2,69,N_3pct,0.8604626579044734,0.8625,240,0.8841836768235274,0.9731718425245387
cpkm_weight_w100,CPKM weight=1,297,2,69,clean,0.8560846560846561,0.8583333333333333,240,0.8841836768235274,0.968220380588999
cpkm_weight_w100,CPKM weight=1,297,2,69,substitution_1pct,0.8522973044258058,0.8541666666666666,240,0.8841836768235274,0.9639369361439979
cpkm_weight_w100,CPKM weight=1,297,2,75,N_3pct,0.8817234581807942,0.8833333333333333,240,0.8841836768235274,0.9972175253771122
cpkm_weight_w100,CPKM weight=1,297,2,75,clean,0.872737556561086,0.875,240,0.8841836768235274,0.9870545899427118
cpkm_weight_w100,CPKM weight=1,297,2,75,substitution_1pct,0.8683442161703031,0.8708333333333333,240,0.8841836768235274,0.9820857802870459
cpkm_weight_w100,CPKM weight=1,297,2,100,N_3pct,0.8686417486184431,0.8708333333333333,240,0.8841836768235274,0.9824222855358297
cpkm_weight_w100,CPKM weight=1,297,2,100,clean,0.8686417486184431,0.8708333333333333,240,0.8841836768235274,0.9824222855358297
cpkm_weight_w100,CPKM weight=1,297,2,100,substitution_1pct,0.872737556561086,0.875,240,0.8841836768235274,0.9870545899427118
cpkm_weight_w100,CPKM weight=1,297,3,69,N_3pct,0.8368627450980393,0.8375,240,0.8841836768235274,0.9464806544546368
cpkm_weight_w100,CPKM weight=1,297,3,69,clean,0.8452287581699347,0.8458333333333333,240,0.8841836768235274,0.9559425041711468
cpkm_weight_w100,CPKM weight=1,297,3,69,substitution_1pct,0.8450559229467292,0.8458333333333333,240,0.8841836768235274,0.9557470298282744
cpkm_weight_w100,CPKM weight=1,297,3,75,N_3pct,0.8534312784631223,0.8541666666666666,240,0.8841836768235274,0.9652194457254802
cpkm_weight_w100,CPKM weight=1,297,3,75,clean,0.8573426573426574,0.8583333333333333,240,0.8841836768235274,0.9696431633104813
cpkm_weight_w100,CPKM weight=1,297,3,75,substitution_1pct,0.8450559229467292,0.8458333333333333,240,0.8841836768235274,0.9557470298282744
cpkm_weight_w100,CPKM weight=1,297,3,100,N_3pct,0.8778411584028083,0.8791666666666667,240,0.8841836768235274,0.9928266958699069
cpkm_weight_w100,CPKM weight=1,297,3,100,clean,0.8860579205570501,0.8875,240,0.8841836768235274,1.0021197447800168
cpkm_weight_w100,CPKM weight=1,297,3,100,substitution_1pct,0.8946906537955244,0.8958333333333334,240,0.8841836768235274,1.0118832514639309
cpkm_weight_w100,CPKM weight=1,297,4,69,N_3pct,0.8749652681300362,0.875,240,0.8841836768235274,0.9895741021519321
cpkm_weight_w100,CPKM weight=1,297,4,69,clean,0.8957446438810794,0.8958333333333334,240,0.8841836768235274,1.0130753002578439
cpkm_weight_w100,CPKM weight=1,297,4,69,substitution_1pct,0.8998260869565218,0.9,240,0.8841836768235274,1.0176913581906313
cpkm_weight_w100,CPKM weight=1,297,4,75,N_3pct,0.8665832812174276,0.8666666666666667,240,0.8841836768235274,0.9800941862336454
cpkm_weight_w100,CPKM weight=1,297,4,75,clean,0.887341574088562,0.8875,240,0.8841836768235274,1.0035715398822782
cpkm_weight_w100,CPKM weight=1,297,4,75,substitution_1pct,0.8874511506730351,0.8875,240,0.8841836768235274,1.0036954695445706
cpkm_weight_w100,CPKM weight=1,297,4,100,N_3pct,0.8791141988710378,0.8791666666666667,240,0.8841836768235274,0.9942664877384958
cpkm_weight_w100,CPKM weight=1,297,4,100,clean,0.8915461624026697,0.8916666666666667,240,0.8841836768235274,1.008326873445111
cpkm_weight_w100,CPKM weight=1,297,4,100,substitution_1pct,0.887341574088562,0.8875,240,0.8841836768235274,1.0035715398822782
cpkm_weight_w100,CPKM weight=1,297,5,69,N_3pct,0.841391304347826,0.8416666666666667,240,0.8841836768235274,0.9516023948446606
cpkm_weight_w100,CPKM weight=1,297,5,69,clean,0.845508794516258,0.8458333333333333,240,0.8841836768235274,0.9562592215610554
cpkm_weight_w100,CPKM weight=1,297,5,69,substitution_1pct,0.8497391304347826,0.85,240,0.8841836768235274,0.9610436753226563
cpkm_weight_w100,CPKM weight=1,297,5,75,N_3pct,0.8623063683304647,0.8625,240,0.8841836768235274,0.9752570545390998
cpkm_weight_w100,CPKM weight=1,297,5,75,clean,0.8623063683304647,0.8625,240,0.8841836768235274,0.9752570545390998
cpkm_weight_w100,CPKM weight=1,297,5,75,substitution_1pct,0.8581757508342602,0.8583333333333333,240,0.8841836768235274,0.9705853809892737
cpkm_weight_w100,CPKM weight=1,297,5,100,N_3pct,0.8539612997444324,0.8541666666666666,240,0.8841836768235274,0.9658188927580406
cpkm_weight_w100,CPKM weight=1,297,5,100,clean,0.8622105464604464,0.8625,240,0.8841836768235274,0.9751486812762473
cpkm_weight_w100,CPKM weight=1,297,5,100,substitution_1pct,0.8581757508342602,0.8583333333333333,240,0.8841836768235274,0.9705853809892737
