family,parameter,k,pattern,canonical,add_property,length,condition,n,observed_vocab_size,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95
canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,150,N_3pct,240,136,0.9765300162071742,0.9681346346148303,0.2153197412096338,0.2524492832428891
canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,150,N_3pct,240,147,0.9961001472199712,0.995241236581458,0.08815404938476003,0.09755780347760835
canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,150,N_3pct,240,136,0.976555990320999,0.9679979829394054,0.21504819542683115,0.2529901807602677
canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,150,N_3pct,240,147,0.9961059635410113,0.995275766744788,0.08807295461498786,0.09720321929424587
k-mer,k=4,4,,False,False,150,substitution_1pct,240,256,0.9779314321721913,0.9447564253621633,0.18419287763091,0.3323955071200135
k-mer,k=5,5,,False,False,150,substitution_1pct,240,1024,0.9590332330267287,0.9006065663905453,0.2513284901153094,0.445855099877513
k-mer,k=6,6,,False,False,150,substitution_1pct,240,4062,0.94277109606435,0.8610385596772803,0.2971564583890129,0.5271783850627171
k-mer,k=7,7,,False,False,150,substitution_1pct,240,12992,0.93440663578716,0.8368756461787281,0.3184619520524446,0.571181795045057
k-mer,k=8,8,,False,False,150,substitution_1pct,240,24359,0.9396054168095861,0.8448893689669982,0.30463787842085144,0.5569744956272424
k-mer,k=9,9,,False,False,150,substitution_1pct,240,30694,0.9446215610153753,0.8582147196859525,0.2914479228430614,0.5325130403775288
canonical k-mer,k=4,4,,True,False,150,substitution_1pct,240,136,0.9838644012603778,0.9603626695195626,0.1570288498610489,0.28155756063922216
canonical k-mer,k=5,5,,True,False,150,substitution_1pct,240,512,0.9646695109762243,0.9143753761213643,0.2331081216794048,0.4138225215739253
canonical k-mer,k=6,6,,True,False,150,substitution_1pct,240,2076,0.9457992359279963,0.8714452431522868,0.28910261546754373,0.5070500759873602
canonical k-mer,k=7,7,,True,False,150,substitution_1pct,240,7632,0.932267147766829,0.834215967687583,0.3234776945979928,0.5758175834317552
canonical k-mer,k=8,8,,True,False,150,substitution_1pct,240,18791,0.93169960933911,0.827625276621282,0.3240479668320969,0.5871535375756534
canonical k-mer,k=9,9,,True,False,150,substitution_1pct,240,27932,0.9390805690219624,0.8468203022985491,0.30542945912791003,0.553495097095705
