probe,genus,length,condition,method,parameter,k,pattern,canonical,add_property,n_samples,n_classes,accuracy,macro_f1,n_features,observed_vocab_size
target_background,Enterobacter,150,clean,k-mer,k=6,6,,False,False,160,2,0.7916666666666666,0.4418604651162791,3707,3707
target_background,Enterobacter,150,clean,k-mer,k=7,7,,False,False,160,2,0.8125,0.4482758620689655,8875,8875
target_background,Enterobacter,150,clean,k-mer,k=8,8,,False,False,160,2,0.8125,0.4482758620689655,13098,13098
target_background,Enterobacter,150,clean,k-mer,k=9,9,,False,False,160,2,0.8125,0.4482758620689655,14910,14910
target_background,Enterobacter,150,clean,canonical k-mer,k=4,4,,True,False,160,2,0.5833333333333334,0.4725274725274725,136,136
target_background,Enterobacter,150,clean,canonical k-mer,k=5,5,,True,False,160,2,0.7291666666666666,0.5734791524265208,510,510
target_background,Enterobacter,150,clean,canonical k-mer,k=6,6,,True,False,160,2,0.8333333333333334,0.5534883720930233,2001,2001
target_background,Enterobacter,150,clean,canonical k-mer,k=7,7,,True,False,160,2,0.8125,0.4482758620689655,6015,6015
target_background,Enterobacter,150,clean,canonical k-mer,k=8,8,,True,False,160,2,0.8125,0.4482758620689655,11096,11096
target_background,Enterobacter,150,clean,canonical k-mer,k=9,9,,True,False,160,2,0.8125,0.4482758620689655,14066,14066
target_background,Enterobacter,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.5833333333333334,0.4725274725274725,136,136
target_background,Enterobacter,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.5833333333333334,0.4725274725274725,147,147
target_background,Enterobacter,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.6875,0.5711733174508635,136,136
target_background,Enterobacter,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.6666666666666666,0.5555555555555556,147,147
target_background,Enterobacter,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.7083333333333334,0.5578947368421052,136,136
target_background,Enterobacter,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.7083333333333334,0.5578947368421052,147,147
target_background,Enterobacter,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.6875,0.5943661971830986,136,136
target_background,Enterobacter,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.6875,0.5943661971830986,147,147
target_background,Enterobacter,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.6666666666666666,0.5555555555555556,136,136
target_background,Enterobacter,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.6666666666666666,0.5555555555555556,147,147
within_genus_species,Escherichia,150,clean,k-mer,k=4,4,,False,False,160,2,0.6041666666666666,0.6039947894051237,256,256
within_genus_species,Escherichia,150,clean,k-mer,k=5,5,,False,False,160,2,0.5416666666666666,0.5408695652173914,1018,1018
within_genus_species,Escherichia,150,clean,k-mer,k=6,6,,False,False,160,2,0.6666666666666666,0.6660869565217391,3729,3729
within_genus_species,Escherichia,150,clean,k-mer,k=7,7,,False,False,160,2,0.6666666666666666,0.6660869565217391,9074,9074
within_genus_species,Escherichia,150,clean,k-mer,k=8,8,,False,False,160,2,0.5208333333333334,0.5206252713851498,13228,13228
within_genus_species,Escherichia,150,clean,k-mer,k=9,9,,False,False,160,2,0.5625,0.5607843137254902,14857,14857
within_genus_species,Escherichia,150,clean,canonical k-mer,k=4,4,,True,False,160,2,0.5625,0.5623100303951367,136,136
within_genus_species,Escherichia,150,clean,canonical k-mer,k=5,5,,True,False,160,2,0.4583333333333333,0.45739130434782604,510,510
within_genus_species,Escherichia,150,clean,canonical k-mer,k=6,6,,True,False,160,2,0.7083333333333334,0.7078260869565217,2007,2007
within_genus_species,Escherichia,150,clean,canonical k-mer,k=7,7,,True,False,160,2,0.6666666666666666,0.6666666666666666,6140,6140
within_genus_species,Escherichia,150,clean,canonical k-mer,k=8,8,,True,False,160,2,0.6041666666666666,0.6026143790849673,11365,11365
within_genus_species,Escherichia,150,clean,canonical k-mer,k=9,9,,True,False,160,2,0.4791666666666667,0.47345326897762174,14124,14124
within_genus_species,Escherichia,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.5625,0.5623100303951367,136,136
within_genus_species,Escherichia,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.6041666666666666,0.6039947894051237,147,147
within_genus_species,Escherichia,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.5625,0.5529933481152993,136,136
within_genus_species,Escherichia,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.5416666666666666,0.5343915343915344,147,147
within_genus_species,Escherichia,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.4791666666666667,0.47894051237516283,136,136
within_genus_species,Escherichia,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.5208333333333334,0.5189542483660131,147,147
within_genus_species,Escherichia,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.4375,0.43725575336517586,136,136
within_genus_species,Escherichia,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.4166666666666667,0.4166666666666667,147,147
within_genus_species,Escherichia,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.4166666666666667,0.4125874125874126,136,136
within_genus_species,Escherichia,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.4375,0.4313295304958315,147,147
target_background,Escherichia,150,clean,k-mer,k=4,4,,False,False,160,2,0.6041666666666666,0.6039947894051237,256,256
target_background,Escherichia,150,clean,k-mer,k=5,5,,False,False,160,2,0.5416666666666666,0.5408695652173914,1018,1018
target_background,Escherichia,150,clean,k-mer,k=6,6,,False,False,160,2,0.6666666666666666,0.6660869565217391,3729,3729
target_background,Escherichia,150,clean,k-mer,k=7,7,,False,False,160,2,0.6666666666666666,0.6660869565217391,9074,9074
target_background,Escherichia,150,clean,k-mer,k=8,8,,False,False,160,2,0.5208333333333334,0.5206252713851498,13228,13228
target_background,Escherichia,150,clean,k-mer,k=9,9,,False,False,160,2,0.5625,0.5607843137254902,14857,14857
target_background,Escherichia,150,clean,canonical k-mer,k=4,4,,True,False,160,2,0.5625,0.5623100303951367,136,136
target_background,Escherichia,150,clean,canonical k-mer,k=5,5,,True,False,160,2,0.4583333333333333,0.45739130434782604,510,510
target_background,Escherichia,150,clean,canonical k-mer,k=6,6,,True,False,160,2,0.7083333333333334,0.7078260869565217,2007,2007
target_background,Escherichia,150,clean,canonical k-mer,k=7,7,,True,False,160,2,0.6666666666666666,0.6666666666666666,6140,6140
target_background,Escherichia,150,clean,canonical k-mer,k=8,8,,True,False,160,2,0.6041666666666666,0.6026143790849673,11365,11365
target_background,Escherichia,150,clean,canonical k-mer,k=9,9,,True,False,160,2,0.4791666666666667,0.47345326897762174,14124,14124
target_background,Escherichia,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.5625,0.5623100303951367,136,136
target_background,Escherichia,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.6041666666666666,0.6039947894051237,147,147
target_background,Escherichia,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.5625,0.5529933481152993,136,136
target_background,Escherichia,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.5416666666666666,0.5343915343915344,147,147
target_background,Escherichia,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.4791666666666667,0.47894051237516283,136,136
target_background,Escherichia,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.5208333333333334,0.5189542483660131,147,147
target_background,Escherichia,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.4375,0.43725575336517586,136,136
target_background,Escherichia,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.4166666666666667,0.4166666666666667,147,147
target_background,Escherichia,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.4166666666666667,0.4125874125874126,136,136
target_background,Escherichia,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.4375,0.4313295304958315,147,147
within_genus_species,Klebsiella,150,clean,k-mer,k=4,4,,False,False,160,3,0.3541666666666667,0.35504235907461706,256,256
within_genus_species,Klebsiella,150,clean,k-mer,k=5,5,,False,False,160,3,0.3333333333333333,0.3209188034188034,1018,1018
within_genus_species,Klebsiella,150,clean,k-mer,k=6,6,,False,False,160,3,0.375,0.32135076252723316,3671,3671
within_genus_species,Klebsiella,150,clean,k-mer,k=7,7,,False,False,160,3,0.4791666666666667,0.46678614097968935,8597,8597
within_genus_species,Klebsiella,150,clean,k-mer,k=8,8,,False,False,160,3,0.375,0.3235030571368332,12743,12743
within_genus_species,Klebsiella,150,clean,k-mer,k=9,9,,False,False,160,3,0.3333333333333333,0.30767195767195765,14690,14690
within_genus_species,Klebsiella,150,clean,canonical k-mer,k=4,4,,True,False,160,3,0.3125,0.3135582746261278,136,136
within_genus_species,Klebsiella,150,clean,canonical k-mer,k=5,5,,True,False,160,3,0.375,0.3775303643724697,510,510
within_genus_species,Klebsiella,150,clean,canonical k-mer,k=6,6,,True,False,160,3,0.5,0.4779502340477951,2009,2009
within_genus_species,Klebsiella,150,clean,canonical k-mer,k=7,7,,True,False,160,3,0.4791666666666667,0.4519249512670565,5882,5882
within_genus_species,Klebsiella,150,clean,canonical k-mer,k=8,8,,True,False,160,3,0.4166666666666667,0.3622895622895623,10805,10805
within_genus_species,Klebsiella,150,clean,canonical k-mer,k=9,9,,True,False,160,3,0.3125,0.28540305010893247,13837,13837
within_genus_species,Klebsiella,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,3,0.3125,0.3135582746261278,136,136
within_genus_species,Klebsiella,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,3,0.3958333333333333,0.3997787202655357,147,147
within_genus_species,Klebsiella,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,3,0.2708333333333333,0.2681878306878307,136,136
within_genus_species,Klebsiella,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,3,0.2708333333333333,0.2681878306878307,147,147
within_genus_species,Klebsiella,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,3,0.3958333333333333,0.3947743564679049,136,136
within_genus_species,Klebsiella,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,3,0.4166666666666667,0.4138071895424837,147,147
within_genus_species,Klebsiella,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,3,0.20833333333333334,0.2078242098403389,136,136
within_genus_species,Klebsiella,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,3,0.25,0.2506535947712418,147,147
within_genus_species,Klebsiella,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,3,0.375,0.3663780663780664,136,136
within_genus_species,Klebsiella,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,3,0.3333333333333333,0.3265869556192137,147,147
target_background,Klebsiella,150,clean,k-mer,k=4,4,,False,False,160,2,0.5416666666666666,0.4666666666666667,256,256
target_background,Klebsiella,150,clean,k-mer,k=5,5,,False,False,160,2,0.5833333333333334,0.4444444444444444,1022,1022
target_background,Klebsiella,150,clean,k-mer,k=6,6,,False,False,160,2,0.7083333333333334,0.5578947368421052,3693,3693
target_background,Klebsiella,150,clean,k-mer,k=7,7,,False,False,160,2,0.6875,0.4638868205510052,8725,8725
target_background,Klebsiella,150,clean,k-mer,k=8,8,,False,False,160,2,0.6875,0.4638868205510052,12868,12868
target_background,Klebsiella,150,clean,k-mer,k=9,9,,False,False,160,2,0.6875,0.4638868205510052,14806,14806
target_background,Klebsiella,150,clean,canonical k-mer,k=4,4,,True,False,160,2,0.6458333333333334,0.5800308800823469,136,136
target_background,Klebsiella,150,clean,canonical k-mer,k=5,5,,True,False,160,2,0.5625,0.4997518610421836,511,511
target_background,Klebsiella,150,clean,canonical k-mer,k=6,6,,True,False,160,2,0.6458333333333334,0.5619967793880838,2015,2015
target_background,Klebsiella,150,clean,canonical k-mer,k=7,7,,True,False,160,2,0.6458333333333334,0.4819047619047619,5990,5990
target_background,Klebsiella,150,clean,canonical k-mer,k=8,8,,True,False,160,2,0.6666666666666666,0.45299145299145294,10977,10977
target_background,Klebsiella,150,clean,canonical k-mer,k=9,9,,True,False,160,2,0.6875,0.4638868205510052,13968,13968
target_background,Klebsiella,150,clean,canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,160,2,0.6458333333333334,0.5800308800823469,136,136
target_background,Klebsiella,150,clean,canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,160,2,0.625,0.5636363636363637,147,147
target_background,Klebsiella,150,clean,canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,160,2,0.625,0.5252747252747253,136,136
target_background,Klebsiella,150,clean,canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,160,2,0.6458333333333334,0.5139964264443121,147,147
target_background,Klebsiella,150,clean,canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,160,2,0.5833333333333334,0.53125,136,136
target_background,Klebsiella,150,clean,canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,160,2,0.625,0.578125,147,147
target_background,Klebsiella,150,clean,canonical spaced,pattern=0-2-5-7,4,0-2-5-7,True,False,160,2,0.5833333333333334,0.4957983193277311,136,136
target_background,Klebsiella,150,clean,canonical spaced + property,pattern=0-2-5-7,4,0-2-5-7,True,True,160,2,0.5625,0.48121461657231085,147,147
target_background,Klebsiella,150,clean,canonical spaced,pattern=0-3-5-8,4,0-3-5-8,True,False,160,2,0.6458333333333334,0.540281690140845,136,136
target_background,Klebsiella,150,clean,canonical spaced + property,pattern=0-3-5-8,4,0-3-5-8,True,True,160,2,0.5833333333333334,0.4725274725274725,147,147
