retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,representation_label,n_pairs,n_features
1.0,0.9838542773669471,0.9780286805439742,0.17829141313602406,0.2096249239568228,0.18701028447881396,1.0,55,trim_5bp,ck4_p,CK4+P,420,147
1.0,0.9829928984525574,0.9771163548047557,0.18308544275024732,0.21393291035352624,0.18914540197332436,1.0,55,trim_5bp,ck4_msp,CK4+MSP,420,211
0.7380952380952381,0.9990401829552433,0.9982310069517077,0.04268944342180618,0.059480970510246006,0.0004031752663739481,0.7380952380952381,55,trim_5bp,p_msp,P+MSP,420,86
1.0,0.9886291195915826,0.984678783394445,0.14971164237542417,0.17504980188166097,0.12655059982483308,1.0,55,trim_5bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9278298392095987,0.85142171597149,0.36668818838813777,0.5451205587646033,0.33968005939765417,1.0,55,substitution_1pct_N_3pct,ck4,CK4,420,136
0.0380952380952381,0.9970012285617831,0.9963341043333823,0.07732666409936628,0.08562578782259014,-0.0005109532377466012,0.0380952380952381,55,substitution_1pct_N_3pct,p,P,420,11
0.9404761904761905,0.9983555268091747,0.9966220245936376,0.05612349560861538,0.0821943601671057,0.0014960455234110208,0.9404761904761905,55,substitution_1pct_N_3pct,msp,MSP,420,75
1.0,0.9624155338856908,0.9242100981376045,0.2654061579460902,0.3893323421033927,0.17060095171417558,1.0,55,substitution_1pct_N_3pct,ck4_p,CK4+P,420,147
1.0,0.9630926830093869,0.9247446808815869,0.2626663578867853,0.38795695987055,0.1733456179354747,1.0,55,substitution_1pct_N_3pct,ck4_msp,CK4+MSP,420,211
0.8833333333333333,0.9976783776854788,0.9967563748276064,0.06787261100619167,0.0805434673803804,0.0007598843460863097,0.8833333333333333,55,substitution_1pct_N_3pct,p_msp,P+MSP,420,86
1.0,0.9743955315268522,0.9488217190333157,0.21937952186921267,0.3199319475458162,0.11605775919319129,1.0,55,substitution_1pct_N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.8903445104097956,0.8488575881564994,0.4650064742958663,0.5498043336747217,0.29794042844644847,1.0,55,local_mismatch_6bp,ck4,CK4,420,136
0.06904761904761905,0.9998050058767239,0.9994349148094598,0.01753134854726725,0.03361797693321684,-0.00015802778931911325,0.06428571428571428,55,local_mismatch_6bp,p,P,420,11
0.819047619047619,0.9987567150039879,0.9966202518180567,0.04524095263548176,0.08221614730230124,0.0009892594795352218,0.819047619047619,55,local_mismatch_6bp,msp,MSP,420,75
1.0,0.9450747581432598,0.9242214961177039,0.32910931580744,0.3893032336932128,0.1494666260965718,1.0,55,local_mismatch_6bp,ck4_p,CK4+P,420,147
1.0,0.9445506127068918,0.9238891196740086,0.33069719020944494,0.3901560291609002,0.15201690140204732,1.0,55,local_mismatch_6bp,ck4_msp,CK4+MSP,420,211
0.8071428571428572,0.999280860440356,0.9980460383319276,0.03444330566620834,0.06251316563202301,0.0005567151684008118,0.8071428571428572,55,local_mismatch_6bp,p_msp,P+MSP,420,86
1.0,0.9629687437635025,0.9492141530004722,0.2702555242430658,0.3187030673970678,0.10165975558578057,1.0,55,local_mismatch_6bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.982426734757349,0.9301950174242061,0.11324399865862823,0.3736433945550489,0.38208016432041153,1.0,55,short_indel,ck4,CK4,420,136
0.7690476190476191,0.9999934666125531,0.9999730035134877,0.002173857457012718,0.007347983400932609,3.3060066613284826e-05,0.7357142857142858,55,short_indel,p,P,420,11
1.0,0.9998634019154825,0.9993987070991308,0.0098223278205278,0.034678278657145546,0.0019634841715991946,1.0,55,short_indel,msp,MSP,420,75
1.0,0.9912101006849511,0.9650928978912484,0.08009278002645141,0.26422321894791595,0.1916764682700073,1.0,55,short_indel,ck4_p,CK4+P,420,147
1.0,0.9911450683364157,0.9650242604402474,0.08045165403468156,0.2644828473044559,0.19454619038464271,1.0,55,short_indel,ck4_msp,CK4+MSP,420,211
1.0,0.9999284342640178,0.9996937239972145,0.007145770033148006,0.024749774174475044,0.0011403465848244675,1.0,55,short_indel,p_msp,P+MSP,420,86
1.0,0.9940945344284615,0.9766756717282509,0.06570240689213008,0.21598253421932512,0.1301003816351875,1.0,55,short_indel,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9734544184517646,0.8989238470058077,0.14848864795649538,0.44961350515614235,0.36793256856134876,1.0,56,substitution_1pct,ck4,CK4,420,136
0.6095238095238096,0.9999831292822857,0.999933602795859,0.0035652266540586795,0.011523645615899155,2.1465350996238037e-05,0.5738095238095238,56,substitution_1pct,p,P,420,11
1.0,0.9998914137472966,0.9995944284968322,0.009401006640046151,0.028480547958029526,0.0019256268047646444,1.0,56,substitution_1pct,msp,MSP,420,75
1.0,0.9867187738670252,0.9494409360484187,0.10503194486230674,0.3179907662122544,0.18461623606518965,1.0,56,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.9866729160995306,0.9493268163485034,0.10522008777321308,0.3183494336407184,0.18741122972146756,1.0,56,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999372715147912,0.9997798890672643,0.007150541591066336,0.02098144396641248,0.0011118211781823563,1.0,56,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9911096538271157,0.9662038859293461,0.0859400318057691,0.25998504832943226,0.1253671927885094,1.0,56,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9527514988724113,0.9314042452845039,0.30400869520396395,0.3703936826445796,0.3620400293830518,1.0,56,N_3pct,ck4,CK4,420,136
0.030952380952380953,0.9971254066225164,0.9965953586463454,0.07574270733627159,0.08251837796662025,-0.0004635702722936555,0.030952380952380953,56,N_3pct,p,P,420,11
0.9523809523809523,0.9984822519302406,0.9968953626659559,0.05383191081374111,0.07879882595117935,0.001472726824582855,0.9523809523809523,56,N_3pct,msp,MSP,420,75
1.0,0.9749384527474637,0.9641134161043868,0.22173962827500115,0.2679051465173706,0.18186851124366987,1.0,56,N_3pct,ck4_p,CK4+P,420,147
1.0,0.9756168754013259,0.9650880644164299,0.21855688215987545,0.2642420674960358,0.18451777113310064,1.0,56,N_3pct,ck4_msp,CK4+MSP,420,211
0.8809523809523809,0.9978038292763783,0.9968676411338891,0.06602737854926277,0.0791499697462598,0.0007657262208480557,0.8809523809523809,56,N_3pct,p_msp,P+MSP,420,86
1.0,0.9827863858083893,0.9757878708464035,0.18388085604261517,0.22005507073875272,0.12356587631099383,1.0,56,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.968856186146076,0.957252315037811,0.24773238269832942,0.29239591297482076,0.3715279595660343,1.0,56,trim_5bp,ck4,CK4,420,136
0.25,0.9999009464607014,0.9997870649214614,0.013509232392926741,0.020636541119626164,-1.570447502812449e-05,0.24047619047619048,56,trim_5bp,p,P,420,11
0.6642857142857143,0.9981652816734368,0.9967408127913538,0.05908069148343032,0.08073645035619396,0.0004899759655494099,0.6642857142857143,56,trim_5bp,msp,MSP,420,75
1.0,0.9843785663033887,0.9786037539065738,0.17546084152006716,0.20686346235402187,0.18640540958239996,1.0,56,trim_5bp,ck4_p,CK4+P,420,147
1.0,0.9835107339097563,0.978122418079046,0.1803702296149116,0.20917723732197635,0.188513372669085,1.0,56,trim_5bp,ck4_msp,CK4+MSP,420,211
0.7238095238095238,0.999033114067069,0.9982842623840633,0.042933399002194166,0.058578718355299125,0.0003726533565706923,0.7238095238095238,56,trim_5bp,p_msp,P+MSP,420,86
1.0,0.9889741380934048,0.9853727033966196,0.1474985630310941,0.17103967595430727,0.12609765537686352,1.0,56,trim_5bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9245012306747978,0.8398781580102354,0.3752243228193584,0.5659006759897764,0.33356600968832445,1.0,56,substitution_1pct_N_3pct,ck4,CK4,420,136
0.03333333333333333,0.9970968222660341,0.9965061825480269,0.0760820351578293,0.08359203531589733,-0.0004892272056558054,0.03333333333333333,56,substitution_1pct_N_3pct,p,P,420,11
0.919047619047619,0.998372093050127,0.9968951749048088,0.05586929812616901,0.07879997321423693,0.0014201313345323418,0.919047619047619,56,substitution_1pct_N_3pct,msp,MSP,420,75
1.0,0.9607990264704159,0.9182285430207706,0.27110014599311655,0.40440438355289776,0.1675960577215325,1.0,56,substitution_1pct_N_3pct,ck4_p,CK4+P,420,147
1.0,0.9614366618624623,0.918863125891185,0.26854359819977197,0.40283167767526146,0.17030728868703515,1.0,56,substitution_1pct_N_3pct,ck4_msp,CK4+MSP,420,211
0.8666666666666667,0.9977344576580807,0.996794170165889,0.06704892534907604,0.08007281426363637,0.0007177083392703079,0.8666666666666667,56,substitution_1pct_N_3pct,p_msp,P+MSP,420,86
1.0,0.9733233819969863,0.9447683932712251,0.22391136891974275,0.3323598357922242,0.11406488054262454,1.0,56,substitution_1pct_N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.892850441229193,0.8541579591945507,0.4596992492630757,0.5400778229375964,0.2979806004598657,1.0,56,local_mismatch_6bp,ck4,CK4,420,136
0.08571428571428572,0.9998039277729087,0.9993992116440136,0.01739659128720816,0.03466357547295066,-0.00015842357329577976,0.08095238095238096,56,local_mismatch_6bp,p,P,420,11
0.8119047619047619,0.9988179897819665,0.996832576186146,0.04416313679046656,0.07958982112962891,0.0009404658942639892,0.8119047619047619,56,local_mismatch_6bp,msp,MSP,420,75
1.0,0.9463271845010507,0.9270559283421017,0.32536278357801834,0.3819530469327395,0.14950169031257607,1.0,56,local_mismatch_6bp,ck4_p,CK4+P,420,147
1.0,0.9458342155055797,0.9267030670716847,0.32687340144845334,0.3828756470104085,0.15210016382777622,1.0,56,local_mismatch_6bp,ck4_msp,CK4+MSP,420,211
0.8095238095238095,0.9993109587774376,0.9981665932522354,0.03370562409201423,0.06055230119790545,0.0005349572868097018,0.8095238095238095,56,local_mismatch_6bp,p_msp,P+MSP,420,86
1.0,0.9638241195946893,0.9511149188942257,0.26713865302868817,0.3126820174409512,0.10173172264313919,1.0,56,local_mismatch_6bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.981963305560747,0.9279730297681357,0.12005223925077123,0.3795443762121997,0.37791509534704765,1.0,56,short_indel,ck4,CK4,420,136
0.7333333333333333,0.9999927785936922,0.9999674969359967,0.0023430920949366247,0.008062634975856428,2.9687201994156257e-05,0.6928571428571428,56,short_indel,p,P,420,11
1.0,0.9998600525087478,0.9994419869068677,0.010557438493659735,0.033406964406586304,0.0019130465967652545,1.0,56,short_indel,msp,MSP,420,75
1.0,0.9909780420772195,0.9639732256970706,0.0849090468473235,0.26842791557564466,0.18958395689921917,1.0,56,short_indel,ck4_p,CK4+P,420,147
1.0,0.9909116790347472,0.9637697006211634,0.08533753610424262,0.2691849125442154,0.19242739891863633,1.0,56,short_indel,ck4_msp,CK4+MSP,420,211
1.0,0.99992641555122,0.9997125837840294,0.0076836648253676525,0.023975663315198983,0.0011085118050647884,1.0,56,short_indel,p_msp,P+MSP,420,86
1.0,0.9939387122210622,0.9758376076227774,0.0696934417082217,0.21982887164592127,0.12868354914493324,1.0,56,short_indel,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9751066493783667,0.8993046786889723,0.13994542676721294,0.44876497213284483,0.36846735393245544,1.0,57,substitution_1pct,ck4,CK4,420,136
0.5976190476190476,0.9999836819596981,0.9999350885725214,0.0034444119962455675,0.011393857781877986,1.93221712970516e-05,0.5523809523809524,57,substitution_1pct,p,P,420,11
1.0,0.9999024446281674,0.9996401481139344,0.008627363570911414,0.026827289353134415,0.0020086543508649403,1.0,57,substitution_1pct,msp,MSP,420,75
1.0,0.9875451656690324,0.949639059211213,0.09899042305357494,0.31736660835405206,0.18483677014797933,1.0,57,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.987504547003267,0.9494109573897243,0.0991610068509082,0.31808460103126357,0.18769767346666236,1.0,57,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999430632939328,0.9997740189507127,0.006599032028915847,0.021259392412567107,0.0011541376142584694,1.0,57,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9916642586554109,0.9662651181709674,0.08099235397222337,0.25974908032306404,0.12550916941440982,1.0,57,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9546365803780145,0.9366390945785427,0.2979802226679256,0.3559800233590093,0.3601427570792952,1.0,57,N_3pct,ck4,CK4,420,136
0.03571428571428571,0.997199523075307,0.9966594251804491,0.07474751293310165,0.08173829967807304,-0.0004615718487540594,0.03333333333333333,57,N_3pct,p,P,420,11
0.9666666666666667,0.9985081606185114,0.9971099044931604,0.05348922112963766,0.07602733853192911,0.0015174109717477067,0.9666666666666667,57,N_3pct,msp,MSP,420,75
1.0,0.9759180517266607,0.9669897944308465,0.21743668177127612,0.25694435812100563,0.18081394322522198,1.0,57,N_3pct,ck4_p,CK4+P,420,147
1.0,0.976572370498263,0.9676595615917061,0.21435744986493488,0.25432418725171213,0.18368269248271374,1.0,57,N_3pct,ck4_msp,CK4+MSP,420,211
0.9023809523809524,0.9978538418469094,0.9970660156114338,0.06528582891614385,0.07660266557458692,0.0007791433805555319,0.9023809523809524,57,N_3pct,p_msp,P+MSP,420,86
1.0,0.9834480880239443,0.9775347023331777,0.18041148530150405,0.21196830473798098,0.12293927516084857,1.0,57,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9699164071118684,0.9588623839681075,0.2435386192862998,0.28683658351158203,0.37043808351027996,1.0,57,trim_5bp,ck4,CK4,420,136
0.2357142857142857,0.9999025456826641,0.9997690597215265,0.013398837889356315,0.02149138972439761,-1.368190047975985e-05,0.22142857142857142,57,trim_5bp,p,P,420,11
0.6619047619047619,0.9981698782820374,0.9964723688087628,0.058918305281710985,0.08399549341854634,0.00046607404762705646,0.6619047619047619,57,trim_5bp,msp,MSP,420,75
1.0,0.9849094763972662,0.9793710271970585,0.17249483079052214,0.20312051617314777,0.18581039032169638,1.0,57,trim_5bp,ck4_p,CK4+P,420,147
1.0,0.984043142696953,0.9784550089882058,0.17744454054184852,0.20758107925427863,0.18791042819796816,1.0,57,trim_5bp,ck4_msp,CK4+MSP,420,211
0.7261904761904762,0.9990362119823509,0.9981514484704257,0.04281551949304363,0.060803804813935956,0.0003588553268914213,0.7261904761904762,57,trim_5bp,p_msp,P+MSP,420,86
1.0,0.9893296103588567,0.9856077860822805,0.14510945257780763,0.16965961508783242,0.12565924832329214,1.0,57,trim_5bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9280015764383157,0.8520069842985384,0.36695542972865275,0.5440459807609069,0.3350558993188912,1.0,57,substitution_1pct_N_3pct,ck4,CK4,420,136
0.030952380952380953,0.9971732017047568,0.9965506279402829,0.07506582424896822,0.08305867713089936,-0.0004884735236150914,0.02857142857142857,57,substitution_1pct_N_3pct,p,P,420,11
0.9357142857142857,0.9984391309797589,0.9969554572171327,0.05467964102012269,0.07803259165108181,0.0014387918946767466,0.9357142857142857,57,substitution_1pct_N_3pct,msp,MSP,420,75
1.0,0.9625873890715363,0.9247114699500715,0.26522532184263686,0.3880425949735463,0.16838986317467464,1.0,57,substitution_1pct_N_3pct,ck4_p,CK4+P,420,147
1.0,0.9632203537090375,0.9249025231115997,0.2626199435178045,0.3875499369074531,0.17098639844548075,1.0,57,substitution_1pct_N_3pct,ck4_msp,CK4+MSP,420,211
0.861904761904762,0.9978061663422578,0.9969928042789094,0.06597550226327017,0.077552477761673,0.0007286248264090288,0.861904761904762,57,substitution_1pct_N_3pct,p_msp,P+MSP,420,86
1.0,0.9745379697076105,0.949075393027601,0.21905144752338385,0.31913823604695984,0.11455102598330232,1.0,57,substitution_1pct_N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.8923516566087986,0.8586881550926283,0.4611411114538282,0.5316236319408304,0.298177787761323,1.0,57,local_mismatch_6bp,ck4,CK4,420,136
0.05238095238095238,0.9998049731072499,0.9993807785827291,0.017522479005976817,0.03519151627813965,-0.0001623007325801401,0.05238095238095238,57,local_mismatch_6bp,p,P,420,11
0.7952380952380952,0.9987573476702638,0.9969094362474795,0.04563818176858669,0.07861956833789364,0.0009243306591456708,0.7952380952380952,57,local_mismatch_6bp,msp,MSP,420,75
1.0,0.9460783148580244,0.9291255947106531,0.32637873160527947,0.3764954285864189,0.14960145013791012,1.0,57,local_mismatch_6bp,ck4_p,CK4+P,420,147
1.0,0.9455545021395313,0.9280713088386295,0.32797925615154333,0.3792853475325976,0.15212542190131798,1.0,57,local_mismatch_6bp,ck4_msp,CK4+MSP,420,211
0.7952380952380952,0.9992811603887569,0.9981508463482424,0.03469774989545679,0.060813691599205986,0.0005246309644846136,0.7952380952380952,57,local_mismatch_6bp,p_msp,P+MSP,420,86
1.0,0.9636379924621042,0.9519535988123811,0.2680386263426934,0.3099883824961525,0.1017366722494828,1.0,57,local_mismatch_6bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9827989353038574,0.9301010025816946,0.1135688754478273,0.3738926070880547,0.3754496578436055,1.0,57,short_indel,ck4,CK4,420,136
0.7452380952380953,0.9999935620113182,0.9999740608437625,0.0021590670054875533,0.0072025837250797,2.952785979022403e-05,0.6857142857142857,57,short_indel,p,P,420,11
1.0,0.9998816421555969,0.9995615806852547,0.009599621374426971,0.029611432542205367,0.0019872990212570787,1.0,57,short_indel,msp,MSP,420,75
1.0,0.9913962486575878,0.9650410776572291,0.08032329452349223,0.26441761656788215,0.18836674047165122,1.0,57,short_indel,ck4_p,CK4+P,420,147
1.0,0.9913402887297271,0.9648343926592357,0.08064964883090343,0.2651987066004049,0.19119069491515459,1.0,57,short_indel,ck4_msp,CK4+MSP,420,211
1.0,0.9999376020834575,0.9997740358650729,0.00698865341925393,0.021258518873165596,0.0011505176864735646,1.0,57,short_indel,p_msp,P+MSP,420,86
1.0,0.9942247131569242,0.9765499793504115,0.06586472274386247,0.21656283268292528,0.12786223632332605,1.0,57,short_indel,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9753256335749914,0.9078490764450223,0.1443667787586701,0.42930207810815346,0.36672263447122816,1.0,58,substitution_1pct,ck4,CK4,420,136
0.6238095238095238,0.9999845796439426,0.9999360265858074,0.0035031886925686465,0.011311358249319274,1.9820365062772628e-05,0.5904761904761905,58,substitution_1pct,p,P,420,11
1.0,0.9999006553645636,0.9996129718311596,0.009064236848837308,0.027821785742222178,0.0019347193088001813,1.0,58,substitution_1pct,msp,MSP,420,75
1.0,0.987655106609467,0.9539152597486447,0.10212834794115527,0.30359297785465233,0.18394042658979395,1.0,58,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.9876131444697775,0.9536896463225726,0.10232107842612538,0.30433537744597705,0.18673467315328518,1.0,58,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999426175042531,0.9997783443033991,0.0069007532862355786,0.021054418377177628,0.0011094306928067018,1.0,58,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9917369561944991,0.9691202452324705,0.08357466361043792,0.24851368960201606,0.12486836077879808,1.0,58,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9544232964709697,0.9324535494714029,0.29867841900449527,0.36754884706192653,0.3599869158514724,1.0,58,N_3pct,ck4,CK4,420,136
0.04047619047619048,0.997285340615064,0.996755301495028,0.07359247597961907,0.08055679337817831,-0.0004477957886172678,0.0380952380952381,58,N_3pct,p,P,420,11
0.9547619047619048,0.9985932681749919,0.9971146065526393,0.05190807175462292,0.07596564051725886,0.001570237853738851,0.9547619047619048,58,N_3pct,msp,MSP,420,75
1.0,0.9758543185430169,0.9649504812870304,0.21771058213911237,0.26476161962718764,0.18076901497986061,1.0,58,N_3pct,ck4_p,CK4+P,420,147
1.0,0.9765082823229807,0.9657645013299293,0.21460330922386708,0.2616691180990066,0.18348842151735495,1.0,58,N_3pct,ck4_msp,CK4+MSP,420,211
0.8952380952380953,0.9979393043950279,0.997181041698527,0.06396630488919548,0.0750860613087247,0.0008240523019676002,0.8952380952380953,58,N_3pct,p_msp,P+MSP,420,86
1.0,0.9834339684203417,0.9763254719208381,0.18044646828360658,0.21759803214671386,0.12282601537764558,1.0,58,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9708740670913395,0.9609069544270725,0.23964705628192448,0.279617758995837,0.3683563887832583,1.0,58,trim_5bp,ck4,CK4,420,136
0.23333333333333334,0.9999062641302825,0.9997937670456722,0.013200807537517479,0.020309246482013123,-1.180210221890838e-05,0.22142857142857142,58,trim_5bp,p,P,420,11
0.6404761904761904,0.998168324040709,0.9965895270528524,0.05900426155679502,0.08258897163604048,0.00044355509722283345,0.6404761904761904,58,trim_5bp,msp,MSP,420,75
1.0,0.985390165610811,0.9804188772703893,0.16973820723107427,0.19789452982736738,0.18475900652298305,1.0,58,trim_5bp,ck4_p,CK4+P,420,147
1.0,0.9845211955660242,0.9796221399300247,0.17477415553679385,0.20188044723796333,0.1867487255643595,1.0,58,trim_5bp,ck4_msp,CK4+MSP,420,211
0.7119047619047619,0.9990372940854958,0.9982413247773018,0.04284138246279866,0.059306756169783585,0.0003399897797885711,0.7119047619047619,58,trim_5bp,p_msp,P+MSP,420,86
1.0,0.9896495517541103,0.9863837803500787,0.14292507160299628,0.16502252988589666,0.12486889455500232,1.0,58,trim_5bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9333611468087673,0.8580331848525605,0.3539904029872719,0.5328541908966009,0.3378787689415648,1.0,58,substitution_1pct_N_3pct,ck4,CK4,420,136
0.04047619047619048,0.9972809510236779,0.9966895073004561,0.07363937733470055,0.08136941052495697,-0.000454448957866274,0.0380952380952381,58,substitution_1pct_N_3pct,p,P,420,11
0.969047619047619,0.9985313149621424,0.9973056382361455,0.053190569246570785,0.07340792402470094,0.0015077186585890708,0.969047619047619,58,substitution_1pct_N_3pct,msp,MSP,420,75
1.0,0.9653210489162226,0.9277187182531946,0.2560177433595183,0.3802137852551605,0.1697078383708781,1.0,58,substitution_1pct_N_3pct,ck4_p,CK4+P,420,147
1.0,0.9659462308854548,0.9281723548576101,0.25339245239465324,0.3790187767191681,0.17238998672499314,1.0,58,substitution_1pct_N_3pct,ck4_msp,CK4+MSP,420,211
0.8928571428571429,0.9979061329929102,0.9972684424465112,0.06450287006474735,0.07391279120910185,0.0007776910851272023,0.8928571428571429,58,substitution_1pct_N_3pct,p_msp,P+MSP,420,86
1.0,0.9763911375981958,0.9512496537896834,0.21148396728716506,0.3122509149911573,0.11543197034695324,1.0,58,substitution_1pct_N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.896752340212839,0.8594880919027076,0.45113891169135467,0.5301167908764458,0.3016467421498398,1.0,58,local_mismatch_6bp,ck4,CK4,420,136
0.0380952380952381,0.9998205127975415,0.9994734849083657,0.01685588711369206,0.03245042452557777,-0.00015131949783893598,0.0380952380952381,58,local_mismatch_6bp,p,P,420,11
0.8261904761904761,0.9988861165475008,0.9969310506224003,0.043093644706940985,0.07834280118112824,0.0009900580328017538,0.8261904761904761,58,local_mismatch_6bp,msp,MSP,420,75
1.0,0.9482864265051902,0.9296334301364784,0.31929164156752454,0.3751441278867883,0.15132415439983316,1.0,58,local_mismatch_6bp,ck4_p,CK4+P,420,147
1.0,0.94781922838017,0.9294777026557572,0.3207527067708193,0.3755585674002086,0.15379849932425796,1.0,58,local_mismatch_6bp,ck4_msp,CK4+MSP,420,211
0.8119047619047619,0.9993533146725211,0.9982344472083478,0.032840012635922,0.05942144529643407,0.0005570383840896145,0.8119047619047619,58,local_mismatch_6bp,p_msp,P+MSP,420,86
1.0,0.9651529898526271,0.9527252355741254,0.26212647103821646,0.30748892472619177,0.10285605482121762,1.0,58,local_mismatch_6bp,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9814157391895699,0.9324738103559634,0.12760676474312369,0.36749465909135526,0.372680931367961,1.0,58,short_indel,ck4,CK4,420,136
0.7333333333333333,0.9999929779300758,0.9999746523406287,0.002432799632978739,0.007120031146033717,2.841338955608965e-05,0.6976190476190476,58,short_indel,p,P,420,11
1.0,0.9998608249658504,0.9995119916218346,0.01099406717345066,0.031241253825535272,0.0019103184128524344,1.0,58,short_indel,msp,MSP,420,75
1.0,0.9907043585598228,0.9662211558233464,0.09025092357593685,0.25991856470765046,0.18695832347774938,1.0,58,short_indel,ck4_p,CK4+P,420,147
1.0,0.9906382820777101,0.9661910045764963,0.09062842639329369,0.2600343715684956,0.18976874030767318,1.0,58,short_indel,ck4_msp,CK4+MSP,420,211
1.0,0.9999269014479631,0.9997485438991196,0.007993892992535489,0.022425689453895593,0.0011030924014909223,1.0,58,short_indel,p_msp,P+MSP,420,86
1.0,0.9937565140284987,0.977450170147907,0.07401345421090756,0.21236661976077764,0.12690079030637277,1.0,58,short_indel,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9738833013268974,0.9000977310399259,0.14871071454200485,0.44699500601834413,0.3640861415289785,1.0,59,substitution_1pct,ck4,CK4,420,136
0.5904761904761905,0.9999833673628729,0.9999248881375863,0.003595048444438008,0.012256560705192777,1.6800959771860547e-05,0.5642857142857143,59,substitution_1pct,p,P,420,11
1.0,0.9998980695504535,0.9996095822688273,0.009165355181994952,0.02794339210011867,0.0019136468714461236,1.0,59,substitution_1pct,msp,MSP,420,75
1.0,0.9869333343448852,0.9500121089663002,0.10519874712812972,0.3161894713466167,0.18266713434388837,1.0,59,substitution_1pct,ck4_p,CK4+P,420,147
1.0,0.9868906854386754,0.9499553129728467,0.10538958853223852,0.3163690117632822,0.1855020533357322,1.0,59,substitution_1pct,ck4_msp,CK4+MSP,420,211
1.0,0.9999407184566631,0.9997586705487337,0.006997067717982887,0.021969456153800478,0.0010967292858195979,1.0,59,substitution_1pct,p_msp,P+MSP,420,86
1.0,0.9912549127467413,0.9666009411114181,0.08608014319862319,0.2584533002327634,0.12407129732373817,1.0,59,substitution_1pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9563703910772346,0.9374362868335259,0.29211426897384307,0.35373355266629714,0.35694703482651874,1.0,59,N_3pct,ck4,CK4,420,136
0.030952380952380953,0.9973646307673034,0.9968352375224551,0.07251347271609548,0.07955830457014894,-0.00043449977133428965,0.030952380952380953,59,N_3pct,p,P,420,11
0.9809523809523809,0.9986548204433422,0.9974199164910097,0.05087850961449659,0.07183427275316835,0.0015707053036352165,0.9809523809523809,59,N_3pct,msp,MSP,420,75
1.0,0.9768675109222689,0.9675130721104894,0.21302120882680736,0.25489969596298606,0.17928173543420856,1.0,59,N_3pct,ck4_p,CK4+P,420,147
1.0,0.9775126057602884,0.9680897506309363,0.20991038003856524,0.2526271866865338,0.18186927415602916,1.0,59,N_3pct,ck4_msp,CK4+MSP,420,211
0.9261904761904762,0.9980097256053228,0.9974304545943633,0.0628941774298109,0.07168745197169883,0.0008147160124664202,0.9261904761904762,59,N_3pct,p_msp,P+MSP,420,86
1.0,0.9841299474292934,0.977856197977817,0.17657405935394402,0.2104462022192569,0.1217607086391148,1.0,59,N_3pct,ck4_p_msp,CK4P-MSP,420,222
1.0,0.9714077260663033,0.9615088296963136,0.23748081878069058,0.2774569166688263,0.3652211040968796,1.0,59,trim_5bp,ck4,CK4,420,136
0.19285714285714287,0.9999080690289536,0.9998098227451244,0.013140142719143301,0.019502575229343275,-1.0743616275453516e-05,0.1880952380952381,59,trim_5bp,p,P,420,11
0.7857142857142857,0.9985394755203396,0.9971286003398284,0.05243920834228993,0.07578123645785663,0.0006877772554886249,0.7857142857142857,59,trim_5bp,msp,MSP,420,75
1.0,0.9856578975476284,0.9806916470881593,0.16820414232447575,0.19651133742374868,0.1831964676779827,1.0,59,trim_5bp,ck4_p,CK4+P,420,147
