length,local_mode,binset,bins,max_bin_count,gamma,n_triplets,noise_l2_mean,local_l2_mean,local_minus_noise_l2_mean,selective_sensitivity_ratio_mean,k_dim,p_dim,m_dim,total_dim,split,classifier,accuracy,macro_f1,accuracy_std,macro_f1_std
51,right,2_3_4,2+3+4,4,1.0,180,0.369564966454872,0.2708595166994135,-0.09870544975545853,0.7398019787917952,136,11,45,192,5fold_grouped_cv,logistic,0.975,0.9749758553575043,0.010393492741038736,0.010417882915794707
51,right,2_3_4_6,2+3+4+6,6,1.0,180,0.36978995606554727,0.27144227862808373,-0.0983476774374635,0.7409334558843597,136,11,75,222,holdout,logistic,1.0,1.0,,
51,right,2_3_4_6,2+3+4+6,6,1.0,180,0.36978995606554727,0.27144227862808373,-0.0983476774374635,0.7409334558843597,136,11,75,222,5fold_grouped_cv,logistic,0.9944444444444445,0.9944401544401543,0.011111111111111117,0.011119691119691133
52,center,2,2,2,1.0,180,0.36969456487882624,0.26554459484431947,-0.10414997003450673,0.7271947608406418,136,11,10,157,holdout,logistic,0.9583333333333334,0.9583072753804461,,
52,center,2,2,2,1.0,180,0.36969456487882624,0.26554459484431947,-0.10414997003450673,0.7271947608406418,136,11,10,157,5fold_grouped_cv,logistic,0.961111111111111,0.961070320007531,0.018425693279752225,0.01846746477264177
52,center,2_3,2+3,3,1.0,180,0.36979857348337,0.2657359770294231,-0.10406259645394692,0.7274965658784766,136,11,25,172,holdout,logistic,0.9916666666666667,0.9916660879227724,,
52,center,2_3,2+3,3,1.0,180,0.36979857348337,0.2657359770294231,-0.10406259645394692,0.7274965658784766,136,11,25,172,5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,0.008784104611578835,0.008790888587498947
52,center,2_3_4,2+3+4,4,1.0,180,0.3699196791189467,0.2660308483665296,-0.10388883075241714,0.7280604779527032,136,11,45,192,holdout,logistic,0.9916666666666667,0.9916660879227724,,
52,center,2_3_4,2+3+4,4,1.0,180,0.3699196791189467,0.2660308483665296,-0.10388883075241714,0.7280604779527032,136,11,45,192,5fold_grouped_cv,logistic,0.9916666666666668,0.9916618407222305,0.01111111111111111,0.011118887025293532
52,center,2_3_4_6,2+3+4+6,6,1.0,180,0.3701310802306796,0.26656175134167676,-0.10356932888900283,0.7290750092877002,136,11,75,222,holdout,logistic,0.9916666666666667,0.9916660879227724,,
