retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,binset,bins,max_bin_count,gamma,n_pairs,k_dim,p_dim,m_dim,total_dim
1.0,0.9651529898526271,0.9527252355741254,0.26212647103821646,0.3074889247261918,0.10285605482121764,1.0,58,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9937911354018305,0.9774704646589568,0.07377294587769162,0.21227115746623285,0.1256009559618994,1.0,58,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.993784154495504,0.9774662269989967,0.07382070881696191,0.21229109081962694,0.12591779061368033,1.0,58,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9937757640952712,0.9774599124581206,0.07388029538496739,0.21232078175356328,0.1263002267298568,1.0,58,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9937565140284987,0.9774501701479075,0.07401345421090756,0.21236661976077767,0.1269007903063728,1.0,58,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9912749412865516,0.9666458257219945,0.08597238721957716,0.2582795873705248,0.1227475964753298,1.0,59,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9912696332064935,0.9666365937562099,0.08600079264424393,0.2583153256008301,0.12306271218153597,1.0,59,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9912643115644519,0.9666278246146865,0.08602932662188167,0.25834926625716087,0.12341423450265752,1.0,59,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9912549127467412,0.9666009411114181,0.08608014319862317,0.2584533002327634,0.12407129732373817,1.0,59,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9844134611100136,0.9779527755768037,0.17490755093072718,0.20998678245059596,0.12044669857554607,1.0,59,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9843424802122305,0.9780539383814594,0.1753243284255757,0.20950446608031623,0.12077702419282944,1.0,59,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9842657158347422,0.978010376949562,0.1757774860240911,0.20971229362862895,0.12111703929889348,1.0,59,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9841299474292934,0.9778561979778171,0.17657405935394402,0.210446202219257,0.1217607086391148,1.0,59,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9903508314285365,0.9870668412100542,0.1379756907804503,0.16083008912896263,0.12301992071556979,1.0,59,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9902787629558216,0.9869831604867321,0.13850403156710483,0.16134955378113006,0.12326851991368167,1.0,59,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9901752914166845,0.9868499293699552,0.13924740313346753,0.16217318020907348,0.12353512763830667,1.0,59,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9899517568718655,0.9866414207020084,0.14083666449885215,0.1634538006026895,0.12396693999202296,1.0,59,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9758785855105664,0.952965677450001,0.21344437853246248,0.3067059956984626,0.11278360924818712,1.0,59,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9757997480916172,0.9530730793805064,0.21382721012953812,0.3063555201975606,0.11313282690275929,1.0,59,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9757212968512661,0.9530044997601951,0.21420440176408487,0.30657928078539404,0.11348005701306607,1.0,59,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9755748468837667,0.952799589407978,0.21491053964293724,0.30724696971013227,0.11412008914199458,1.0,59,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9668353917081266,0.9559112468740752,0.25571186512698724,0.29694696309226093,0.10159281907109156,1.0,59,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9667779768769139,0.9558717532398076,0.25593672620840774,0.2970799377075796,0.10189420470833016,1.0,59,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9667241250396896,0.955849431138431,0.2561490465559318,0.2971550646032243,0.10220221912850713,1.0,59,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9666304381469674,0.9557344596313962,0.2565155412671411,0.2975417253630058,0.10277561506894517,1.0,59,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9940937482561127,0.9755159603052923,0.07003369039996861,0.2212851171787598,0.12526798529547675,1.0,59,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.994087450666717,0.9754771587010462,0.07007596584757396,0.22146078304273442,0.1255698852172402,1.0,59,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.994079271409019,0.9754429877563676,0.07013364963247373,0.22161493563781234,0.12591360544293492,1.0,59,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9940596151104828,0.9753880735405244,0.07027184845812084,0.22186256860527623,0.12654693616809878,1.0,59,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9922211229308185,0.9700272510055798,0.0797669919762712,0.2448374789290042,0.12308495897240708,1.0,60,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9922167328456969,0.9700183858859533,0.07979507745912506,0.24487362795515646,0.12341140096062128,1.0,60,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9922119047116418,0.9700123512592267,0.07982490073922201,0.24489830196663664,0.1237583589197251,1.0,60,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9922032094334635,0.9699975380751867,0.07987826543171436,0.24495871823238244,0.12439134848407858,1.0,60,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9846875367444895,0.9784424399468177,0.17335264203544187,0.20764177871295783,0.11970290168124635,1.0,60,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.984622192709257,0.9784243767629994,0.17374868663221935,0.2077287804359273,0.12003267345812518,1.0,60,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9845425185332733,0.9783795744116959,0.17421771850625425,0.20794432257027068,0.12036594487688522,1.0,60,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.984409938416974,0.9782494602791877,0.17500106979464197,0.2085691235253678,0.12098408445399633,1.0,60,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9905177868721886,0.9873711159400885,0.13685635885753009,0.15892679533166754,0.12233738178182052,1.0,60,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9904144443939349,0.9872636576981804,0.1376186898113133,0.15960144960933895,0.12256269203516752,1.0,60,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9902863865958371,0.9871571761732184,0.13854641824536287,0.16026722685871636,0.1228065008104464,1.0,60,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9899757842170697,0.9866502406839468,0.1407520671676248,0.16339982788000998,0.12315371289790221,1.0,60,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9770681970130903,0.9532432515338277,0.20754834381039958,0.30579808940755554,0.11270556669123703,1.0,60,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.976994381597783,0.9531653859874544,0.2079305739646752,0.3060526561002399,0.11302466684484183,1.0,60,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9769137700612595,0.9530491281092203,0.2083420303646289,0.3064324551623858,0.11336765653233354,1.0,60,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9767708209147536,0.9528698761211116,0.20906402043793637,0.3070170382985179,0.11400996567707013,1.0,60,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9674041138134926,0.9568657870798273,0.25360726186120597,0.29371485400666786,0.1022140836298991,1.0,60,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9673437769799672,0.9567980588142605,0.25384426052468523,0.2939453627925593,0.10249830394946838,1.0,60,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9672883857375641,0.9566952085290229,0.2540637909058454,0.29429504621847025,0.10278764532654446,1.0,60,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9671755404700682,0.9565067191616924,0.25450605205522203,0.2949348384212842,0.10331127925555368,1.0,60,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9938793781950854,0.9772174096940089,0.07325056723170717,0.21345937378650987,0.12464282832071115,1.0,60,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.9938726382860777,0.977198122972082,0.073298939086928,0.2135497829983473,0.12495139017625632,1.0,60,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9938628297268541,0.9771754067856027,0.07336699530346133,0.21365616990460126,0.12529081428511282,1.0,60,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9938380326325505,0.9770840803102473,0.07354357167866152,0.21408336074113296,0.12589977346744718,1.0,60,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9911279363425103,0.9679626589404259,0.08999561486544304,0.25312873933694247,0.12171340718415063,1.0,61,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9911231528694799,0.9679454450803616,0.0900219043488689,0.253196749677009,0.12201707452625914,1.0,61,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9911177342769988,0.967927434921941,0.09005080134743672,0.25326788670184336,0.12235616325237302,1.0,61,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9911077919281044,0.9678958522814016,0.09010303483910558,0.25339258600780806,0.12291824661829683,1.0,61,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9850845655720445,0.9794627415512807,0.17123909169695056,0.2026683573117225,0.11929293923135655,1.0,61,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9850137981363954,0.9793360177408388,0.17166303072289077,0.2032927244057616,0.11963046178655128,1.0,61,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9849417282255749,0.9793498068326506,0.1720954513534985,0.20322487341220358,0.11998534592198357,1.0,61,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9848128508824666,0.9791765598506104,0.17286215054929,0.20407550320024326,0.12060275871259973,1.0,61,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9907639576661307,0.9878231559083978,0.1350907281256821,0.15605667893294736,0.12176096161268304,1.0,61,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9906788878857632,0.9877692798857064,0.1357265397569976,0.15640150884660714,0.12199347158443084,1.0,61,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9905988365264634,0.987653062340371,0.13631463605714808,0.1571424625989376,0.12227656290925612,1.0,61,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.990351391636058,0.987299487963117,0.13811924803959566,0.15937689913659675,0.12266961805176324,1.0,61,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9778670288077859,0.9554323141877744,0.20417344107689026,0.2985553227740872,0.11297086538684695,1.0,61,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9777963331339893,0.9550799935806735,0.20452971607573242,0.2997331985115221,0.11331352337118909,1.0,61,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9777123483306255,0.954798850582078,0.20495860171948663,0.30066973806358177,0.11364863800421064,1.0,61,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9775717389396714,0.9543760802069917,0.20567847556134508,0.3020725733666678,0.11424753750163211,1.0,61,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9679732558864172,0.9567936867163244,0.2513472949453801,0.2939602464437147,0.10127033789058554,1.0,61,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9679241457781872,0.9568059639775515,0.25154644095855017,0.2939184742100563,0.10150727888266463,1.0,61,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9678704266000103,0.9567539843230284,0.25176018505297776,0.29409527579831624,0.10179150720460767,1.0,61,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9677769888598333,0.9567441871517836,0.2521329877598939,0.2941285733420321,0.10233044032374879,1.0,61,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.994801341753577,0.9789494217615197,0.06354358333845216,0.20518566299273872,0.12460641226959816,1.0,61,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.994794929274644,0.9789129380438476,0.06358705817465925,0.2053633931943483,0.1249213383948549,1.0,61,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9947876238498036,0.9789057322965967,0.06364112635071136,0.2053984792976106,0.12524884252679258,1.0,61,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9947663359459121,0.9788256027646027,0.06379705375636438,0.20578822720686893,0.12583532188887045,1.0,61,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9914891396834853,0.9696547678105201,0.08736481569529134,0.24635405725449208,0.12153998348125489,1.0,62,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9914835780218701,0.9696461442650719,0.08739352759400192,0.2463890582877928,0.12183110555382408,1.0,62,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9914782700564767,0.9696379518502338,0.08742187487744062,0.2464223006034703,0.12218299443062579,1.0,62,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9914686576694404,0.9696229429164801,0.0874720522316698,0.2464831935615835,0.12280830825719537,1.0,62,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.985305909433975,0.9796402494412326,0.16997499607241925,0.20179061287031924,0.11870025302856126,1.0,62,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9852397747235799,0.9796089147752147,0.1703809464908582,0.20194579770970125,0.11899448136300707,1.0,62,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9851695983671696,0.9794867638424029,0.17080400988369515,0.20254987826999848,0.11937218200158417,1.0,62,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9850467398671128,0.9794621464716334,0.17154296082085627,0.20267133888120825,0.12002693049609989,1.0,62,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9909477144476811,0.9880409625789762,0.13372725608574823,0.1546546390660037,0.12130216529589485,1.0,62,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9908932513110977,0.987973424846774,0.13412755855027728,0.1550907276134865,0.12155916183042059,1.0,62,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9907746937077022,0.9878681605447351,0.13501136589081203,0.1557679297011727,0.12182764376744237,1.0,62,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.990535709703307,0.9876539592424055,0.13677274707688605,0.15713700509330142,0.12222367214195969,1.0,62,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9774111147161094,0.956443083489883,0.20641930280128182,0.2951502533330269,0.1117777933756113,1.0,62,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9773389221279523,0.9563817803196312,0.20679537534464185,0.29535790187289623,0.11207591268043139,1.0,62,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.977264914316566,0.9562130486311958,0.2071698872464697,0.295928747440879,0.11243174472163035,1.0,62,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9771295585244927,0.9559906550938357,0.20785593111249454,0.29667936494696107,0.11304467224482523,1.0,62,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9688462355555466,0.9578711934369298,0.2477799163815689,0.290271589784993,0.10189896557095578,1.0,62,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.968793439856227,0.9577404319803126,0.24799032759282896,0.2907217421079235,0.10213016546545063,1.0,62,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9687361157540717,0.9576077153735563,0.24822085484017437,0.29117789959300894,0.1024562283099003,1.0,62,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9686447177182936,0.9575235374674401,0.2485854971566572,0.291466817969536,0.10299230113347882,1.0,62,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9937193440490582,0.9745625589271384,0.07376637225522358,0.22555456178577132,0.12317263957545671,1.0,62,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.993713633549208,0.9745326064060598,0.07380597129586917,0.22568733252604697,0.12347149602736629,1.0,62,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9937075495190744,0.9745389022627812,0.07384507005399447,0.22565942660343363,0.12381659472831508,1.0,62,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9936905504732889,0.9744928510428771,0.07396034647809022,0.22586342392143197,0.12443390961778891,1.0,62,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9918781626851182,0.9701728682656697,0.08385395295707518,0.24424218454282387,0.12086935651465308,1.0,63,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9918738320984888,0.9701551579633282,0.08387891328084957,0.2443146857268681,0.12117288066807945,1.0,63,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9918691241634124,0.9701367765202623,0.0839055699583783,0.24438991240962912,0.1215053934627332,1.0,63,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9918608536501543,0.9701061222518206,0.08395152498503032,0.24451531130517432,0.12211016200103589,1.0,63,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9859354697691324,0.9804895180939316,0.16626611693336826,0.19753724485549745,0.11879709847351859,1.0,63,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9858691790423395,0.9803750196864713,0.16667902634751583,0.19811595771792206,0.11910084199298562,1.0,63,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9858019972109593,0.9803068555411761,0.1670939595151503,0.19845978551804402,0.11941905177034566,1.0,63,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9856768055710976,0.9801409255348446,0.16786349814410995,0.19929412604852473,0.12004810492997078,1.0,63,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9912347083692764,0.988659471552092,0.13163126522534682,0.15060230203696845,0.12103490526937984,1.0,63,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9911479986273478,0.98859586336436,0.13228840231969907,0.15102407794089287,0.12126641819310295,1.0,63,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9910604562253863,0.9884323761314999,0.13294354678423062,0.15210275379629307,0.12154291171531437,1.0,63,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9908189308067294,0.9882233471352787,0.1347617196655582,0.1534708144969752,0.12190998344353532,1.0,63,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9777158645903791,0.956219629177295,0.20460892670988579,0.2959060957594488,0.1109483345337136,1.0,63,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9776439498944661,0.9560764784163143,0.2049763057702264,0.29638966790806115,0.11124598208739345,1.0,63,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9775665284793311,0.9558755403000607,0.2053682594764744,0.2970669301579445,0.11157039019636637,1.0,63,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9774337505821185,0.9558870056054596,0.2060423388324897,0.29702822376457066,0.11216260476997494,1.0,63,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.969761815673592,0.959002303008105,0.244229729746948,0.2863483750859498,0.10157659151199067,1.0,63,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9697161431472561,0.958988529318438,0.24441872994208183,0.2863964560681324,0.10184964378599405,1.0,63,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9696648683865698,0.9588881855130078,0.24462990845815621,0.28674662841831655,0.10213160344084117,1.0,63,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9695806261670606,0.9586791618014384,0.24497712196035165,0.287474652943663,0.10261791938589054,1.0,63,local_mismatch_6bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.994843850956762,0.9803624080399356,0.06547129342646202,0.19817880852189151,0.12322331157842731,1.0,63,short_indel,2,2,2,1.0,420,136,11,10,157
1.0,0.9948373206747403,0.9803764642276633,0.06551900776799043,0.19810782016110687,0.12352089056885368,1.0,63,short_indel,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9948303457958488,0.9803605646894918,0.06557639322523828,0.19818811606002995,0.12386180663473798,1.0,63,short_indel,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9948140620017293,0.980342652684018,0.0657012308558372,0.19827853429977102,0.12444702650715515,1.0,63,short_indel,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9915508913736202,0.9699833066437483,0.08928692447080266,0.24501686424341285,0.11967251629251492,1.0,64,substitution_1pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9915459271630328,0.9699733625613942,0.08931377256914216,0.24505743782566355,0.11996518971558479,1.0,64,substitution_1pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9915408732187281,0.9699622050504606,0.08934151759328617,0.24510295086798972,0.1202752722855805,1.0,64,substitution_1pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9915316094586536,0.9699383977371331,0.0893923224657856,0.24520005244814802,0.12091032402440158,1.0,64,substitution_1pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9860119682119457,0.9804717428789121,0.16587002827436423,0.1976270434165273,0.11770249658880996,1.0,64,N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9859454504601602,0.9804301384893408,0.16628723053660213,0.19783751826429358,0.11799199718626689,1.0,64,N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9858812720893817,0.9803875212246348,0.1666877456016944,0.19805283718213582,0.11834595144586711,1.0,64,N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9857639892194248,0.9802903330655516,0.16740869899363922,0.198542966487689,0.11897981082058155,1.0,64,N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9914465513447202,0.9888789724848542,0.13007192847598378,0.14913766115534713,0.12079481243876317,1.0,64,trim_5bp,2,2,2,1.0,420,136,11,10,157
1.0,0.991387910284407,0.9888354877558976,0.13051869649603065,0.1494289940214269,0.12104477796624272,1.0,64,trim_5bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9912654980438003,0.9885533491714531,0.13145440833942507,0.151305322230982,0.1212630601932417,1.0,64,trim_5bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9910446180020723,0.9884440346051577,0.1331442766768371,0.15202574683297987,0.12167132627755986,1.0,64,trim_5bp,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9781967474651775,0.9558003364997384,0.202538679784527,0.29731951330875805,0.1099050723349037,1.0,64,substitution_1pct_N_3pct,2,2,2,1.0,420,136,11,10,157
1.0,0.9781245031257383,0.955717066733516,0.202915015637345,0.29759965069102473,0.1101728423005211,1.0,64,substitution_1pct_N_3pct,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9780493313538192,0.9557286345922327,0.20330231733569484,0.2975606981967483,0.1105030770507784,1.0,64,substitution_1pct_N_3pct,2_3_4,2+3+4,4,1.0,420,136,11,45,192
1.0,0.9779237751351172,0.9556653885763472,0.20394984588594803,0.29777316252786784,0.11109633182766605,1.0,64,substitution_1pct_N_3pct,2_3_4_6,2+3+4+6,6,1.0,420,136,11,75,222
1.0,0.9704209714291184,0.9606113339037142,0.2416877362844319,0.28067299830026815,0.10168064795769138,1.0,64,local_mismatch_6bp,2,2,2,1.0,420,136,11,10,157
1.0,0.9703723914013963,0.9605352069960457,0.24189127842631855,0.28094409758763456,0.10194550000798284,1.0,64,local_mismatch_6bp,2_3,2+3,3,1.0,420,136,11,25,172
1.0,0.9703254853371753,0.9604758692476264,0.24208655402700147,0.28115522656080055,0.10222771650578352,1.0,64,local_mismatch_6bp,2_3_4,2+3+4,4,1.0,420,136,11,45,192
