sample_id,length,local_mode,representation,noise_cosine,local_cosine,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,n_features,density,avg_nnz_per_read
L150_center_00153,150,center,kmer_property,0.983208602440925,0.9953404639041266,0.1832560916263116,0.09653534167209561,-0.08672074995421598,0.5267783505333431,2336,1.0,2336.0
L150_center_00154,150,center,kmer_property,0.980099985984853,0.9876917882802543,0.19949944368417039,0.1568962186908658,-0.04260322499330457,0.7864494045369361,2336,1.0,2336.0
L150_center_00155,150,center,kmer_property,0.9840758513781682,0.9921959365644124,0.1784609123692429,0.12493248925389264,-0.053528423115350277,0.700055197495585,2336,1.0,2336.0
L150_center_00156,150,center,kmer_property,0.9881063172627518,0.9866781840045316,0.15423153203704962,0.16322877194580604,0.008997239908756421,1.0583359303374817,2336,1.0,2336.0
L150_center_00157,150,center,kmer_property,0.9870364249706659,0.9853950956957578,0.16101909842831336,0.17090877276630106,0.009889674337987708,1.0614192628981254,2336,1.0,2336.0
L150_center_00158,150,center,kmer_property,0.9881790504926992,0.9880389959422651,0.15375922416102966,0.1546674112910369,0.000908187130007232,1.005906553801651,2336,1.0,2336.0
L150_center_00159,150,center,kmer_property,0.9839887187320726,0.9817943900712549,0.1789484912924736,0.1908172420340661,0.01186875074159252,1.0663249556107977,2336,1.0,2336.0
L150_center_00160,150,center,kmer_property,0.9887958166685926,0.991515328575861,0.14969424392011474,0.1302664302430904,-0.01942781367702434,0.8702166952565517,2336,1.0,2336.0
L150_center_00161,150,center,kmer_property,0.9829814138216938,0.9963308897043353,0.18449165931448275,0.08566341454394465,-0.0988282447705381,0.4643213403914569,2336,1.0,2336.0
L150_center_00162,150,center,kmer_property,0.9838660054439542,0.9852200721707562,0.17963292880786813,0.1719297986344683,-0.007703130173399825,0.9571173825171055,2336,1.0,2336.0
L150_center_00163,150,center,kmer_property,0.9866312431838161,0.9824190357926925,0.16351609594278282,0.1875151418275785,0.023999045884795678,1.1467687064470606,2336,1.0,2336.0
L150_center_00164,150,center,kmer_property,0.9883802719507655,0.9730109827648935,0.15244492808378127,0.2323317336702256,0.07988680558644434,1.524037149616023,2336,1.0,2336.0
L150_center_00165,150,center,kmer_property,0.9878730492168255,0.9857628999753711,0.15573664169471338,0.1687430000007558,0.01300635830604241,1.0835150813868097,2336,1.0,2336.0
L150_center_00166,150,center,kmer_property,0.9815789865246928,0.9749818433937605,0.19194276998787005,0.22368798182397204,0.03174521183610199,1.1653889429547575,2336,1.0,2336.0
L150_center_00167,150,center,kmer_property,0.9879306102564489,0.9915317785708262,0.1553665970764056,0.130140089358917,-0.025226507717488605,0.837632359901126,2336,1.0,2336.0
L150_center_00168,150,center,kmer_property,0.9827531024431635,0.9846039045817526,0.18572505246645948,0.17547703791804634,-0.010248014548413148,0.9448215821596612,2336,1.0,2336.0
L150_center_00169,150,center,kmer_property,0.9818652133790922,0.9889163437087293,0.19044572256108808,0.14888691205925772,-0.04155881050183036,0.7817813393603534,2336,1.0,2336.0
L150_center_00170,150,center,kmer_property,0.9883426694208317,0.9870781462386657,0.152691391893374,0.16075978204348265,0.008068390150108656,1.0528411592170364,2336,1.0,2336.0
