target_label,length,condition,comparator,absolute_f1_difference,absolute_ci_low,absolute_ci_high,relative_drop_difference,relative_drop_ci_low,relative_drop_ci_high
tax_247639,100,substitution_1pct,hash_k15_d222,0.2862166575739129,0.2604697872613035,0.3101360066220297,0.006991471809802863,-0.010563487505148425,0.023556809911095485
tax_1050222,69,N_3pct,ck4,0.018136594688554553,0.00766578197968062,0.029599516057017373,0.02500672580285579,0.011609006310683461,0.03903229702145918
tax_1050222,69,N_3pct,ck4_p,-0.000896403249371569,-0.007011164283634616,0.005187426062904937,-0.00019961043356675479,-0.008180353445094813,0.007992733802946581
tax_1050222,69,N_3pct,ck4_msp,0.002020232217008089,-0.0055302851979636665,0.009462349385525086,0.004443812257127644,-0.0049188734110241165,0.014455405261915797
tax_1050222,69,N_3pct,ck5,-0.007676709798871806,-0.022531743075845153,0.007904393114647692,-0.014150892794478787,-0.031120309821113103,0.003229187276320713
tax_1050222,69,N_3pct,pseknc_k3_l3,0.0013751183333531314,-0.014358071082067814,0.017203816950549133,-0.016596966902037047,-0.03445023523008362,0.0020887397764240987
tax_1050222,69,N_3pct,ncp_anf,0.18893780988572534,0.1622866550554458,0.21283447482172022,0.048530766365057654,0.0211278054431823,0.07387408238177999
tax_1050222,69,N_3pct,pseeiip,0.03084665193385072,0.015356982722814338,0.04770011959038676,0.017697890522920923,-0.000691994092493452,0.03653820275387393
tax_1050222,69,N_3pct,hash_k15_d222,0.1753282477926481,0.1475280853150082,0.2021623634973194,-0.052555643948140496,-0.08058540857596436,-0.023921566666899964
tax_1050222,69,clean,ck4,0.011854110664632822,0.0021185840635688873,0.0216262756143628,0.01872424177893406,0.006125157459843939,0.03092978096989543
tax_1050222,69,clean,ck4_p,0.005218966073804676,-0.0004500505579147551,0.01127268871343506,0.00591575888960949,-0.002212314805903098,0.013892289738480872
tax_1050222,69,clean,ck4_msp,0.005994071973124515,0.000757609566558598,0.011575841535329277,0.00841765201324407,8.933597844797418e-05,0.01614924117704049
tax_1050222,69,clean,ck5,0.0033799581924059963,-0.010607655935588775,0.017168650644380924,-0.0030942248032009845,-0.0192771261193086,0.012558510206396355
tax_1050222,69,clean,pseknc_k3_l3,0.026178356870150132,0.011158068037558238,0.04205411167978042,0.008206271634759954,-0.009767592257664522,0.02529513164494138
tax_1050222,69,clean,ncp_anf,0.2020485342194661,0.17856705181261853,0.2279776676282368,0.06164149069879843,0.03792508661793554,0.08538258504500049
tax_1050222,69,clean,pseeiip,0.029404380789977758,0.013799295274974938,0.04484189125541425,0.01625561937904796,-0.0008177110749752276,0.03286208946068391
tax_1050222,69,clean,hash_k15_d222,0.19537260036815396,0.1663248675593361,0.22131344348600332,-0.03251129137263464,-0.05806866287451029,-0.009716233517198334
tax_1050222,69,substitution_1pct,ck4,0.010381371905331171,0.0006211974669176363,0.02128588464245223,0.017251503019632408,0.004550907289019532,0.029675703358660276
tax_1050222,69,substitution_1pct,ck4_p,0.005318359008948725,-0.0009959059759671123,0.01169156074135674,0.00601515182475354,-0.002481700170354137,0.015416068233449527
tax_1050222,69,substitution_1pct,ck4_msp,0.003575431483920477,-0.002304060570473923,0.009948807386458314,0.005999011524040032,-0.0017923458127814343,0.014314012057618996
tax_1050222,69,substitution_1pct,ck5,0.005822352679551113,-0.00928393258886609,0.02075837904138215,-0.000651830316055868,-0.018544816487790924,0.016265372170193682
tax_1050222,69,substitution_1pct,pseknc_k3_l3,0.026061584535334248,0.011127679490607615,0.04112689305150101,0.00808949929994407,-0.010057339319557662,0.026089207609014353
tax_1050222,69,substitution_1pct,ncp_anf,0.20194470056225966,0.17827980407077731,0.2296289023723644,0.061537657041591975,0.03803672227111451,0.08603248945067296
tax_1050222,69,substitution_1pct,pseeiip,0.03524905783917509,0.01942133884907079,0.05091038590725088,0.022100296428245292,0.0034588264520394344,0.04073115036766048
tax_1050222,69,substitution_1pct,hash_k15_d222,0.19848950157329748,0.17298908823402526,0.22906201940385923,-0.029394390167491125,-0.05562686742454588,-0.0026895297611385744
tax_1050222,75,N_3pct,ck4,0.013601965232180158,0.002841852141714493,0.024787402886674918,0.020472096346481394,0.007695609001240736,0.03328734817058107
tax_1050222,75,N_3pct,ck4_p,0.0016534902604328217,-0.004685850427139526,0.008300975426635486,0.002350283076237636,-0.00596897738653217,0.010783151807802241
tax_1050222,75,N_3pct,ck4_msp,0.0064626011610879885,-0.0011283824371728201,0.013930357514930644,0.008886181201207544,-0.000252183470072706,0.01810139996855857
tax_1050222,75,N_3pct,ck5,0.001930466281684362,-0.012641992168386365,0.016346179158947118,-0.004543716713922619,-0.02126749999799446,0.011589372157581788
tax_1050222,75,N_3pct,pseknc_k3_l3,0.01541611249621222,-0.0004938028402851235,0.03094205317958747,-0.0025559727391779585,-0.0190126689504437,0.013398077218205127
tax_1050222,75,N_3pct,ncp_anf,0.174571464805243,0.14959052034281545,0.19930418281678355,0.03416442128457531,0.010290606182834953,0.05623442498433689
tax_1050222,75,N_3pct,pseeiip,0.024507241457011775,0.008455617256625381,0.04246376078180466,0.011358480046081976,-0.007934722744835665,0.030017829126856264
