retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,task,length,condition,representation,n_pairs,n_features,density
0.11388888888888889,0.9675799278559314,0.9534776539564969,0.2529474913935058,0.3050322226480858,-0.00019725230880192563,0.0,arg_allele,75,N_3pct,cspaced_count_l2,360,70,0.6875396825396826
0.11388888888888889,0.9949877882793288,0.9933778916462345,0.09977355695641693,0.11508349125456863,-2.185916413319037e-05,0.0,arg_allele,75,N_3pct,cspaced_property_l2,360,81,0.7237997256515775
0.13055555555555556,0.9697854371478428,0.9583200343279364,0.24449580365790774,0.28872115713883956,-1.2905302131926976e-05,0.0,arg_allele,75,N_3pct,hybrid_ckmer5_csp,360,181,0.6430709023941068
0.125,0.9511708236283754,0.93318018575173,0.3104434245547626,0.3655669958074641,-1.0393775405758637e-05,0.0,arg_allele,75,N_3pct,hybrid_ckmer7_csp,360,203,0.5851806239737274
0.016666666666666666,0.9721809727050919,0.970142500145332,0.2357935088175648,0.24436652739140893,-0.00023265952306048338,0.0,arg_allele,75,trim_5bp,ckmer5_count_l2,360,100,0.5897916666666667
0.030555555555555555,0.9660893167148171,0.9651460248662224,0.26040890321016447,0.26402263211239596,0.0,0.0,arg_allele,75,trim_5bp,ckmer7_count_l2,360,122,0.5210837887067395
0.07222222222222222,0.9788704060092509,0.9767483130677761,0.20537807045856465,0.21564640934745205,-0.0002833172525175654,0.0,arg_allele,75,trim_5bp,cspaced_count_l2,360,70,0.6986111111111111
0.08333333333333333,0.9976270791021076,0.9973409686795438,0.06881452061505869,0.07292504810360292,-3.1189397287544824e-05,0.0,arg_allele,75,trim_5bp,cspaced_property_l2,360,81,0.7271947873799726
0.05555555555555555,0.9849040259035996,0.9838385129732958,0.1737068624059831,0.17978591172115763,-9.856263351988581e-05,0.0,arg_allele,75,trim_5bp,hybrid_ckmer5_csp,360,181,0.6512814610190301
0.08333333333333333,0.9818581979084621,0.9813108341046167,0.19047147584082846,0.19333476612023826,-1.5594698643802634e-05,0.0,arg_allele,75,trim_5bp,hybrid_ckmer7_csp,360,203,0.6033251231527094
0.10555555555555556,0.9086856204334304,0.803621254187427,0.4148312007880732,0.6267036709883556,-0.0003981465137364483,0.0,arg_allele,75,substitution_1pct_N_3pct,ckmer5_count_l2,360,404,0.14307618261826183
0.09444444444444444,0.8513708763835264,0.6909659864806839,0.5306061663373137,0.7861715834759591,-0.0003981804560254737,0.0,arg_allele,75,substitution_1pct_N_3pct,ckmer7_count_l2,360,1026,0.05862031622265541
0.1111111111111111,0.9522195287977092,0.9079572029020231,0.3017852170840651,0.4290519117378637,-0.00045986574832844804,0.0,arg_allele,75,substitution_1pct_N_3pct,cspaced_count_l2,360,70,0.6806944444444445
0.11666666666666667,0.993296888617005,0.9883475152749819,0.11404659925795156,0.152659516629301,-5.093592456641766e-05,0.0,arg_allele,75,substitution_1pct_N_3pct,cspaced_property_l2,360,81,0.7178840877914952
0.11944444444444445,0.9509912545252177,0.8958979081386236,0.3043820883434213,0.45629392643516586,-0.00018429431191916733,0.0,arg_allele,75,substitution_1pct_N_3pct,hybrid_ckmer5_csp,360,485,0.23907502863688432
0.11944444444444445,0.9223338825002656,0.8393835104240766,0.38388570313470183,0.5667741691875131,-0.00021548838218040964,0.0,arg_allele,75,substitution_1pct_N_3pct,hybrid_ckmer7_csp,360,1107,0.10685912877647295
0.125,0.8855209163154153,0.8470545060450354,0.476809131155122,0.553074124103074,-0.0002145054399459772,0.0,arg_allele,75,local_mismatch_6bp,ckmer5_count_l2,360,511,0.12112959338986737
0.12777777777777777,0.8397900165793318,0.8031356060265661,0.5642025874802807,0.627478117504402,-7.407407407408226e-05,0.0,arg_allele,75,local_mismatch_6bp,ckmer7_count_l2,360,2970,0.022326973438084548
0.11388888888888889,0.9209497364873518,0.8898202794724268,0.3945401049398416,0.4694244221917573,-0.0011579801972517048,0.0,arg_allele,75,local_mismatch_6bp,cspaced_count_l2,360,70,0.6850992063492064
0.11944444444444445,0.9912566766072162,0.9877817028313505,0.13119036973849568,0.15632208219483085,-0.00013302628362378031,0.0,arg_allele,75,local_mismatch_6bp,cspaced_property_l2,360,81,0.7155178326474623
0.13333333333333333,0.9383887964613157,0.9178616601602506,0.34979865327864357,0.40531058884137716,-0.00013426090692889427,0.0,arg_allele,75,local_mismatch_6bp,hybrid_ckmer5_csp,360,592,0.2024563626126126
0.13055555555555556,0.9155233465932741,0.8958893078387192,0.4096716533874526,0.4563128140455741,-8.227842656892816e-05,0.0,arg_allele,75,local_mismatch_6bp,hybrid_ckmer7_csp,360,3051,0.04073027058523617
0.13333333333333333,0.9564369878015639,0.8733155306461932,0.2274454471902841,0.5033573243217488,-9.425071240424181e-05,0.0,arg_allele,100,substitution_1pct,ckmer5_count_l2,360,453,0.18725472160902623
