task,length,condition,representation,classifier,n_samples,n_classes,n_features,accuracy,macro_f1
arg_allele,69,clean,ckmer5_count_l2,nearest_centroid,360,3,95,1.0,1.0
arg_allele,69,clean,ckmer5_count_l2,logistic,360,3,95,1.0,1.0
arg_allele,69,clean,ckmer7_count_l2,nearest_centroid,360,3,116,1.0,1.0
arg_allele,69,clean,ckmer7_count_l2,logistic,360,3,116,1.0,1.0
arg_allele,69,clean,cspaced_count_l2,nearest_centroid,360,3,67,1.0,1.0
arg_allele,69,clean,cspaced_count_l2,logistic,360,3,67,1.0,1.0
arg_allele,69,clean,cspaced_property_l2,nearest_centroid,360,3,78,1.0,1.0
arg_allele,69,clean,cspaced_property_l2,logistic,360,3,78,1.0,1.0
arg_allele,69,clean,hybrid_ckmer5_csp,nearest_centroid,360,3,173,1.0,1.0
arg_allele,69,clean,hybrid_ckmer5_csp,logistic,360,3,173,1.0,1.0
arg_allele,69,clean,hybrid_ckmer7_csp,nearest_centroid,360,3,194,1.0,1.0
arg_allele,69,clean,hybrid_ckmer7_csp,logistic,360,3,194,1.0,1.0
arg_allele,69,substitution_1pct,ckmer5_count_l2,nearest_centroid,360,3,404,1.0,1.0
arg_allele,69,substitution_1pct,ckmer5_count_l2,logistic,360,3,404,1.0,1.0
arg_allele,69,substitution_1pct,ckmer7_count_l2,nearest_centroid,360,3,1103,1.0,1.0
arg_allele,69,substitution_1pct,ckmer7_count_l2,logistic,360,3,1103,1.0,1.0
arg_allele,69,substitution_1pct,cspaced_count_l2,nearest_centroid,360,3,131,1.0,1.0
arg_allele,69,substitution_1pct,cspaced_count_l2,logistic,360,3,131,1.0,1.0
arg_allele,69,substitution_1pct,cspaced_property_l2,nearest_centroid,360,3,142,1.0,1.0
arg_allele,69,substitution_1pct,cspaced_property_l2,logistic,360,3,142,1.0,1.0
arg_allele,69,substitution_1pct,hybrid_ckmer5_csp,nearest_centroid,360,3,546,1.0,1.0
arg_allele,69,substitution_1pct,hybrid_ckmer5_csp,logistic,360,3,546,1.0,1.0
arg_allele,69,substitution_1pct,hybrid_ckmer7_csp,nearest_centroid,360,3,1245,1.0,1.0
arg_allele,69,substitution_1pct,hybrid_ckmer7_csp,logistic,360,3,1245,1.0,1.0
arg_allele,69,N_3pct,ckmer5_count_l2,nearest_centroid,360,3,95,1.0,1.0
arg_allele,69,N_3pct,ckmer5_count_l2,logistic,360,3,95,1.0,1.0
arg_allele,69,N_3pct,ckmer7_count_l2,nearest_centroid,360,3,116,1.0,1.0
arg_allele,69,N_3pct,ckmer7_count_l2,logistic,360,3,116,1.0,1.0
arg_allele,69,N_3pct,cspaced_count_l2,nearest_centroid,360,3,67,1.0,1.0
arg_allele,69,N_3pct,cspaced_count_l2,logistic,360,3,67,1.0,1.0
arg_allele,69,N_3pct,cspaced_property_l2,nearest_centroid,360,3,78,1.0,1.0
arg_allele,69,N_3pct,cspaced_property_l2,logistic,360,3,78,1.0,1.0
arg_allele,69,N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,3,173,1.0,1.0
arg_allele,69,N_3pct,hybrid_ckmer5_csp,logistic,360,3,173,1.0,1.0
arg_allele,69,N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,3,194,1.0,1.0
arg_allele,69,N_3pct,hybrid_ckmer7_csp,logistic,360,3,194,1.0,1.0
arg_allele,69,trim_5bp,ckmer5_count_l2,nearest_centroid,360,3,90,1.0,1.0
arg_allele,69,trim_5bp,ckmer5_count_l2,logistic,360,3,90,1.0,1.0
arg_allele,69,trim_5bp,ckmer7_count_l2,nearest_centroid,360,3,111,1.0,1.0
arg_allele,69,trim_5bp,ckmer7_count_l2,logistic,360,3,111,1.0,1.0
arg_allele,69,trim_5bp,cspaced_count_l2,nearest_centroid,360,3,65,1.0,1.0
arg_allele,69,trim_5bp,cspaced_count_l2,logistic,360,3,65,1.0,1.0
arg_allele,69,trim_5bp,cspaced_property_l2,nearest_centroid,360,3,76,1.0,1.0
arg_allele,69,trim_5bp,cspaced_property_l2,logistic,360,3,76,1.0,1.0
arg_allele,69,trim_5bp,hybrid_ckmer5_csp,nearest_centroid,360,3,166,1.0,1.0
arg_allele,69,trim_5bp,hybrid_ckmer5_csp,logistic,360,3,166,1.0,1.0
arg_allele,69,trim_5bp,hybrid_ckmer7_csp,nearest_centroid,360,3,187,1.0,1.0
arg_allele,69,trim_5bp,hybrid_ckmer7_csp,logistic,360,3,187,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,360,3,378,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,360,3,378,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,ckmer7_count_l2,nearest_centroid,360,3,925,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,ckmer7_count_l2,logistic,360,3,925,0.9907407407407407,0.9907389542735867
arg_allele,69,substitution_1pct_N_3pct,cspaced_count_l2,nearest_centroid,360,3,135,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,cspaced_count_l2,logistic,360,3,135,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,cspaced_property_l2,nearest_centroid,360,3,146,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,cspaced_property_l2,logistic,360,3,146,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,3,524,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,hybrid_ckmer5_csp,logistic,360,3,524,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,3,1071,1.0,1.0
arg_allele,69,substitution_1pct_N_3pct,hybrid_ckmer7_csp,logistic,360,3,1071,1.0,1.0
arg_allele,69,local_mismatch_6bp,ckmer5_count_l2,nearest_centroid,360,3,511,1.0,1.0
arg_allele,69,local_mismatch_6bp,ckmer5_count_l2,logistic,360,3,511,1.0,1.0
arg_allele,69,local_mismatch_6bp,ckmer7_count_l2,nearest_centroid,360,3,2953,1.0,1.0
arg_allele,69,local_mismatch_6bp,ckmer7_count_l2,logistic,360,3,2953,1.0,1.0
arg_allele,69,local_mismatch_6bp,cspaced_count_l2,nearest_centroid,360,3,136,0.9907407407407407,0.9907389542735867
arg_allele,69,local_mismatch_6bp,cspaced_count_l2,logistic,360,3,136,1.0,1.0
arg_allele,69,local_mismatch_6bp,cspaced_property_l2,nearest_centroid,360,3,147,0.9907407407407407,0.9907389542735867
arg_allele,69,local_mismatch_6bp,cspaced_property_l2,logistic,360,3,147,1.0,1.0
arg_allele,69,local_mismatch_6bp,hybrid_ckmer5_csp,nearest_centroid,360,3,658,1.0,1.0
arg_allele,69,local_mismatch_6bp,hybrid_ckmer5_csp,logistic,360,3,658,1.0,1.0
arg_allele,69,local_mismatch_6bp,hybrid_ckmer7_csp,nearest_centroid,360,3,3100,1.0,1.0
arg_allele,69,local_mismatch_6bp,hybrid_ckmer7_csp,logistic,360,3,3100,1.0,1.0
arg_allele,75,clean,ckmer5_count_l2,nearest_centroid,360,3,100,1.0,1.0
arg_allele,75,clean,ckmer5_count_l2,logistic,360,3,100,1.0,1.0
arg_allele,75,clean,ckmer7_count_l2,nearest_centroid,360,3,122,1.0,1.0
arg_allele,75,clean,ckmer7_count_l2,logistic,360,3,122,1.0,1.0
arg_allele,75,clean,cspaced_count_l2,nearest_centroid,360,3,70,1.0,1.0
arg_allele,75,clean,cspaced_count_l2,logistic,360,3,70,1.0,1.0
arg_allele,75,clean,cspaced_property_l2,nearest_centroid,360,3,81,1.0,1.0
arg_allele,75,clean,cspaced_property_l2,logistic,360,3,81,1.0,1.0
arg_allele,75,clean,hybrid_ckmer5_csp,nearest_centroid,360,3,181,1.0,1.0
arg_allele,75,clean,hybrid_ckmer5_csp,logistic,360,3,181,1.0,1.0
arg_allele,75,clean,hybrid_ckmer7_csp,nearest_centroid,360,3,203,1.0,1.0
arg_allele,75,clean,hybrid_ckmer7_csp,logistic,360,3,203,1.0,1.0
arg_allele,75,substitution_1pct,ckmer5_count_l2,nearest_centroid,360,3,408,1.0,1.0
arg_allele,75,substitution_1pct,ckmer5_count_l2,logistic,360,3,408,1.0,1.0
arg_allele,75,substitution_1pct,ckmer7_count_l2,nearest_centroid,360,3,1116,1.0,1.0
arg_allele,75,substitution_1pct,ckmer7_count_l2,logistic,360,3,1116,1.0,1.0
arg_allele,75,substitution_1pct,cspaced_count_l2,nearest_centroid,360,3,132,1.0,1.0
arg_allele,75,substitution_1pct,cspaced_count_l2,logistic,360,3,132,1.0,1.0
arg_allele,75,substitution_1pct,cspaced_property_l2,nearest_centroid,360,3,143,1.0,1.0
arg_allele,75,substitution_1pct,cspaced_property_l2,logistic,360,3,143,1.0,1.0
arg_allele,75,substitution_1pct,hybrid_ckmer5_csp,nearest_centroid,360,3,551,1.0,1.0
arg_allele,75,substitution_1pct,hybrid_ckmer5_csp,logistic,360,3,551,1.0,1.0
arg_allele,75,substitution_1pct,hybrid_ckmer7_csp,nearest_centroid,360,3,1259,1.0,1.0
arg_allele,75,substitution_1pct,hybrid_ckmer7_csp,logistic,360,3,1259,1.0,1.0
arg_allele,75,N_3pct,ckmer5_count_l2,nearest_centroid,360,3,100,1.0,1.0
arg_allele,75,N_3pct,ckmer5_count_l2,logistic,360,3,100,1.0,1.0
arg_allele,75,N_3pct,ckmer7_count_l2,nearest_centroid,360,3,122,1.0,1.0
arg_allele,75,N_3pct,ckmer7_count_l2,logistic,360,3,122,1.0,1.0
arg_allele,75,N_3pct,cspaced_count_l2,nearest_centroid,360,3,70,1.0,1.0
arg_allele,75,N_3pct,cspaced_count_l2,logistic,360,3,70,1.0,1.0
arg_allele,75,N_3pct,cspaced_property_l2,nearest_centroid,360,3,81,1.0,1.0
arg_allele,75,N_3pct,cspaced_property_l2,logistic,360,3,81,1.0,1.0
arg_allele,75,N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,3,181,1.0,1.0
arg_allele,75,N_3pct,hybrid_ckmer5_csp,logistic,360,3,181,1.0,1.0
arg_allele,75,N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,3,203,1.0,1.0
arg_allele,75,N_3pct,hybrid_ckmer7_csp,logistic,360,3,203,1.0,1.0
arg_allele,75,trim_5bp,ckmer5_count_l2,nearest_centroid,360,3,95,1.0,1.0
arg_allele,75,trim_5bp,ckmer5_count_l2,logistic,360,3,95,1.0,1.0
arg_allele,75,trim_5bp,ckmer7_count_l2,nearest_centroid,360,3,117,1.0,1.0
arg_allele,75,trim_5bp,ckmer7_count_l2,logistic,360,3,117,1.0,1.0
arg_allele,75,trim_5bp,cspaced_count_l2,nearest_centroid,360,3,68,1.0,1.0
arg_allele,75,trim_5bp,cspaced_count_l2,logistic,360,3,68,1.0,1.0
arg_allele,75,trim_5bp,cspaced_property_l2,nearest_centroid,360,3,79,1.0,1.0
arg_allele,75,trim_5bp,cspaced_property_l2,logistic,360,3,79,1.0,1.0
arg_allele,75,trim_5bp,hybrid_ckmer5_csp,nearest_centroid,360,3,174,1.0,1.0
arg_allele,75,trim_5bp,hybrid_ckmer5_csp,logistic,360,3,174,1.0,1.0
arg_allele,75,trim_5bp,hybrid_ckmer7_csp,nearest_centroid,360,3,196,1.0,1.0
arg_allele,75,trim_5bp,hybrid_ckmer7_csp,logistic,360,3,196,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,360,3,404,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,360,3,404,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,ckmer7_count_l2,nearest_centroid,360,3,1026,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,ckmer7_count_l2,logistic,360,3,1026,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,cspaced_count_l2,nearest_centroid,360,3,134,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,cspaced_count_l2,logistic,360,3,134,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,cspaced_property_l2,nearest_centroid,360,3,145,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,cspaced_property_l2,logistic,360,3,145,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,3,549,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,hybrid_ckmer5_csp,logistic,360,3,549,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,3,1171,1.0,1.0
arg_allele,75,substitution_1pct_N_3pct,hybrid_ckmer7_csp,logistic,360,3,1171,1.0,1.0
arg_allele,75,local_mismatch_6bp,ckmer5_count_l2,nearest_centroid,360,3,511,1.0,1.0
arg_allele,75,local_mismatch_6bp,ckmer5_count_l2,logistic,360,3,511,1.0,1.0
arg_allele,75,local_mismatch_6bp,ckmer7_count_l2,nearest_centroid,360,3,2970,1.0,1.0
arg_allele,75,local_mismatch_6bp,ckmer7_count_l2,logistic,360,3,2970,1.0,1.0
arg_allele,75,local_mismatch_6bp,cspaced_count_l2,nearest_centroid,360,3,136,1.0,1.0
arg_allele,75,local_mismatch_6bp,cspaced_count_l2,logistic,360,3,136,1.0,1.0
arg_allele,75,local_mismatch_6bp,cspaced_property_l2,nearest_centroid,360,3,147,1.0,1.0
arg_allele,75,local_mismatch_6bp,cspaced_property_l2,logistic,360,3,147,1.0,1.0
arg_allele,75,local_mismatch_6bp,hybrid_ckmer5_csp,nearest_centroid,360,3,658,1.0,1.0
arg_allele,75,local_mismatch_6bp,hybrid_ckmer5_csp,logistic,360,3,658,1.0,1.0
arg_allele,75,local_mismatch_6bp,hybrid_ckmer7_csp,nearest_centroid,360,3,3117,1.0,1.0
arg_allele,75,local_mismatch_6bp,hybrid_ckmer7_csp,logistic,360,3,3117,1.0,1.0
arg_allele,100,clean,ckmer5_count_l2,nearest_centroid,360,3,123,1.0,1.0
arg_allele,100,clean,ckmer5_count_l2,logistic,360,3,123,1.0,1.0
arg_allele,100,clean,ckmer7_count_l2,nearest_centroid,360,3,147,1.0,1.0
arg_allele,100,clean,ckmer7_count_l2,logistic,360,3,147,1.0,1.0
arg_allele,100,clean,cspaced_count_l2,nearest_centroid,360,3,83,1.0,1.0
arg_allele,100,clean,cspaced_count_l2,logistic,360,3,83,1.0,1.0
arg_allele,100,clean,cspaced_property_l2,nearest_centroid,360,3,94,1.0,1.0
arg_allele,100,clean,cspaced_property_l2,logistic,360,3,94,1.0,1.0
arg_allele,100,clean,hybrid_ckmer5_csp,nearest_centroid,360,3,217,1.0,1.0
arg_allele,100,clean,hybrid_ckmer5_csp,logistic,360,3,217,1.0,1.0
arg_allele,100,clean,hybrid_ckmer7_csp,nearest_centroid,360,3,241,1.0,1.0
arg_allele,100,clean,hybrid_ckmer7_csp,logistic,360,3,241,1.0,1.0
arg_allele,100,substitution_1pct,ckmer5_count_l2,nearest_centroid,360,3,453,1.0,1.0
arg_allele,100,substitution_1pct,ckmer5_count_l2,logistic,360,3,453,1.0,1.0
arg_allele,100,substitution_1pct,ckmer7_count_l2,nearest_centroid,360,3,1544,1.0,1.0
arg_allele,100,substitution_1pct,ckmer7_count_l2,logistic,360,3,1544,1.0,1.0
arg_allele,100,substitution_1pct,cspaced_count_l2,nearest_centroid,360,3,135,1.0,1.0
arg_allele,100,substitution_1pct,cspaced_count_l2,logistic,360,3,135,1.0,1.0
arg_allele,100,substitution_1pct,cspaced_property_l2,nearest_centroid,360,3,146,1.0,1.0
arg_allele,100,substitution_1pct,cspaced_property_l2,logistic,360,3,146,1.0,1.0
arg_allele,100,substitution_1pct,hybrid_ckmer5_csp,nearest_centroid,360,3,599,1.0,1.0
arg_allele,100,substitution_1pct,hybrid_ckmer5_csp,logistic,360,3,599,1.0,1.0
arg_allele,100,substitution_1pct,hybrid_ckmer7_csp,nearest_centroid,360,3,1690,1.0,1.0
arg_allele,100,substitution_1pct,hybrid_ckmer7_csp,logistic,360,3,1690,1.0,1.0
arg_allele,100,N_3pct,ckmer5_count_l2,nearest_centroid,360,3,123,1.0,1.0
arg_allele,100,N_3pct,ckmer5_count_l2,logistic,360,3,123,1.0,1.0
arg_allele,100,N_3pct,ckmer7_count_l2,nearest_centroid,360,3,147,1.0,1.0
arg_allele,100,N_3pct,ckmer7_count_l2,logistic,360,3,147,1.0,1.0
arg_allele,100,N_3pct,cspaced_count_l2,nearest_centroid,360,3,83,1.0,1.0
arg_allele,100,N_3pct,cspaced_count_l2,logistic,360,3,83,1.0,1.0
arg_allele,100,N_3pct,cspaced_property_l2,nearest_centroid,360,3,94,1.0,1.0
arg_allele,100,N_3pct,cspaced_property_l2,logistic,360,3,94,1.0,1.0
arg_allele,100,N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,3,217,1.0,1.0
arg_allele,100,N_3pct,hybrid_ckmer5_csp,logistic,360,3,217,1.0,1.0
arg_allele,100,N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,3,241,1.0,1.0
arg_allele,100,N_3pct,hybrid_ckmer7_csp,logistic,360,3,241,1.0,1.0
arg_allele,100,trim_5bp,ckmer5_count_l2,nearest_centroid,360,3,118,1.0,1.0
arg_allele,100,trim_5bp,ckmer5_count_l2,logistic,360,3,118,1.0,1.0
arg_allele,100,trim_5bp,ckmer7_count_l2,nearest_centroid,360,3,142,1.0,1.0
arg_allele,100,trim_5bp,ckmer7_count_l2,logistic,360,3,142,1.0,1.0
arg_allele,100,trim_5bp,cspaced_count_l2,nearest_centroid,360,3,80,1.0,1.0
arg_allele,100,trim_5bp,cspaced_count_l2,logistic,360,3,80,1.0,1.0
arg_allele,100,trim_5bp,cspaced_property_l2,nearest_centroid,360,3,91,1.0,1.0
arg_allele,100,trim_5bp,cspaced_property_l2,logistic,360,3,91,1.0,1.0
arg_allele,100,trim_5bp,hybrid_ckmer5_csp,nearest_centroid,360,3,209,1.0,1.0
arg_allele,100,trim_5bp,hybrid_ckmer5_csp,logistic,360,3,209,1.0,1.0
arg_allele,100,trim_5bp,hybrid_ckmer7_csp,nearest_centroid,360,3,233,1.0,1.0
arg_allele,100,trim_5bp,hybrid_ckmer7_csp,logistic,360,3,233,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,360,3,446,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,360,3,446,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,ckmer7_count_l2,nearest_centroid,360,3,1296,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,ckmer7_count_l2,logistic,360,3,1296,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,cspaced_count_l2,nearest_centroid,360,3,135,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,cspaced_count_l2,logistic,360,3,135,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,cspaced_property_l2,nearest_centroid,360,3,146,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,cspaced_property_l2,logistic,360,3,146,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,hybrid_ckmer5_csp,nearest_centroid,360,3,592,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,hybrid_ckmer5_csp,logistic,360,3,592,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,hybrid_ckmer7_csp,nearest_centroid,360,3,1442,1.0,1.0
arg_allele,100,substitution_1pct_N_3pct,hybrid_ckmer7_csp,logistic,360,3,1442,1.0,1.0
arg_allele,100,local_mismatch_6bp,ckmer5_count_l2,nearest_centroid,360,3,512,1.0,1.0
arg_allele,100,local_mismatch_6bp,ckmer5_count_l2,logistic,360,3,512,0.9907407407407407,0.9907389542735867
arg_allele,100,local_mismatch_6bp,ckmer7_count_l2,nearest_centroid,360,3,3089,1.0,1.0
arg_allele,100,local_mismatch_6bp,ckmer7_count_l2,logistic,360,3,3089,1.0,1.0
arg_allele,100,local_mismatch_6bp,cspaced_count_l2,nearest_centroid,360,3,136,1.0,1.0
arg_allele,100,local_mismatch_6bp,cspaced_count_l2,logistic,360,3,136,1.0,1.0
arg_allele,100,local_mismatch_6bp,cspaced_property_l2,nearest_centroid,360,3,147,1.0,1.0
arg_allele,100,local_mismatch_6bp,cspaced_property_l2,logistic,360,3,147,1.0,1.0
arg_allele,100,local_mismatch_6bp,hybrid_ckmer5_csp,nearest_centroid,360,3,659,1.0,1.0
arg_allele,100,local_mismatch_6bp,hybrid_ckmer5_csp,logistic,360,3,659,1.0,1.0
arg_allele,100,local_mismatch_6bp,hybrid_ckmer7_csp,nearest_centroid,360,3,3236,1.0,1.0
arg_allele,100,local_mismatch_6bp,hybrid_ckmer7_csp,logistic,360,3,3236,1.0,1.0
arg_allele,150,clean,ckmer5_count_l2,nearest_centroid,360,3,163,1.0,1.0
arg_allele,150,clean,ckmer5_count_l2,logistic,360,3,163,1.0,1.0
arg_allele,150,clean,ckmer7_count_l2,nearest_centroid,360,3,196,1.0,1.0
arg_allele,150,clean,ckmer7_count_l2,logistic,360,3,196,1.0,1.0
arg_allele,150,clean,cspaced_count_l2,nearest_centroid,360,3,99,1.0,1.0
arg_allele,150,clean,cspaced_count_l2,logistic,360,3,99,1.0,1.0
arg_allele,150,clean,cspaced_property_l2,nearest_centroid,360,3,110,1.0,1.0
arg_allele,150,clean,cspaced_property_l2,logistic,360,3,110,1.0,1.0
arg_allele,150,clean,hybrid_ckmer5_csp,nearest_centroid,360,3,273,1.0,1.0
arg_allele,150,clean,hybrid_ckmer5_csp,logistic,360,3,273,1.0,1.0
arg_allele,150,clean,hybrid_ckmer7_csp,nearest_centroid,360,3,306,1.0,1.0
arg_allele,150,clean,hybrid_ckmer7_csp,logistic,360,3,306,1.0,1.0
arg_allele,150,substitution_1pct,ckmer5_count_l2,nearest_centroid,360,3,501,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,ckmer5_count_l2,logistic,360,3,501,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,ckmer7_count_l2,nearest_centroid,360,3,2208,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,ckmer7_count_l2,logistic,360,3,2208,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,cspaced_count_l2,nearest_centroid,360,3,136,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,cspaced_count_l2,logistic,360,3,136,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,cspaced_property_l2,nearest_centroid,360,3,147,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,cspaced_property_l2,logistic,360,3,147,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,hybrid_ckmer5_csp,nearest_centroid,360,3,648,0.9907407407407407,0.9907389542735867
arg_allele,150,substitution_1pct,hybrid_ckmer5_csp,logistic,360,3,648,0.9907407407407407,0.9907389542735867
