family,parameter,k,pattern,canonical,add_property,length,condition,n,observed_vocab_size,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95
canonical k-mer,k=7,7,,True,False,150,N_3pct,120,6469,0.9126515257681392,0.8989359779984486,0.41647228818077736,0.4495859548535841
canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,150,N_3pct,120,136,0.9797686195738606,0.972723906625488,0.19964417656755892,0.2335627526160933
canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,150,N_3pct,120,147,0.99644122472758,0.995780479041275,0.08418968202289163,0.09186420827127338
canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,150,N_3pct,120,136,0.9778632782209689,0.968708718058589,0.2088847773757525,0.2501650087962836
canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,150,N_3pct,120,147,0.9962520333899056,0.9953619700157283,0.0863980719919577,0.09631230293895755
canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,150,N_3pct,120,136,0.9776793002208651,0.9688636335450321,0.209686169190583,0.2495444250547876
canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,150,N_3pct,120,147,0.9962290061267766,0.995450523967608,0.08665718430577157,0.09538792920785555
k-mer,k=4,4,,False,False,150,substitution_1pct,120,256,0.9786201042876753,0.9508155933968643,0.18139034674624963,0.3136379842375454
k-mer,k=5,5,,False,False,150,substitution_1pct,120,1023,0.9594588775808558,0.9082383077156574,0.24978424363008928,0.4283947370283511
k-mer,k=6,6,,False,False,150,substitution_1pct,120,3869,0.9437078421382068,0.8709852843673147,0.29445570628918943,0.5079616638226634
k-mer,k=7,7,,False,False,150,substitution_1pct,120,9572,0.9407798000528227,0.8617139012917484,0.30204604938166396,0.5258829376828543
canonical k-mer,k=4,4,,True,False,150,substitution_1pct,120,136,0.9842026536651741,0.9625969548174914,0.1550328550156425,0.2735066782725604
canonical k-mer,k=5,5,,True,False,150,substitution_1pct,120,512,0.9651488441714261,0.9185746058956552,0.23042929272414117,0.40354098422021967
canonical k-mer,k=6,6,,True,False,150,substitution_1pct,120,2057,0.9459266304359473,0.875674750817893,0.2887452776447877,0.4986474625437504
canonical k-mer,k=7,7,,True,False,150,substitution_1pct,120,6469,0.9352154416151118,0.8516642003051492,0.31631173070101565,0.5446477242678024
canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,150,substitution_1pct,120,136,0.9842026536651741,0.9625969548174914,0.1550328550156425,0.2735066782725604
canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,150,substitution_1pct,120,147,0.9983740003372712,0.9959049919541898,0.049702658465205524,0.09049865925984946
canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,150,substitution_1pct,120,136,0.9828663888185409,0.9616447270018526,0.15997943115088767,0.2769462129415428
canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,150,substitution_1pct,120,147,0.9982419673981248,0.9957193467524111,0.05129347279717599,0.09252440184872854
canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,150,substitution_1pct,120,136,0.982831094681955,0.9613847653392872,0.16301586182370187,0.2779008839619491
canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,150,substitution_1pct,120,147,0.9982389981590595,0.9958004156255282,0.05220497270960012,0.09164695887248471
k-mer,k=4,4,,False,False,300,reverse_complement,120,256,0.6407221472334313,0.45636672466650124,0.8379044914972921,1.0427192525990034
k-mer,k=5,5,,False,False,300,reverse_complement,120,1024,0.3477951557649558,0.19485119047619076,1.1369200011103724,1.2689743340113493
k-mer,k=6,6,,False,False,300,reverse_complement,120,4055,0.15674220479452164,0.060553372205794445,1.2967667126773406,1.3707269048309787
k-mer,k=7,7,,False,False,300,reverse_complement,120,13092,0.06644993422871229,0.00721979170472407,1.3658133906036902,1.4090991507241215
canonical k-mer,k=4,4,,True,False,300,reverse_complement,120,136,1.0,0.9999999999999987,0.0,0.0
canonical k-mer,k=5,5,,True,False,300,reverse_complement,120,512,1.0000000000000004,0.999999999999997,0.0,0.0
canonical k-mer,k=6,6,,True,False,300,reverse_complement,120,2075,0.9999999999999992,0.9999999999999951,0.0,0.0
canonical k-mer,k=7,7,,True,False,300,reverse_complement,120,7625,1.0000000000000007,0.999999999999995,0.0,0.0
canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,300,reverse_complement,120,136,1.0,0.9999999999999987,0.0,0.0
canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,300,reverse_complement,120,147,0.9997890025166856,0.998958779830288,0.014461868010708987,0.04563374260089698
canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,300,reverse_complement,120,136,1.0000000000000002,0.9999999999999986,0.0,0.0
canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,300,reverse_complement,120,147,0.9997890025166855,0.9989587798302878,0.014461868010708987,0.04563374260089698
canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,300,reverse_complement,120,136,0.7783451512020468,0.6871167442391484,0.6592023670823324,0.7910522677095887
canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,300,reverse_complement,120,147,0.9805487404707601,0.972768513719597,0.195342543066668,0.23337303248098498
k-mer,k=4,4,,False,False,300,N_3pct,120,256,0.9774919419843741,0.9699065374548954,0.2104107117446919,0.24532999676570363
k-mer,k=5,5,,False,False,300,N_3pct,120,1024,0.9499679494061737,0.9372313052050646,0.31459177174350283,0.3543124620912898
k-mer,k=6,6,,False,False,300,N_3pct,120,4055,0.9236364770110067,0.9093719802731324,0.389474625923168,0.4257417500259439
k-mer,k=7,7,,False,False,300,N_3pct,120,13092,0.9031515430624333,0.8879941241350326,0.4389529040029957,0.4732986529981371
canonical k-mer,k=4,4,,True,False,300,N_3pct,120,136,0.9857102133386353,0.9801732273321353,0.16739862472422645,0.1991316553751839
canonical k-mer,k=5,5,,True,False,300,N_3pct,120,512,0.9616510432980537,0.9490783776235964,0.27469327378670183,0.3191283335933021
canonical k-mer,k=6,6,,True,False,300,N_3pct,120,2075,0.9318188572115408,0.9138573602282258,0.3674716603445655,0.41507245299526796
canonical k-mer,k=7,7,,True,False,300,N_3pct,120,7625,0.9077203755832443,0.8926092657117901,0.4281848817410044,0.4634451774991823
canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,300,N_3pct,120,136,0.9857102133386353,0.9801732273321353,0.16739862472422645,0.1991316553751839
canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,300,N_3pct,120,147,0.9972217830857348,0.9967815269940484,0.07444488569864283,0.08023042139442027
canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,300,N_3pct,120,136,0.9839573805066183,0.9781637131536369,0.17767423699863177,0.20897975246437478
canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,300,N_3pct,120,147,0.9970723423812263,0.996607559211426,0.0764205729241853,0.08237039259925787
canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,300,N_3pct,120,136,0.9836505192628872,0.9773178833843833,0.1791655348410873,0.21298878588906747
canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,300,N_3pct,120,147,0.9970450276675991,0.9965167498612848,0.07676202881575395,0.0834653666543433
k-mer,k=4,4,,False,False,300,substitution_1pct,120,256,0.9859199550157165,0.9668588251283489,0.15617237523788483,0.25745356892661303
k-mer,k=5,5,,False,False,300,substitution_1pct,120,1024,0.9687367296200179,0.9314162982196935,0.2331789434033803,0.37036064418927306
k-mer,k=6,6,,False,False,300,substitution_1pct,120,4055,0.951537561965251,0.8899269028093914,0.2909441673294297,0.46919582752843886
k-mer,k=7,7,,False,False,300,substitution_1pct,120,13092,0.94280989159238,0.8778449394505649,0.3162446920591114,0.4942708496420608
canonical k-mer,k=4,4,,True,False,300,substitution_1pct,120,136,0.9909746894753158,0.9789740814705415,0.12476183873256552,0.2050630958452
canonical k-mer,k=5,5,,True,False,300,substitution_1pct,120,512,0.9761416962322008,0.9493750856565059,0.20319286997646943,0.3181977419721101
canonical k-mer,k=6,6,,True,False,300,substitution_1pct,120,2075,0.9566762916647014,0.9062531087011655,0.275007327672197,0.4330023010791536
canonical k-mer,k=7,7,,True,False,300,substitution_1pct,120,7625,0.9420346703673581,0.8750779975878867,0.31858837235577864,0.49984249211770687
canonical spaced,pattern=0-1-2-3,4,0-1-2-3,True,False,300,substitution_1pct,120,136,0.9909746894753158,0.9789740814705415,0.12476183873256552,0.2050630958452
canonical spaced + property,pattern=0-1-2-3,4,0-1-2-3,True,True,300,substitution_1pct,120,147,0.9992130517732603,0.9981930764353926,0.03685078705177814,0.06011472926689125
canonical spaced,pattern=0-2-4-6,4,0-2-4-6,True,False,300,substitution_1pct,120,136,0.9899299553205864,0.9781245824129615,0.1320653505540378,0.20916656958256202
canonical spaced + property,pattern=0-2-4-6,4,0-2-4-6,True,True,300,substitution_1pct,120,147,0.9991238544271439,0.9981472556190281,0.03897030299933684,0.060872451429348974
canonical spaced,pattern=0-1-3-6,4,0-1-3-6,True,False,300,substitution_1pct,120,136,0.9900608900405707,0.9786931794854069,0.13088686899438676,0.20642544256210155
canonical spaced + property,pattern=0-1-3-6,4,0-1-3-6,True,True,300,substitution_1pct,120,147,0.9991360122166866,0.998115750216486,0.03862325202966329,0.06138732947499119
