representation,representation_label,classifier,n_samples,n_classes,n_features,accuracy,macro_f1,task,genus,length,condition,label_col
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.6190476190476191,0.475,target_background,Burkholderia,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.6190476190476191,0.475,target_background,Burkholderia,150,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,113,4,136,0.3235294117647059,0.31407563025210083,within_genus_species,Candida,150,clean,label
ckmer4_count_l2,CK4,logistic,113,4,136,0.3235294117647059,0.31907993966817494,within_genus_species,Candida,150,clean,label
ckmer5_count_l2,CK5,nearest_centroid,113,4,509,0.35294117647058826,0.35049019607843135,within_genus_species,Candida,150,clean,label
ckmer5_count_l2,CK5,logistic,113,4,509,0.2647058823529412,0.27294372294372293,within_genus_species,Candida,150,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,113,4,147,0.35294117647058826,0.34226190476190477,within_genus_species,Candida,150,clean,label
ckmer4_property_l2,CK4+P,logistic,113,4,147,0.29411764705882354,0.2920546558704453,within_genus_species,Candida,150,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,113,4,222,0.3235294117647059,0.31407563025210083,within_genus_species,Candida,150,clean,label
ck4p_msp,CK4P-MSP,logistic,113,4,222,0.4117647058823529,0.41114551083591333,within_genus_species,Candida,150,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,113,4,222,0.3235294117647059,0.29398258746084827,within_genus_species,Candida,150,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,113,4,222,0.4117647058823529,0.4104102167182663,within_genus_species,Candida,150,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,113,4,222,0.23529411764705882,0.09523809523809523,within_genus_species,Candida,150,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,113,4,222,0.20588235294117646,0.08536585365853659,within_genus_species,Candida,150,clean,label
ckmer4_count_l2,CK4,nearest_centroid,72,2,136,0.5454545454545454,0.5454545454545454,target_background,Candida,150,clean,target_binary
ckmer4_count_l2,CK4,logistic,72,2,136,0.4090909090909091,0.4078674948240165,target_background,Candida,150,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,72,2,506,0.45454545454545453,0.45,target_background,Candida,150,clean,target_binary
ckmer5_count_l2,CK5,logistic,72,2,506,0.3181818181818182,0.3167701863354037,target_background,Candida,150,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,72,2,146,0.5454545454545454,0.5454545454545454,target_background,Candida,150,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,72,2,146,0.4090909090909091,0.4078674948240165,target_background,Candida,150,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,72,2,222,0.5454545454545454,0.5454545454545454,target_background,Candida,150,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,72,2,222,0.5454545454545454,0.5454545454545454,target_background,Candida,150,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,72,2,222,0.6818181818181818,0.6644880174291938,target_background,Candida,150,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,72,2,222,0.6363636363636364,0.6071428571428572,target_background,Candida,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,72,2,222,0.5909090909090909,0.4545454545454546,target_background,Candida,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,72,2,222,0.5909090909090909,0.4545454545454546,target_background,Candida,150,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,147,5,136,0.15555555555555556,0.15978609625668452,within_genus_species,Enterobacter,150,clean,label
ckmer4_count_l2,CK4,logistic,147,5,136,0.15555555555555556,0.1665032679738562,within_genus_species,Enterobacter,150,clean,label
ckmer5_count_l2,CK5,nearest_centroid,147,5,510,0.24444444444444444,0.2539681290576431,within_genus_species,Enterobacter,150,clean,label
ckmer5_count_l2,CK5,logistic,147,5,510,0.3111111111111111,0.2952572481984247,within_genus_species,Enterobacter,150,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,147,5,147,0.15555555555555556,0.15925770016764768,within_genus_species,Enterobacter,150,clean,label
ckmer4_property_l2,CK4+P,logistic,147,5,147,0.2,0.20626934984520123,within_genus_species,Enterobacter,150,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,147,5,222,0.15555555555555556,0.15925770016764768,within_genus_species,Enterobacter,150,clean,label
ck4p_msp,CK4P-MSP,logistic,147,5,222,0.13333333333333333,0.13213336371231107,within_genus_species,Enterobacter,150,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,147,5,222,0.2222222222222222,0.22491572067423463,within_genus_species,Enterobacter,150,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,147,5,222,0.2222222222222222,0.22587719298245618,within_genus_species,Enterobacter,150,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,147,5,222,0.2,0.06666666666666667,within_genus_species,Enterobacter,150,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,147,5,222,0.2,0.06666666666666667,within_genus_species,Enterobacter,150,clean,label
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.3333333333333333,0.3318181818181818,target_background,Enterobacter,150,clean,target_binary
ckmer4_count_l2,CK4,logistic,69,2,136,0.42857142857142855,0.42727272727272725,target_background,Enterobacter,150,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,69,2,509,0.7142857142857143,0.7136363636363636,target_background,Enterobacter,150,clean,target_binary
ckmer5_count_l2,CK5,logistic,69,2,509,0.5714285714285714,0.5552941176470588,target_background,Enterobacter,150,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,69,2,146,0.3333333333333333,0.3318181818181818,target_background,Enterobacter,150,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,69,2,146,0.42857142857142855,0.42727272727272725,target_background,Enterobacter,150,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,69,2,222,0.3333333333333333,0.3318181818181818,target_background,Enterobacter,150,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,69,2,222,0.5238095238095238,0.5227272727272727,target_background,Enterobacter,150,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,69,2,222,0.47619047619047616,0.47619047619047616,target_background,Enterobacter,150,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,69,2,222,0.42857142857142855,0.41666666666666663,target_background,Enterobacter,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Enterobacter,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Enterobacter,150,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,59,2,135,0.5555555555555556,0.5555555555555556,within_genus_species,Escherichia,150,clean,label
ckmer4_count_l2,CK4,logistic,59,2,135,0.6111111111111112,0.5418181818181818,within_genus_species,Escherichia,150,clean,label
ckmer5_count_l2,CK5,nearest_centroid,59,2,508,0.6111111111111112,0.6,within_genus_species,Escherichia,150,clean,label
ckmer5_count_l2,CK5,logistic,59,2,508,0.6111111111111112,0.6,within_genus_species,Escherichia,150,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,59,2,146,0.5555555555555556,0.5555555555555556,within_genus_species,Escherichia,150,clean,label
ckmer4_property_l2,CK4+P,logistic,59,2,146,0.6111111111111112,0.5418181818181818,within_genus_species,Escherichia,150,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,59,2,222,0.5555555555555556,0.5555555555555556,within_genus_species,Escherichia,150,clean,label
ck4p_msp,CK4P-MSP,logistic,59,2,222,0.4444444444444444,0.41558441558441556,within_genus_species,Escherichia,150,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,59,2,222,0.6111111111111112,0.6,within_genus_species,Escherichia,150,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,59,2,222,0.6111111111111112,0.6,within_genus_species,Escherichia,150,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,59,2,222,0.5555555555555556,0.4461538461538461,within_genus_species,Escherichia,150,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,59,2,222,0.5,0.3333333333333333,within_genus_species,Escherichia,150,clean,label
ckmer4_count_l2,CK4,nearest_centroid,59,2,135,0.5555555555555556,0.5555555555555556,target_background,Escherichia,150,clean,target_binary
ckmer4_count_l2,CK4,logistic,59,2,135,0.6111111111111112,0.5418181818181818,target_background,Escherichia,150,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,59,2,508,0.6111111111111112,0.6,target_background,Escherichia,150,clean,target_binary
ckmer5_count_l2,CK5,logistic,59,2,508,0.6111111111111112,0.6,target_background,Escherichia,150,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,59,2,146,0.5555555555555556,0.5555555555555556,target_background,Escherichia,150,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,59,2,146,0.6111111111111112,0.5418181818181818,target_background,Escherichia,150,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,59,2,222,0.5555555555555556,0.5555555555555556,target_background,Escherichia,150,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,59,2,222,0.4444444444444444,0.41558441558441556,target_background,Escherichia,150,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,59,2,222,0.6111111111111112,0.6,target_background,Escherichia,150,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,59,2,222,0.6111111111111112,0.6,target_background,Escherichia,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,59,2,222,0.5555555555555556,0.4461538461538461,target_background,Escherichia,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,59,2,222,0.5,0.3333333333333333,target_background,Escherichia,150,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,78,3,136,0.375,0.36835930953578017,within_genus_species,Klebsiella,150,clean,label
ckmer4_count_l2,CK4,logistic,78,3,136,0.3333333333333333,0.3148148148148148,within_genus_species,Klebsiella,150,clean,label
ckmer5_count_l2,CK5,nearest_centroid,78,3,510,0.4583333333333333,0.4576719576719577,within_genus_species,Klebsiella,150,clean,label
ckmer5_count_l2,CK5,logistic,78,3,510,0.375,0.36791497975708504,within_genus_species,Klebsiella,150,clean,label
ckmer4_property_l2,CK4+P,nearest_centroid,78,3,147,0.375,0.36835930953578017,within_genus_species,Klebsiella,150,clean,label
ckmer4_property_l2,CK4+P,logistic,78,3,147,0.3333333333333333,0.3148148148148148,within_genus_species,Klebsiella,150,clean,label
ck4p_msp,CK4P-MSP,nearest_centroid,78,3,222,0.375,0.36835930953578017,within_genus_species,Klebsiella,150,clean,label
ck4p_msp,CK4P-MSP,logistic,78,3,222,0.5,0.49807273336685104,within_genus_species,Klebsiella,150,clean,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,78,3,222,0.3333333333333333,0.3055555555555556,within_genus_species,Klebsiella,150,clean,label
hash_k15_d222,"Hashed k=15, d=222",logistic,78,3,222,0.4583333333333333,0.4382284382284382,within_genus_species,Klebsiella,150,clean,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,78,3,222,0.4583333333333333,0.28535353535353536,within_genus_species,Klebsiella,150,clean,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,78,3,222,0.4583333333333333,0.28535353535353536,within_genus_species,Klebsiella,150,clean,label
ckmer4_count_l2,CK4,nearest_centroid,63,2,135,0.3684210526315789,0.3214285714285714,target_background,Klebsiella,150,clean,target_binary
ckmer4_count_l2,CK4,logistic,63,2,135,0.42105263157894735,0.35692307692307695,target_background,Klebsiella,150,clean,target_binary
ckmer5_count_l2,CK5,nearest_centroid,63,2,507,0.2631578947368421,0.20833333333333334,target_background,Klebsiella,150,clean,target_binary
ckmer5_count_l2,CK5,logistic,63,2,507,0.3684210526315789,0.2692307692307692,target_background,Klebsiella,150,clean,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,63,2,146,0.3684210526315789,0.3214285714285714,target_background,Klebsiella,150,clean,target_binary
ckmer4_property_l2,CK4+P,logistic,63,2,146,0.42105263157894735,0.35692307692307695,target_background,Klebsiella,150,clean,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,63,2,222,0.3684210526315789,0.3214285714285714,target_background,Klebsiella,150,clean,target_binary
ck4p_msp,CK4P-MSP,logistic,63,2,222,0.42105263157894735,0.39420289855072466,target_background,Klebsiella,150,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,63,2,222,0.7368421052631579,0.6801346801346801,target_background,Klebsiella,150,clean,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,63,2,222,0.631578947368421,0.5907692307692307,target_background,Klebsiella,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,63,2,222,0.631578947368421,0.3870967741935484,target_background,Klebsiella,150,clean,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,63,2,222,0.631578947368421,0.3870967741935484,target_background,Klebsiella,150,clean,target_binary
ckmer4_count_l2,CK4,nearest_centroid,114,4,136,0.2571428571428571,0.25672514619883036,within_genus_species,Acinetobacter,150,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,114,4,136,0.2857142857142857,0.26573346729996344,within_genus_species,Acinetobacter,150,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,114,4,512,0.3142857142857143,0.299780701754386,within_genus_species,Acinetobacter,150,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,114,4,512,0.34285714285714286,0.3259832272990168,within_genus_species,Acinetobacter,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,114,4,147,0.2857142857142857,0.2881944444444444,within_genus_species,Acinetobacter,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,114,4,147,0.2857142857142857,0.2648809523809524,within_genus_species,Acinetobacter,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,114,4,222,0.2571428571428571,0.25672514619883036,within_genus_species,Acinetobacter,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,114,4,222,0.3142857142857143,0.2964094728800611,within_genus_species,Acinetobacter,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,114,4,222,0.2857142857142857,0.26341991341991344,within_genus_species,Acinetobacter,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,114,4,222,0.2,0.18092691622103385,within_genus_species,Acinetobacter,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,114,4,222,0.2857142857142857,0.1111111111111111,within_genus_species,Acinetobacter,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,114,4,222,0.2857142857142857,0.1111111111111111,within_genus_species,Acinetobacter,150,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,89,3,136,0.2962962962962963,0.2777573303889093,within_genus_species,Burkholderia,150,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,89,3,136,0.2962962962962963,0.27986633249791143,within_genus_species,Burkholderia,150,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,89,3,505,0.2962962962962963,0.29444444444444445,within_genus_species,Burkholderia,150,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,89,3,505,0.2962962962962963,0.29893360853113177,within_genus_species,Burkholderia,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,89,3,147,0.3333333333333333,0.3115995115995116,within_genus_species,Burkholderia,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,89,3,147,0.3333333333333333,0.3102453102453102,within_genus_species,Burkholderia,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,89,3,222,0.2962962962962963,0.2777573303889093,within_genus_species,Burkholderia,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,89,3,222,0.2962962962962963,0.3005291005291005,within_genus_species,Burkholderia,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,89,3,222,0.2222222222222222,0.22037037037037036,within_genus_species,Burkholderia,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,89,3,222,0.25925925925925924,0.2573099415204678,within_genus_species,Burkholderia,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,89,3,222,0.2962962962962963,0.15238095238095237,within_genus_species,Burkholderia,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,89,3,222,0.25925925925925924,0.1372549019607843,within_genus_species,Burkholderia,150,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.5714285714285714,0.5333333333333333,target_background,Burkholderia,150,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,69,2,136,0.6666666666666666,0.6370370370370371,target_background,Burkholderia,150,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,69,2,504,0.5238095238095238,0.5138888888888888,target_background,Burkholderia,150,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,69,2,504,0.7142857142857143,0.6971153846153846,target_background,Burkholderia,150,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,69,2,146,0.5238095238095238,0.4951923076923077,target_background,Burkholderia,150,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,logistic,69,2,146,0.6666666666666666,0.6370370370370371,target_background,Burkholderia,150,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,69,2,222,0.5714285714285714,0.5333333333333333,target_background,Burkholderia,150,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,logistic,69,2,222,0.7619047619047619,0.7214854111405835,target_background,Burkholderia,150,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,69,2,222,0.47619047619047616,0.4564705882352942,target_background,Burkholderia,150,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,69,2,222,0.5238095238095238,0.4951923076923077,target_background,Burkholderia,150,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Burkholderia,150,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Burkholderia,150,substitution_1pct,target_binary
ckmer4_count_l2,CK4,nearest_centroid,113,4,136,0.2647058823529412,0.2638888888888889,within_genus_species,Candida,150,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,113,4,136,0.2647058823529412,0.24216791979949873,within_genus_species,Candida,150,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,113,4,509,0.35294117647058826,0.35490196078431374,within_genus_species,Candida,150,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,113,4,509,0.29411764705882354,0.2976572039072039,within_genus_species,Candida,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,113,4,147,0.2647058823529412,0.2604575163398693,within_genus_species,Candida,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,113,4,147,0.3235294117647059,0.30731074481074483,within_genus_species,Candida,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,113,4,222,0.2647058823529412,0.26451023391812867,within_genus_species,Candida,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,113,4,222,0.38235294117647056,0.3700396825396825,within_genus_species,Candida,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,113,4,222,0.29411764705882354,0.23059116809116809,within_genus_species,Candida,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,113,4,222,0.3235294117647059,0.3034071906354515,within_genus_species,Candida,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,113,4,222,0.23529411764705882,0.09523809523809523,within_genus_species,Candida,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,113,4,222,0.23529411764705882,0.0975609756097561,within_genus_species,Candida,150,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,72,2,136,0.5454545454545454,0.5454545454545454,target_background,Candida,150,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,72,2,136,0.36363636363636365,0.36363636363636365,target_background,Candida,150,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,72,2,507,0.4090909090909091,0.39789473684210525,target_background,Candida,150,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,72,2,507,0.3181818181818182,0.3167701863354037,target_background,Candida,150,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,72,2,146,0.5454545454545454,0.5454545454545454,target_background,Candida,150,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,logistic,72,2,146,0.36363636363636365,0.36363636363636365,target_background,Candida,150,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,72,2,222,0.5454545454545454,0.5454545454545454,target_background,Candida,150,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,logistic,72,2,222,0.45454545454545453,0.45454545454545453,target_background,Candida,150,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,72,2,222,0.6363636363636364,0.5809523809523809,target_background,Candida,150,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,72,2,222,0.6363636363636364,0.5809523809523809,target_background,Candida,150,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,72,2,222,0.5909090909090909,0.4545454545454546,target_background,Candida,150,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,72,2,222,0.5909090909090909,0.4545454545454546,target_background,Candida,150,substitution_1pct,target_binary
ckmer4_count_l2,CK4,nearest_centroid,147,5,136,0.13333333333333333,0.13572567783094097,within_genus_species,Enterobacter,150,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,147,5,136,0.2222222222222222,0.23105263157894734,within_genus_species,Enterobacter,150,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,147,5,511,0.2222222222222222,0.23478260869565215,within_genus_species,Enterobacter,150,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,147,5,511,0.3111111111111111,0.3062049062049062,within_genus_species,Enterobacter,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,147,5,147,0.15555555555555556,0.15497975708502024,within_genus_species,Enterobacter,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,147,5,147,0.17777777777777778,0.17982456140350875,within_genus_species,Enterobacter,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,147,5,222,0.13333333333333333,0.136366557419189,within_genus_species,Enterobacter,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,147,5,222,0.15555555555555556,0.16113921166552742,within_genus_species,Enterobacter,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,147,5,222,0.3111111111111111,0.30229630982827915,within_genus_species,Enterobacter,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,147,5,222,0.2222222222222222,0.2113157894736842,within_genus_species,Enterobacter,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,147,5,222,0.2,0.06666666666666667,within_genus_species,Enterobacter,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,147,5,222,0.2,0.06666666666666667,within_genus_species,Enterobacter,150,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,69,2,136,0.2857142857142857,0.2791762013729977,target_background,Enterobacter,150,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,69,2,136,0.5714285714285714,0.5675057208237986,target_background,Enterobacter,150,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,69,2,509,0.5714285714285714,0.5333333333333333,target_background,Enterobacter,150,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,69,2,509,0.47619047619047616,0.4296296296296296,target_background,Enterobacter,150,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,69,2,146,0.2857142857142857,0.2791762013729977,target_background,Enterobacter,150,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,logistic,69,2,146,0.5238095238095238,0.5227272727272727,target_background,Enterobacter,150,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,nearest_centroid,69,2,222,0.2857142857142857,0.2791762013729977,target_background,Enterobacter,150,substitution_1pct,target_binary
ck4p_msp,CK4P-MSP,logistic,69,2,222,0.6190476190476191,0.6181818181818182,target_background,Enterobacter,150,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,69,2,222,0.3333333333333333,0.3318181818181818,target_background,Enterobacter,150,substitution_1pct,target_binary
hash_k15_d222,"Hashed k=15, d=222",logistic,69,2,222,0.47619047619047616,0.47619047619047616,target_background,Enterobacter,150,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Enterobacter,150,substitution_1pct,target_binary
rp_ck15_d222,"CK15 random projection, d=222",logistic,69,2,222,0.5714285714285714,0.36363636363636365,target_background,Enterobacter,150,substitution_1pct,target_binary
ckmer4_count_l2,CK4,nearest_centroid,59,2,136,0.5,0.4984520123839009,within_genus_species,Escherichia,150,substitution_1pct,label
ckmer4_count_l2,CK4,logistic,59,2,136,0.5,0.4857142857142857,within_genus_species,Escherichia,150,substitution_1pct,label
ckmer5_count_l2,CK5,nearest_centroid,59,2,511,0.5,0.4857142857142857,within_genus_species,Escherichia,150,substitution_1pct,label
ckmer5_count_l2,CK5,logistic,59,2,511,0.5555555555555556,0.55,within_genus_species,Escherichia,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,nearest_centroid,59,2,147,0.5,0.4984520123839009,within_genus_species,Escherichia,150,substitution_1pct,label
ckmer4_property_l2,CK4+P,logistic,59,2,147,0.5,0.4857142857142857,within_genus_species,Escherichia,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,nearest_centroid,59,2,222,0.5,0.4984520123839009,within_genus_species,Escherichia,150,substitution_1pct,label
ck4p_msp,CK4P-MSP,logistic,59,2,222,0.3333333333333333,0.2987012987012987,within_genus_species,Escherichia,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",nearest_centroid,59,2,222,0.5555555555555556,0.55,within_genus_species,Escherichia,150,substitution_1pct,label
hash_k15_d222,"Hashed k=15, d=222",logistic,59,2,222,0.5555555555555556,0.55,within_genus_species,Escherichia,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",nearest_centroid,59,2,222,0.5555555555555556,0.4461538461538461,within_genus_species,Escherichia,150,substitution_1pct,label
rp_ck15_d222,"CK15 random projection, d=222",logistic,59,2,222,0.5555555555555556,0.4461538461538461,within_genus_species,Escherichia,150,substitution_1pct,label
ckmer4_count_l2,CK4,nearest_centroid,59,2,136,0.5,0.4984520123839009,target_background,Escherichia,150,substitution_1pct,target_binary
ckmer4_count_l2,CK4,logistic,59,2,136,0.5,0.4857142857142857,target_background,Escherichia,150,substitution_1pct,target_binary
ckmer5_count_l2,CK5,nearest_centroid,59,2,511,0.5,0.4857142857142857,target_background,Escherichia,150,substitution_1pct,target_binary
ckmer5_count_l2,CK5,logistic,59,2,511,0.5555555555555556,0.55,target_background,Escherichia,150,substitution_1pct,target_binary
ckmer4_property_l2,CK4+P,nearest_centroid,59,2,147,0.5,0.4984520123839009,target_background,Escherichia,150,substitution_1pct,target_binary
