retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,representation_label,n_pairs,n_features,high_k,target_dim
1.0,0.9541776279362707,0.9424992462510485,0.30095913346349734,0.33911862659943603,0.5084704157136828,1.0,150,local_mismatch_6bp,ckmer5_count_l2,CK5,250,512,,
1.0,0.9879770273934401,0.9838968494630578,0.15388524688831098,0.17945926554293956,0.12380881662555451,1.0,150,local_mismatch_6bp,ck4_p,CK4+P,250,147,,
1.0,0.9919271868113197,0.989232943136151,0.12610999616088525,0.14674303208551526,0.08348467827344139,1.0,150,local_mismatch_6bp,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.8640545373763395,0.8263346968668659,0.5165960749641499,0.5893438320277808,0.6747710513695697,1.0,150,local_mismatch_6bp,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.9292518678622093,0.886621380938567,0.36951336368261806,0.47617907427941536,0.7377588809805723,1.0,150,local_mismatch_6bp,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
1.0,0.9895446041235407,0.9720880238582691,0.11897014856541224,0.23626934351158818,0.2574273423330991,1.0,150,short_indel,ck4,CK4,250,136,,
1.0,0.9757471381195694,0.9375912865987635,0.18254726644292787,0.3532950846782842,0.5244726421950531,1.0,150,short_indel,ckmer5_count_l2,CK5,250,512,,
1.0,0.9947702957136885,0.9860376866585063,0.08414255020263839,0.167105494084957,0.12896653957465343,1.0,150,short_indel,ck4_p,CK4+P,250,147,,
1.0,0.9964986023981023,0.990649165424282,0.06887554855247115,0.13675300664917084,0.0869304728852612,1.0,150,short_indel,ck4p_msp,CK4P-MSP,250,222,,
1.0,0.8785111206406705,0.6960329446546825,0.4100985594968429,0.7797010433114269,0.6909601319783287,1.0,150,short_indel,hash_k15_d222,"Hashed k=15, d=222",250,222,15.0,222.0
1.0,0.9353027896173125,0.8151375925013415,0.2946115704708627,0.6080466472535402,0.7429944933892216,1.0,150,short_indel,rp_ck15_d222,"CK15 random projection, d=222",250,222,15.0,222.0
