length,condition,representation,n_pairs,n_features,retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate
100,N_3pct,P_unit_range,250,11,0.252,0.9990407604576081,0.9988225139851897,0.04367907229322502,0.048527731523810305,-0.00011747242459881013,0.252
100,N_3pct,MSP_declared,250,75,0.976,0.9992743911285374,0.9986797772079802,0.03714913754103263,0.05138522555542196,0.0010530423713824805,0.976
100,N_3pct,MSP_train_zscore,250,75,0.92,0.8711898317503759,0.6951821877345357,0.4787871635182073,0.7807863089623995,0.12874739949241742,0.92
100,N_3pct,MSP_unit_range,250,75,1.0,0.9982671782783232,0.9971828979679482,0.05808805403057841,0.07506013745069413,0.0090454034388294,1.0
100,N_3pct,CK4+P_declared,250,147,1.0,0.9837773808829409,0.9769930580017885,0.1788144173779054,0.214508069344064,0.15340803978757214,1.0
100,N_3pct,CK4+P_property_only,250,144,1.0,0.9838312063659489,0.977042603826732,0.17850800777371711,0.2142770199262744,0.1533988780339116,1.0
100,N_3pct,CK4+P_auxiliary_only,250,139,1.0,0.9843695527538295,0.9776189443575992,0.17541018759094834,0.2115700174949403,0.15311191495681498,1.0
100,N_3pct,CK4+P_train_zscore,250,147,0.484,0.6748216928902774,0.48467501626955034,0.7879361231765527,1.0152092938154502,0.01571124022492865,0.484
100,N_3pct,CK4+P_unit_range,250,147,1.0,0.9843317844091181,0.977598379626638,0.17562493202516988,0.21166705402887187,0.15474175471979465,1.0
100,N_3pct,CK4P-MSP_declared,250,222,1.0,0.9889430509648064,0.984505507432757,0.14768063239359583,0.17603665706903426,0.10359162250216486,1.0
100,N_3pct,CK4P-MSP_property_only,250,219,1.0,0.988978934620145,0.9845352432959247,0.1474336295592092,0.1758676645159014,0.10358546919339293,1.0
100,N_3pct,CK4P-MSP_auxiliary_only,250,214,1.0,0.9893378322120655,0.98491870403635,0.14493587862856508,0.17367342734613553,0.1033968638115076,1.0
100,N_3pct,CK4P-MSP_train_zscore,250,222,0.976,0.7402777391769768,0.6006984334112654,0.7096507923096284,0.893644483386871,0.13561631889911327,0.976
100,N_3pct,CK4P-MSP_unit_range,250,222,1.0,0.9889769156988532,0.9847017407309916,0.14743812478161464,0.1749182437037172,0.11150480379656542,1.0
100,trim_5bp,P_declared,250,11,0.428,0.9999471278429757,0.9999114781796604,0.010178779080822679,0.013305774692340146,6.4134937644064745e-06,0.428
100,trim_5bp,P_property_only,250,8,0.364,0.9999834715066874,0.9999538595517482,0.005210274263465008,0.00960627120450269,3.4278724298411055e-06,0.36
100,trim_5bp,P_auxiliary_only,250,3,0.004,0.9997522033387882,0.9996457034050346,0.022117293594045396,0.02661940104810011,-0.00018000668992515978,0.004
100,trim_5bp,P_train_zscore,250,11,0.372,0.9188019632125114,0.8090129783022703,0.37896254260574064,0.6180386237752187,5.706220095345049e-06,0.372
100,trim_5bp,P_unit_range,250,11,0.58,0.9998249123566803,0.9996869478626536,0.018384456098220373,0.025021809744563313,8.69610666273699e-05,0.576
