split,classifier,accuracy,macro_f1,length,local_mode,representation,n_samples,n_features,accuracy_std,macro_f1_std,mutation_fraction
5fold_grouped_cv,nearest_centroid,0.9777777777777779,0.9777606177606177,100,jittered,ck4,360,136,0.011111111111111117,0.011119691119691135,0.05
5fold_grouped_cv,logistic,0.9833333333333334,0.9833236814444609,100,jittered,ck4,360,136,0.010393492741038736,0.010402379395098641,0.05
holdout,nearest_centroid,0.9666666666666667,0.9666295884315907,100,jittered,ck4_p,360,147,,,0.05
holdout,logistic,0.9833333333333333,0.9833287024173382,100,jittered,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9777777777777779,0.9777606177606177,100,jittered,ck4_p,360,147,0.011111111111111117,0.011119691119691135,0.05
5fold_grouped_cv,logistic,0.9777777777777779,0.9777584590797183,100,jittered,ck4_p,360,147,0.01416394309331329,0.014185217511861189,0.05
holdout,nearest_centroid,0.975,0.9749843652282677,100,jittered,ck4_msp,360,211,,,0.05
holdout,logistic,0.975,0.9749843652282677,100,jittered,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.975,0.9749726372335068,100,jittered,ck4_msp,360,211,0.013608276348795427,0.013628659309878022,0.05
5fold_grouped_cv,logistic,0.9888888888888889,0.988884598884599,100,jittered,ck4_msp,360,211,0.013608276348795441,0.013613532199423222,0.05
holdout,nearest_centroid,0.975,0.9749843652282677,100,jittered,ck4p_msp,360,222,,,0.05
holdout,logistic,0.975,0.9749843652282677,100,jittered,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.975,0.9749726372335068,100,jittered,ck4p_msp,360,222,0.013608276348795427,0.013628659309878022,0.05
5fold_grouped_cv,logistic,0.9944444444444445,0.994443372564152,100,jittered,ck4p_msp,360,222,0.006804138174397694,0.0068054509542886,0.05
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,100,left,ck4,360,136,,,0.05
holdout,logistic,1.0,1.0,100,left,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.9722222222222223,0.9721846567063958,100,left,ck4,360,136,0.0152145154862546,0.015240981193250394,0.05
5fold_grouped_cv,logistic,0.9888888888888889,0.9888867451283041,100,left,ck4,360,136,0.005555555555555536,0.005556627435847972,0.05
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,100,left,ck4_p,360,147,,,0.05
holdout,logistic,1.0,1.0,100,left,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9722222222222223,0.9721846567063958,100,left,ck4_p,360,147,0.0152145154862546,0.015240981193250394,0.05
5fold_grouped_cv,logistic,0.986111111111111,0.9861052132863826,100,left,ck4_p,360,147,0.008784104611578835,0.008790888587498949,0.05
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,100,left,ck4_msp,360,211,,,0.05
holdout,logistic,1.0,1.0,100,left,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.9777777777777779,0.9777606177606177,100,left,ck4_msp,360,211,0.011111111111111115,0.011119691119691135,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,100,left,ck4_msp,360,211,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,100,left,ck4p_msp,360,222,,,0.05
holdout,logistic,1.0,1.0,100,left,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.975,0.9749726372335068,100,left,ck4p_msp,360,222,0.013608276348795427,0.013628659309878024,0.05
5fold_grouped_cv,logistic,1.0,1.0,100,left,ck4p_msp,360,222,0.0,0.0,0.05
holdout,nearest_centroid,0.9916666666666667,0.9916660879227724,100,right,ck4,360,136,,,0.05
holdout,logistic,0.9916666666666667,0.9916660879227724,100,right,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.9805555555555555,0.9805195480103148,100,right,ck4,360,136,0.018839805508681317,0.018905275876668428,0.05
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,100,right,ck4,360,136,0.010393492741038724,0.010400659235583802,0.05
holdout,nearest_centroid,0.9916666666666667,0.9916660879227724,100,right,ck4_p,360,147,,,0.05
holdout,logistic,0.9916666666666667,0.9916660879227724,100,right,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9805555555555555,0.9805195480103148,100,right,ck4_p,360,147,0.018839805508681317,0.018905275876668428,0.05
5fold_grouped_cv,logistic,0.9888888888888889,0.9888835270043064,100,right,ck4_p,360,147,0.010393492741038724,0.010400659235583802,0.05
holdout,nearest_centroid,0.9916666666666667,0.9916660879227724,100,right,ck4_msp,360,211,,,0.05
holdout,logistic,0.9916666666666667,0.9916660879227724,100,right,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.9805555555555555,0.9805195480103148,100,right,ck4_msp,360,211,0.018839805508681317,0.018905275876668428,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,100,right,ck4_msp,360,211,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,0.9916666666666667,0.9916660879227724,100,right,ck4p_msp,360,222,,,0.05
holdout,logistic,0.9916666666666667,0.9916660879227724,100,right,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.9805555555555555,0.9805195480103148,100,right,ck4p_msp,360,222,0.018839805508681317,0.018905275876668428,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,100,right,ck4p_msp,360,222,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,1.0,1.0,150,center,ck4,360,136,,,0.05
holdout,logistic,1.0,1.0,150,center,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.9916666666666668,0.991665058846228,150,center,ck4,360,136,0.006804138174397693,0.0068054509542886,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,center,ck4,360,136,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,1.0,1.0,150,center,ck4_p,360,147,,,0.05
holdout,logistic,1.0,1.0,150,center,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9916666666666668,0.991665058846228,150,center,ck4_p,360,147,0.006804138174397693,0.0068054509542886,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,center,ck4_p,360,147,0.0,0.0,0.05
holdout,nearest_centroid,1.0,1.0,150,center,ck4_msp,360,211,,,0.05
holdout,logistic,1.0,1.0,150,center,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.9916666666666668,0.991665058846228,150,center,ck4_msp,360,211,0.006804138174397693,0.0068054509542886,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,center,ck4_msp,360,211,0.0,0.0,0.05
holdout,nearest_centroid,1.0,1.0,150,center,ck4p_msp,360,222,,,0.05
holdout,logistic,1.0,1.0,150,center,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.9916666666666668,0.991665058846228,150,center,ck4p_msp,360,222,0.006804138174397693,0.0068054509542886,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,center,ck4p_msp,360,222,0.0,0.0,0.05
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,150,jittered,ck4,360,136,,,0.05
holdout,logistic,0.9916666666666667,0.9916660879227724,150,jittered,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,jittered,ck4,360,136,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,jittered,ck4,360,136,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,150,jittered,ck4_p,360,147,,,0.05
holdout,logistic,0.9916666666666667,0.9916660879227724,150,jittered,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,jittered,ck4_p,360,147,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,jittered,ck4_p,360,147,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,150,jittered,ck4_msp,360,211,,,0.05
holdout,logistic,0.9916666666666667,0.9916660879227724,150,jittered,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,jittered,ck4_msp,360,211,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,jittered,ck4_msp,360,211,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,0.9833333333333333,0.9833287024173382,150,jittered,ck4p_msp,360,222,,,0.05
holdout,logistic,0.9916666666666667,0.9916660879227724,150,jittered,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,jittered,ck4p_msp,360,222,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,jittered,ck4p_msp,360,222,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,1.0,1.0,150,left,ck4,360,136,,,0.05
holdout,logistic,1.0,1.0,150,left,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,left,ck4,360,136,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,left,ck4,360,136,0.0,0.0,0.05
holdout,nearest_centroid,1.0,1.0,150,left,ck4_p,360,147,,,0.05
holdout,logistic,1.0,1.0,150,left,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,left,ck4_p,360,147,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,left,ck4_p,360,147,0.0,0.0,0.05
holdout,nearest_centroid,1.0,1.0,150,left,ck4_msp,360,211,,,0.05
holdout,logistic,1.0,1.0,150,left,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,left,ck4_msp,360,211,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,left,ck4_msp,360,211,0.0,0.0,0.05
holdout,nearest_centroid,1.0,1.0,150,left,ck4p_msp,360,222,,,0.05
holdout,logistic,1.0,1.0,150,left,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,left,ck4p_msp,360,222,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,left,ck4p_msp,360,222,0.0,0.0,0.05
holdout,nearest_centroid,1.0,1.0,150,right,ck4,360,136,,,0.05
holdout,logistic,1.0,1.0,150,right,ck4,360,136,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,right,ck4,360,136,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,right,ck4,360,136,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,1.0,1.0,150,right,ck4_p,360,147,,,0.05
holdout,logistic,1.0,1.0,150,right,ck4_p,360,147,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,right,ck4_p,360,147,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,0.9972222222222221,0.997221686282076,150,right,ck4_p,360,147,0.005555555555555537,0.005556627435847972,0.05
holdout,nearest_centroid,1.0,1.0,150,right,ck4_msp,360,211,,,0.05
holdout,logistic,1.0,1.0,150,right,ck4_msp,360,211,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,right,ck4_msp,360,211,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,right,ck4_msp,360,211,0.0,0.0,0.05
holdout,nearest_centroid,1.0,1.0,150,right,ck4p_msp,360,222,,,0.05
holdout,logistic,1.0,1.0,150,right,ck4p_msp,360,222,,,0.05
5fold_grouped_cv,nearest_centroid,0.9972222222222221,0.997221686282076,150,right,ck4p_msp,360,222,0.005555555555555537,0.005556627435847972,0.05
5fold_grouped_cv,logistic,1.0,1.0,150,right,ck4p_msp,360,222,0.0,0.0,0.05
