length,local_mode,representation,noise_l2_mean,local_l2_mean,local_minus_noise_l2_mean,local_minus_noise_l2_ci_low,local_minus_noise_l2_ci_high,selective_sensitivity_ratio_mean,selective_sensitivity_ratio_ci_low,selective_sensitivity_ratio_ci_high,noise_cosine_mean,local_cosine_mean,n_features,density,avg_nnz_per_read,n_triplets,mutation_fraction
150,center,ck4_p,0.22069415684611482,0.15022778926043198,-0.07046636758568284,-0.07371035512481659,-0.06731735828408521,0.686095537171266,0.6742954738944849,0.6968961525189953,0.9754476861918511,0.9886589794924038,147,0.6725497606449987,98.86481481481482,180,0.03
150,center,ck4_msp,0.22091894534463208,0.1506724601312021,-0.07024648521342997,-0.07348334977798955,-0.06710112278222684,0.6873975363905566,0.6756215779814845,0.6982268111290977,0.9753984794041859,0.988592243657253,211,0.7055204493593119,148.86481481481482,180,0.03
150,center,ck4p_msp,0.18040725059063037,0.12308073000860872,-0.05732652058202166,-0.05997218671244308,-0.05476052081506672,0.6876068258667025,0.6758294171150029,0.698450810431165,0.9835940387844734,0.9923878041130365,222,0.7156072739406073,158.86481481481482,180,0.03
150,jittered,ck4,0.31548568753254336,0.21205600305629543,-0.10342968447624795,-0.10795143657768154,-0.09865341112890276,0.6772902585007418,0.666836282659084,0.6881160896010501,0.9497996043866124,0.9773842114259427,136,0.6535403050108932,88.88148148148149,180,0.03
150,jittered,ck4_p,0.22310861110877395,0.15000662426786246,-0.07310198684091147,-0.07630059775410443,-0.06972367080700312,0.677478468873734,0.6670357403588458,0.6883118514347439,0.9748938957786666,0.9886829146226906,147,0.672663139329806,98.88148148148149,180,0.03
150,jittered,ck4_msp,0.22331175992770966,0.15042114646958737,-0.07289061345812227,-0.07612241253840736,-0.06953695730451218,0.6787105330307877,0.6683900497473841,0.6895349613764327,0.9748490138892082,0.9886194838470478,211,0.7055994383008601,148.88148148148147,180,0.03
150,jittered,ck4p_msp,0.1823549345650642,0.1228673995504174,-0.05948753501464685,-0.06212728381765837,-0.05674849215607549,0.6788970737439052,0.6685587978955653,0.6897392001978896,0.9832287383163791,0.9924068618378448,222,0.7156823490156824,158.88148148148147,180,0.03
150,left,ck4,0.31429138844906807,0.21386440451874242,-0.10042698393032558,-0.10454095686174013,-0.0962627034231027,0.6851510426083857,0.6741746971766924,0.6964109014253708,0.9502353082354549,0.9769824689707396,136,0.6540713507625272,88.95370370370371,180,0.03
150,left,ck4_p,0.22226456677235634,0.15129301580680984,-0.07097155096554655,-0.07388480947666097,-0.06802383353493874,0.6853736146902447,0.6744206113986494,0.6966345133685055,0.9751116957596149,0.9884808048836762,147,0.6731544469639708,98.95370370370371,180,0.03
150,left,ck4_msp,0.22247379227852984,0.15173529191900859,-0.07073850035952128,-0.07364971185555946,-0.06777219551346679,0.6867125719370436,0.6756012269436731,0.6980562639269932,0.9750654930110672,0.9884129018233062,211,0.7059417237142356,148.9537037037037,180,0.03
150,left,ck4p_msp,0.18167110543286696,0.12394662216562524,-0.05772448326724173,-0.06009596287726324,-0.0553029791185047,0.6869332794935595,0.6758244249713564,0.698305666018751,0.9833730231019697,0.9922683148144084,222,0.7160076743410076,158.9537037037037,180,0.03
150,right,ck4,0.30941931905135545,0.21521282820428964,-0.09420649084706581,-0.09875407970735846,-0.08985826616278253,0.7007270647339191,0.6886354352624836,0.7129531996085064,0.9517590985936552,0.9766875981412962,136,0.6571486928104575,89.37222222222222,180,0.03
