retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,n_pairs,n_features,density,avg_nnz_per_read
1.0,0.9715094528198316,0.9399562281881875,0.22954402701912302,0.34653647873630067,0.19770513320446248,1.0,75,substitution_1pct_N_3pct,pseeiip,400,64,0.6083203125,38.9325
1.0,0.9830023319964225,0.9416034843344567,0.12829017219979438,0.3417467919352272,0.3501014689535882,1.0,75,short_indel,ck4,400,136,0.3740533088235294,50.87125
1.0,0.9942978233919624,0.9804051381274743,0.0743429488438207,0.19796251302408488,0.11871290363579703,1.0,75,short_indel,ck4p_msp,400,222,0.544375,120.85125
1.0,0.9959016451325627,0.9850650372242921,0.06294572815406674,0.1728287042625371,0.1097827131199714,1.0,75,short_indel,pseknc_k3_l3,400,67,0.6368283582089552,42.6675
0.87,0.8708785261864403,0.5777204688088541,0.3523557883730526,0.9189987442366305,0.22799713987811324,0.87,75,short_indel,ncp_anf,400,300,0.6249458333333333,187.48375
1.0,0.9920583129014503,0.9721180384916753,0.08712217604026148,0.23614350536969347,0.2118628801753157,1.0,75,short_indel,pseeiip,400,64,0.6198046875,39.6675
1.0,0.9295833934973539,0.9044910971133232,0.3724660742517046,0.4370557711029805,0.3028262064679894,1.0,75,local_mismatch_6bp,ck4,400,136,0.37751838235294116,51.3425
1.0,0.9762773222838124,0.9680882035139641,0.21621368866311602,0.2526330523080726,0.1028472114873017,1.0,75,local_mismatch_6bp,ck4p_msp,400,222,0.5465202702702703,121.3275
1.0,0.9770869486547301,0.9662798567233238,0.2121199871862163,0.25969267650941646,0.09156951210960243,1.0,75,local_mismatch_6bp,pseknc_k3_l3,400,67,0.6415298507462687,42.9825
1.0,0.9493578082835669,0.9408136618472033,0.3178719745784279,0.3440533040066221,0.30582854710597196,1.0,75,local_mismatch_6bp,ncp_anf,400,300,0.6256333333333334,187.69
1.0,0.9554652229542557,0.9315030288975659,0.2948777220486163,0.37012643983017857,0.17928367628536152,1.0,75,local_mismatch_6bp,pseeiip,400,64,0.6247265625,39.9825
1.0,0.9803674775744625,0.9434487323686144,0.15649914251509656,0.33630708175464064,0.30063836493170226,1.0,100,substitution_1pct,ck4,400,136,0.45534926470588233,61.9275
1.0,0.9934334253998277,0.9810894812902319,0.09051756357738096,0.19447623001600683,0.10180973304625701,1.0,100,substitution_1pct,ck4p_msp,400,222,0.5942454954954955,131.9225
1.0,0.9950113521245243,0.9851366578499084,0.07883927725452165,0.17241308969831345,0.08837768787028534,1.0,100,substitution_1pct,pseknc_k3_l3,400,67,0.7228917910447761,48.43375
1.0,0.9935141466844217,0.9817283044598306,0.09067937061588971,0.19116322711633213,0.3523700692331005,1.0,100,substitution_1pct,ncp_anf,400,400,0.62855625,251.4225
0.9975,0.9899199014825,0.9683310156802561,0.11157017234601724,0.25166980554277546,0.17696708006730374,0.9975,100,substitution_1pct,pseeiip,400,64,0.70990234375,45.43375
1.0,0.9698938916959017,0.9572448610985801,0.24297887739614066,0.2924204713497245,0.2984077070915373,1.0,100,N_3pct,ck4,400,136,0.4372886029411765,59.47125
1.0,0.9890402057124666,0.9845739446350439,0.14687750234201075,0.17564767971432235,0.10120463683204475,1.0,100,N_3pct,ck4p_msp,400,222,0.6054898648648649,134.41875
1.0,0.9920552818160172,0.9887453335462387,0.12510017730422787,0.15003082390550052,0.08458089533293489,1.0,100,N_3pct,pseknc_k3_l3,400,67,0.7083582089552238,47.46
1.0,0.9848929837200757,0.9765422517518169,0.17189472072318843,0.21659983076011358,0.35160150298182896,1.0,100,N_3pct,ncp_anf,400,400,0.622825,249.13
1.0,0.9849502038217399,0.9761887059359392,0.17141651974437994,0.21822599748657368,0.17705201479382318,1.0,100,N_3pct,pseeiip,400,64,0.6946875,44.46
0.9975,0.9873774746409559,0.9830686262187976,0.15780193922029528,0.18401827195214482,0.3089038381570801,0.9975,100,trim_5bp,ck4,400,136,0.4469209558823529,60.78125
