task,representation,length,condition,n,paired_cosine_mean,paired_cosine_median,paired_cosine_p05,l2_delta_mean,l2_delta_p95,group,classifier,n_classes,accuracy,macro_f1,auroc
rc_consistency,cspaced_property_l2,300,reverse_complement,1680,0.9998151791947093,0.999933604900018,0.9993323539812925,,,close_relative_wgs,,,,,
perturbation_stability,cspaced_property_l2,300,N_3pct,1680,0.9970382161329359,,0.9965487522005162,0.0768712382176858,0.08308125896327018,close_relative_wgs,,,,,
perturbation_stability,cspaced_property_l2,300,substitution_1pct,1680,0.9991116228326626,,0.9981577980341346,0.03934272724106329,0.06069929026134755,close_relative_wgs,,,,,
close_relative_species,cspaced_property_l2,300,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.19444444444444445,0.19275210084033612,
close_relative_species,cspaced_property_l2,300,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.1111111111111111,0.11549235078646844,
close_relative_species,cspaced_property_l2,300,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.3333333333333333,0.3352941176470588,
close_relative_species,cspaced_property_l2,300,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.37037037037037035,0.36481481481481487,
close_relative_target_binary,cspaced_property_l2,300,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.4444444444444444,0.35612082670906203,0.2901234567901234
close_relative_target_binary,cspaced_property_l2,300,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.48148148148148145,0.4166666666666667,0.3333333333333333
close_relative_species,cspaced_property_l2,300,clean,120,,,,,,Candida,nearest_centroid,4.0,0.19444444444444445,0.1893374741200828,
close_relative_species,cspaced_property_l2,300,clean,120,,,,,,Candida,logistic_regression,4.0,0.3611111111111111,0.3856818089554662,
close_relative_target_binary,cspaced_property_l2,300,clean,90,,,,,,Candida,nearest_centroid,2.0,0.7407407407407407,0.699523052464229,0.7037037037037037
close_relative_target_binary,cspaced_property_l2,300,clean,90,,,,,,Candida,logistic_regression,2.0,0.7407407407407407,0.699523052464229,0.7037037037037037
close_relative_species,cspaced_property_l2,300,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.15555555555555556,0.14068347338935575,
close_relative_species,cspaced_property_l2,300,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.20202098383212935,
close_relative_target_binary,cspaced_property_l2,300,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5555555555555556,0.5397727272727273,0.47530864197530864
close_relative_target_binary,cspaced_property_l2,300,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.4444444444444444,0.41558441558441556,0.4382716049382716
close_relative_species,cspaced_property_l2,300,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.6111111111111112,0.609907120743034,0.5925925925925926
close_relative_species,cspaced_property_l2,300,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.55,0.5925925925925926
close_relative_target_binary,cspaced_property_l2,300,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.55,0.5308641975308642
close_relative_target_binary,cspaced_property_l2,300,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4444444444444444,0.4444444444444445
close_relative_species,cspaced_property_l2,300,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.3333333333333333,0.2852784134248665,
close_relative_species,cspaced_property_l2,300,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.25925925925925924,0.24094202898550723,
close_relative_target_binary,cspaced_property_l2,300,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.7037037037037037,0.6666666666666667,0.7345679012345678
close_relative_target_binary,cspaced_property_l2,300,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.7407407407407407,0.676923076923077,0.8518518518518519
close_relative_species,cspaced_property_l2,300,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.1388888888888889,0.13368983957219252,
close_relative_species,cspaced_property_l2,300,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.19444444444444445,0.19246031746031744,
close_relative_species,cspaced_property_l2,300,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.3333333333333333,0.3320720100905859,
close_relative_species,cspaced_property_l2,300,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.4444444444444444,0.44536177043916975,
close_relative_target_binary,cspaced_property_l2,300,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.4444444444444444,0.35612082670906203,0.32098765432098764
close_relative_target_binary,cspaced_property_l2,300,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.4444444444444444,0.3076923076923077,0.3395061728395061
close_relative_species,cspaced_property_l2,300,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.25,0.2494047619047619,
close_relative_species,cspaced_property_l2,300,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.3055555555555556,0.31921355498721227,
close_relative_target_binary,cspaced_property_l2,300,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.7777777777777778,0.7335526315789473,0.7098765432098766
close_relative_target_binary,cspaced_property_l2,300,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.7407407407407407,0.699523052464229,0.6851851851851851
close_relative_species,cspaced_property_l2,300,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.17777777777777778,0.1568671679197995,
close_relative_species,cspaced_property_l2,300,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.1111111111111111,0.1187430869783811,
close_relative_target_binary,cspaced_property_l2,300,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5185185185185185,0.47218045112781953,0.5246913580246914
close_relative_target_binary,cspaced_property_l2,300,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5555555555555556,0.5,0.5370370370370371
close_relative_species,cspaced_property_l2,300,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4984520123839009,0.6419753086419753
close_relative_species,cspaced_property_l2,300,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.55,0.654320987654321
close_relative_target_binary,cspaced_property_l2,300,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.5,0.4857142857142857,0.5061728395061728
close_relative_target_binary,cspaced_property_l2,300,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.3888888888888889,0.38699690402476783,0.4444444444444445
close_relative_species,cspaced_property_l2,300,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.2962962962962963,0.26156299840510366,
close_relative_species,cspaced_property_l2,300,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.2222222222222222,0.2190136660724896,
close_relative_target_binary,cspaced_property_l2,300,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6296296296296297,0.5833333333333333,0.6851851851851851
close_relative_target_binary,cspaced_property_l2,300,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.6666666666666666,0.5846153846153846,0.6666666666666666
rc_consistency,property_channels,75,reverse_complement,400,0.8996124351848329,0.899690609584802,0.8778968417173038,,,,,,,,
perturbation_stability,property_channels,75,N_3pct,400,0.9845779179010645,,0.978894591376183,0.17431935040246632,0.2054527129220347,,,,,,
perturbation_stability,property_channels,75,substitution_1pct,400,0.9987250632569221,,0.995614267777025,0.03549861630296926,0.09365609620440797,,,,,,
motif_position,property_channels,75,clean,240,,,,,,toy_motif,nearest_centroid,3.0,0.5,0.49782135076252726,
motif_position,property_channels,75,clean,240,,,,,,toy_motif,logistic_regression,3.0,0.5416666666666666,0.5377838577291382,
motif_position,property_channels,75,N_3pct,240,,,,,,toy_motif,nearest_centroid,3.0,0.5277777777777778,0.5270921985815603,
motif_position,property_channels,75,N_3pct,240,,,,,,toy_motif,logistic_regression,3.0,0.5,0.4992593398753273,
rc_consistency,property_channels,75,reverse_complement,1680,0.9032035551246651,0.9025182161025949,0.87763989298874,,,close_relative_wgs,,,,,
perturbation_stability,property_channels,75,N_3pct,1680,0.9848801080713461,,0.9785014448913416,0.1724859111908205,0.20735744552733956,close_relative_wgs,,,,,
perturbation_stability,property_channels,75,substitution_1pct,1680,0.9986712244909213,,0.9953855087780382,0.03625767317533627,0.09606759177586023,close_relative_wgs,,,,,
close_relative_species,property_channels,75,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.16666666666666666,0.16428571428571428,
close_relative_species,property_channels,75,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.25,0.23833333333333334,
close_relative_species,property_channels,75,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.3333333333333333,0.3142857142857143,
close_relative_species,property_channels,75,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.2962962962962963,0.2626262626262626,
close_relative_target_binary,property_channels,75,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5555555555555556,0.5397727272727273,0.537037037037037
close_relative_target_binary,property_channels,75,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5925925925925926,0.5714285714285714,0.5308641975308642
close_relative_species,property_channels,75,clean,120,,,,,,Candida,nearest_centroid,4.0,0.2222222222222222,0.2301003734827264,
close_relative_species,property_channels,75,clean,120,,,,,,Candida,logistic_regression,4.0,0.3055555555555556,0.3130743525480367,
close_relative_target_binary,property_channels,75,clean,90,,,,,,Candida,nearest_centroid,2.0,0.48148148148148145,0.4166666666666667,0.43827160493827166
close_relative_target_binary,property_channels,75,clean,90,,,,,,Candida,logistic_regression,2.0,0.5185185185185185,0.4419713831478538,0.4135802469135802
close_relative_species,property_channels,75,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.13333333333333333,0.12621118012422358,
close_relative_species,property_channels,75,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.18666605772743877,
close_relative_target_binary,property_channels,75,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5555555555555556,0.4214285714285714,0.48765432098765427
close_relative_target_binary,property_channels,75,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.5925925925925926,0.4427767354596623,0.4506172839506173
close_relative_species,property_channels,75,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.7222222222222222,0.7213622291021672,0.6419753086419753
close_relative_species,property_channels,75,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
close_relative_target_binary,property_channels,75,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.6666666666666666,0.6493506493506493,0.5925925925925926
close_relative_target_binary,property_channels,75,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.8333333333333334,0.8285714285714285,0.7283950617283952
close_relative_species,property_channels,75,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.37037037037037035,0.3736842105263158,
close_relative_species,property_channels,75,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.4444444444444444,0.4473110881779612,
close_relative_target_binary,property_channels,75,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.5925925925925926,0.5533834586466165,0.5432098765432098
close_relative_target_binary,property_channels,75,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.617283950617284
close_relative_species,property_channels,75,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.2222222222222222,0.21981580510992274,
close_relative_species,property_channels,75,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2222222222222222,0.21781015037593984,
close_relative_species,property_channels,75,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.3333333333333333,0.31284504968715493,
close_relative_species,property_channels,75,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.37037037037037035,0.34575163398692815,
close_relative_target_binary,property_channels,75,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5185185185185185,0.5077138849929874,0.5432098765432098
close_relative_target_binary,property_channels,75,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.5185185185185185,0.47218045112781953,0.4691358024691358
close_relative_species,property_channels,75,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.2777777777777778,0.27418546365914787,
close_relative_species,property_channels,75,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.2777777777777778,0.27044172932330823,
close_relative_target_binary,property_channels,75,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.4444444444444444,0.35612082670906203,0.4876543209876543
close_relative_target_binary,property_channels,75,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5925925925925926,0.49230769230769234,0.4814814814814815
close_relative_species,property_channels,75,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.1111111111111111,0.0970223978919631,
close_relative_species,property_channels,75,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.20700998348057173,
close_relative_target_binary,property_channels,75,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5555555555555556,0.46710526315789475,0.5740740740740741
close_relative_target_binary,property_channels,75,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.6666666666666666,0.5440900562851783,0.5987654320987654
close_relative_species,property_channels,75,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.7222222222222222,0.7142857142857142,0.5802469135802468
close_relative_species,property_channels,75,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.55,0.5432098765432098
close_relative_target_binary,property_channels,75,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.6111111111111112,0.609907120743034,0.6790123456790124
close_relative_target_binary,property_channels,75,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.5555555555555556,0.7037037037037037
close_relative_species,property_channels,75,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.2962962962962963,0.28703703703703703,
close_relative_species,property_channels,75,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.4444444444444444,0.449489737415434,
close_relative_target_binary,property_channels,75,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6296296296296297,0.5833333333333333,0.7160493827160493
close_relative_target_binary,property_channels,75,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.7407407407407407,0.699523052464229,0.6666666666666667
rc_consistency,property_channels,100,reverse_complement,400,0.8991858083469814,0.8985071239806828,0.8834521949308766,,,,,,,,
perturbation_stability,property_channels,100,N_3pct,400,0.9827767965768441,,0.9770300779770728,0.1847683519550698,0.21433574264423644,,,,,,
perturbation_stability,property_channels,100,substitution_1pct,400,0.9986053422496233,,0.9958910195321866,0.04124791121876305,0.09065281128590846,,,,,,
motif_position,property_channels,100,clean,240,,,,,,toy_motif,nearest_centroid,3.0,0.4444444444444444,0.44055320370675805,
motif_position,property_channels,100,clean,240,,,,,,toy_motif,logistic_regression,3.0,0.4583333333333333,0.45730810054518267,
motif_position,property_channels,100,N_3pct,240,,,,,,toy_motif,nearest_centroid,3.0,0.4861111111111111,0.4793769197016235,
motif_position,property_channels,100,N_3pct,240,,,,,,toy_motif,logistic_regression,3.0,0.4166666666666667,0.41772845095104233,
rc_consistency,property_channels,100,reverse_complement,1680,0.9031442305975252,0.9025977392629501,0.878863761334383,,,close_relative_wgs,,,,,
perturbation_stability,property_channels,100,N_3pct,1680,0.9827699530638284,,0.9772758031338005,0.18469920818542712,0.21318628879094448,close_relative_wgs,,,,,
perturbation_stability,property_channels,100,substitution_1pct,1680,0.9986027904976618,,0.995777771356788,0.04060046087814252,0.09189354728623132,close_relative_wgs,,,,,
close_relative_species,property_channels,100,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.19444444444444445,0.1888182486513352,
close_relative_species,property_channels,100,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2222222222222222,0.2162170131210379,
close_relative_species,property_channels,100,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4074074074074074,0.36981947622679884,
close_relative_species,property_channels,100,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.48148148148148145,0.43650793650793646,
close_relative_target_binary,property_channels,100,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5185185185185185,0.4935064935064935,0.5925925925925926
close_relative_target_binary,property_channels,100,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.6666666666666666,0.5846153846153846,0.7037037037037037
close_relative_species,property_channels,100,clean,120,,,,,,Candida,nearest_centroid,4.0,0.19444444444444445,0.19839046822742473,
close_relative_species,property_channels,100,clean,120,,,,,,Candida,logistic_regression,4.0,0.1388888888888889,0.1342391304347826,
close_relative_target_binary,property_channels,100,clean,90,,,,,,Candida,nearest_centroid,2.0,0.4444444444444444,0.35612082670906203,0.34567901234567905
close_relative_target_binary,property_channels,100,clean,90,,,,,,Candida,logistic_regression,2.0,0.4444444444444444,0.35612082670906203,0.33333333333333337
close_relative_species,property_channels,100,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.08888888888888889,0.07908496732026145,
close_relative_species,property_channels,100,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.13333333333333333,0.12937950937950937,
close_relative_target_binary,property_channels,100,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5185185185185185,0.34146341463414637,0.45679012345679015
close_relative_target_binary,property_channels,100,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.48148148148148145,0.325,0.5185185185185185
close_relative_species,property_channels,100,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.41558441558441556,0.4074074074074074
close_relative_species,property_channels,100,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4375,0.4074074074074074
close_relative_target_binary,property_channels,100,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.5555555555555556,0.5555555555555556,0.5308641975308642
close_relative_target_binary,property_channels,100,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.5555555555555556,0.5555555555555556,0.4938271604938272
close_relative_species,property_channels,100,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.4444444444444444,0.41038027994549736,
close_relative_species,property_channels,100,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.4074074074074074,0.3883597883597883,
close_relative_target_binary,property_channels,100,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.5185185185185185,0.39999999999999997,0.49999999999999994
close_relative_target_binary,property_channels,100,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.5555555555555556,0.5,0.5493827160493827
close_relative_species,property_channels,100,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.25,0.24720088264138607,
close_relative_species,property_channels,100,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.25,0.24390096618357487,
close_relative_species,property_channels,100,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.4444444444444444,0.42601388381439537,
close_relative_species,property_channels,100,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.4444444444444444,0.41038027994549736,
close_relative_target_binary,property_channels,100,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.48148148148148145,0.4166666666666667,0.5864197530864197
close_relative_target_binary,property_channels,100,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.5555555555555556,0.46710526315789475,0.5925925925925926
close_relative_species,property_channels,100,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.25,0.25217086834733893,
close_relative_species,property_channels,100,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.3055555555555556,0.3103386809269162,
close_relative_target_binary,property_channels,100,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.5925925925925926,0.4427767354596623,0.3580246913580247
close_relative_target_binary,property_channels,100,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5185185185185185,0.34146341463414637,0.38271604938271603
close_relative_species,property_channels,100,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.15555555555555556,0.15564468211527033,
close_relative_species,property_channels,100,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.13333333333333333,0.13654970760233917,
close_relative_target_binary,property_channels,100,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5185185185185185,0.39999999999999997,0.43209876543209874
close_relative_target_binary,property_channels,100,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.5185185185185185,0.39999999999999997,0.47530864197530864
close_relative_species,property_channels,100,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.3888888888888889,0.37142857142857144,0.3580246913580247
close_relative_species,property_channels,100,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.5,0.4984520123839009,0.3580246913580247
close_relative_target_binary,property_channels,100,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.2777777777777778,0.27554179566563464,0.33333333333333337
close_relative_target_binary,property_channels,100,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.2777777777777778,0.27554179566563464,0.345679012345679
close_relative_species,property_channels,100,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.5555555555555556,0.5,
close_relative_species,property_channels,100,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.48148148148148145,0.4578111946532999,
close_relative_target_binary,property_channels,100,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.5185185185185185,0.39999999999999997,0.617283950617284
close_relative_target_binary,property_channels,100,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.6666666666666666,0.5440900562851783,0.6851851851851851
rc_consistency,property_channels,125,reverse_complement,1680,0.9029237687335273,0.9016523429054697,0.8819782070335772,,,close_relative_wgs,,,,,
perturbation_stability,property_channels,125,N_3pct,1680,0.9816863408173118,,0.9766378557160215,0.1906742935285948,0.21615801757921416,close_relative_wgs,,,,,
perturbation_stability,property_channels,125,substitution_1pct,1680,0.9985630550661675,,0.9960296373984058,0.04408249392638501,0.08911074178547586,close_relative_wgs,,,,,
close_relative_species,property_channels,125,clean,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.3888888888888889,0.3674089068825911,
close_relative_species,property_channels,125,clean,120,,,,,,Acinetobacter,logistic_regression,4.0,0.3888888888888889,0.3502774029089818,
close_relative_species,property_channels,125,clean,90,,,,,,Burkholderia,nearest_centroid,3.0,0.2962962962962963,0.25,
close_relative_species,property_channels,125,clean,90,,,,,,Burkholderia,logistic_regression,3.0,0.2962962962962963,0.2878787878787879,
close_relative_target_binary,property_channels,125,clean,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5925925925925926,0.49230769230769234,0.48765432098765427
close_relative_target_binary,property_channels,125,clean,90,,,,,,Burkholderia,logistic_regression,2.0,0.5555555555555556,0.4214285714285714,0.4691358024691358
close_relative_species,property_channels,125,clean,120,,,,,,Candida,nearest_centroid,4.0,0.4722222222222222,0.4441391941391941,
close_relative_species,property_channels,125,clean,120,,,,,,Candida,logistic_regression,4.0,0.3888888888888889,0.35295454545454547,
close_relative_target_binary,property_channels,125,clean,90,,,,,,Candida,nearest_centroid,2.0,0.5185185185185185,0.4935064935064935,0.4753086419753086
close_relative_target_binary,property_channels,125,clean,90,,,,,,Candida,logistic_regression,2.0,0.5925925925925926,0.5278219395866455,0.5123456790123457
close_relative_species,property_channels,125,clean,150,,,,,,Enterobacter,nearest_centroid,5.0,0.2222222222222222,0.21111111111111108,
close_relative_species,property_channels,125,clean,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.18561784897025171,
close_relative_target_binary,property_channels,125,clean,90,,,,,,Enterobacter,nearest_centroid,2.0,0.5185185185185185,0.39999999999999997,0.3950617283950617
close_relative_target_binary,property_channels,125,clean,90,,,,,,Enterobacter,logistic_regression,2.0,0.5185185185185185,0.4419713831478538,0.4012345679012346
close_relative_species,property_channels,125,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.4444444444444444,0.4375,0.33333333333333337
close_relative_species,property_channels,125,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.3333333333333333,0.325,0.30864197530864196
close_relative_target_binary,property_channels,125,clean,60,,,,,,Escherichia,nearest_centroid,2.0,0.6666666666666666,0.6625,0.6666666666666667
close_relative_target_binary,property_channels,125,clean,60,,,,,,Escherichia,logistic_regression,2.0,0.6111111111111112,0.6,0.6790123456790124
close_relative_species,property_channels,125,clean,90,,,,,,Klebsiella,nearest_centroid,3.0,0.37037037037037035,0.34040404040404043,
close_relative_species,property_channels,125,clean,90,,,,,,Klebsiella,logistic_regression,3.0,0.4074074074074074,0.3943191311612364,
close_relative_target_binary,property_channels,125,clean,90,,,,,,Klebsiella,nearest_centroid,2.0,0.7037037037037037,0.6666666666666667,0.7839506172839505
close_relative_target_binary,property_channels,125,clean,90,,,,,,Klebsiella,logistic_regression,2.0,0.7407407407407407,0.699523052464229,0.7962962962962963
close_relative_species,property_channels,125,N_3pct,120,,,,,,Acinetobacter,nearest_centroid,4.0,0.3611111111111111,0.3605567226890756,
close_relative_species,property_channels,125,N_3pct,120,,,,,,Acinetobacter,logistic_regression,4.0,0.2222222222222222,0.22650978407557354,
close_relative_species,property_channels,125,N_3pct,90,,,,,,Burkholderia,nearest_centroid,3.0,0.2962962962962963,0.25603864734299514,
close_relative_species,property_channels,125,N_3pct,90,,,,,,Burkholderia,logistic_regression,3.0,0.3333333333333333,0.3102453102453102,
close_relative_target_binary,property_channels,125,N_3pct,90,,,,,,Burkholderia,nearest_centroid,2.0,0.5555555555555556,0.5235294117647059,0.48765432098765427
close_relative_target_binary,property_channels,125,N_3pct,90,,,,,,Burkholderia,logistic_regression,2.0,0.5555555555555556,0.4214285714285714,0.5493827160493827
close_relative_species,property_channels,125,N_3pct,120,,,,,,Candida,nearest_centroid,4.0,0.5,0.4574915824915825,
close_relative_species,property_channels,125,N_3pct,120,,,,,,Candida,logistic_regression,4.0,0.4166666666666667,0.3605203619909502,
close_relative_target_binary,property_channels,125,N_3pct,90,,,,,,Candida,nearest_centroid,2.0,0.48148148148148145,0.4630681818181818,0.4197530864197532
close_relative_target_binary,property_channels,125,N_3pct,90,,,,,,Candida,logistic_regression,2.0,0.5555555555555556,0.46710526315789475,0.4444444444444444
close_relative_species,property_channels,125,N_3pct,150,,,,,,Enterobacter,nearest_centroid,5.0,0.17777777777777778,0.14419047619047617,
close_relative_species,property_channels,125,N_3pct,150,,,,,,Enterobacter,logistic_regression,5.0,0.2,0.18623376623376625,
close_relative_target_binary,property_channels,125,N_3pct,90,,,,,,Enterobacter,nearest_centroid,2.0,0.48148148148148145,0.4166666666666667,0.35185185185185186
close_relative_target_binary,property_channels,125,N_3pct,90,,,,,,Enterobacter,logistic_regression,2.0,0.48148148148148145,0.4166666666666667,0.39506172839506176
close_relative_species,property_channels,125,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.3888888888888889,0.38699690402476783,0.35802469135802467
close_relative_species,property_channels,125,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.4444444444444444,0.4444444444444444,0.3580246913580247
close_relative_target_binary,property_channels,125,N_3pct,60,,,,,,Escherichia,nearest_centroid,2.0,0.7222222222222222,0.7142857142857142,0.7037037037037037
close_relative_target_binary,property_channels,125,N_3pct,60,,,,,,Escherichia,logistic_regression,2.0,0.6111111111111112,0.6,0.6790123456790124
close_relative_species,property_channels,125,N_3pct,90,,,,,,Klebsiella,nearest_centroid,3.0,0.3333333333333333,0.3333333333333333,
close_relative_species,property_channels,125,N_3pct,90,,,,,,Klebsiella,logistic_regression,3.0,0.3333333333333333,0.34074074074074073,
close_relative_target_binary,property_channels,125,N_3pct,90,,,,,,Klebsiella,nearest_centroid,2.0,0.6666666666666666,0.5846153846153846,0.5864197530864197
close_relative_target_binary,property_channels,125,N_3pct,90,,,,,,Klebsiella,logistic_regression,2.0,0.6666666666666666,0.5846153846153846,0.5432098765432098
rc_consistency,property_channels,150,reverse_complement,1680,0.9030820902565362,0.9022339037453704,0.8824103200529614,,,close_relative_wgs,,,,,
