task,length,condition,representation,classifier,macro_f1_mean,macro_f1_sd,accuracy_mean,n_cells
within_genus_species,100,N_3pct,ck4,nearest_centroid,0.2934130684130684,0.12477203767678578,0.3047580882337034,30
within_genus_species,100,N_3pct,ck4_p,logistic,0.31302238270272326,0.12712013927844143,0.34244172270243795,30
within_genus_species,100,N_3pct,ck4_p,nearest_centroid,0.2934130684130684,0.12477203767678578,0.3047580882337034,30
within_genus_species,100,N_3pct,ck4p_msp,logistic,0.34191935270134444,0.13175458805563317,0.3648329255603927,30
within_genus_species,100,N_3pct,ck4p_msp,nearest_centroid,0.2986499919833253,0.12866048306050107,0.30961742327206654,30
within_genus_species,100,N_3pct,ckmer5_count_l2,logistic,0.3405534331700482,0.16036041065921242,0.36685862060057317,30
within_genus_species,100,N_3pct,ckmer5_count_l2,nearest_centroid,0.33411967053891717,0.13645006157423212,0.347974916444248,30
within_genus_species,100,clean,ck4,logistic,0.3118879446338167,0.11151805597391719,0.33787888634623353,30
within_genus_species,100,clean,ck4,nearest_centroid,0.3114065245756422,0.12991038502604865,0.32197244101402317,30
within_genus_species,100,clean,ck4_p,logistic,0.31134634126145994,0.12356546099634366,0.3356906447781966,30
within_genus_species,100,clean,ck4_p,nearest_centroid,0.313232476401594,0.1292099576003638,0.3236391076806899,30
within_genus_species,100,clean,ck4p_msp,logistic,0.33302349569171036,0.12082076885639605,0.35846655771935776,30
within_genus_species,100,clean,ck4p_msp,nearest_centroid,0.3078175681435485,0.13393877944637164,0.3185623813379788,30
within_genus_species,100,clean,ckmer5_count_l2,logistic,0.28714269526769526,0.1080048663228561,0.31849811343373385,30
within_genus_species,100,clean,ckmer5_count_l2,nearest_centroid,0.2975596734420264,0.10802544189880411,0.31098700554230146,30
within_genus_species,100,substitution_1pct,ck4,logistic,0.3436330168799209,0.14949710476322686,0.36504512529195043,30
within_genus_species,100,substitution_1pct,ck4,nearest_centroid,0.302225229110033,0.14707750444026177,0.30872286848045294,30
within_genus_species,100,substitution_1pct,ck4_p,logistic,0.3358049263735538,0.12844938287578478,0.35845266331056524,30
within_genus_species,100,substitution_1pct,ck4_p,nearest_centroid,0.3048717230481936,0.14457118394573928,0.31136262003324794,30
within_genus_species,100,substitution_1pct,ck4p_msp,logistic,0.32740295581420453,0.12278537882374371,0.3523305763402994,30
within_genus_species,100,substitution_1pct,ck4p_msp,nearest_centroid,0.30586752508566234,0.145678950137415,0.3135822035188161,30
within_genus_species,100,substitution_1pct,ckmer5_count_l2,logistic,0.300923311910541,0.14024450437381017,0.3236866365963949,30
within_genus_species,100,substitution_1pct,ckmer5_count_l2,nearest_centroid,0.31098546632628155,0.11254279858789473,0.32916791031527776,30
within_genus_species,100,substitution_1pct_N_3pct,ck4,logistic,0.31477921279882065,0.11650254490005525,0.33657694659800225,30
within_genus_species,100,substitution_1pct_N_3pct,ck4,nearest_centroid,0.3093447383226795,0.13416261329631302,0.32400816000835847,30
within_genus_species,100,substitution_1pct_N_3pct,ck4_p,logistic,0.3153730694686577,0.11344543247973636,0.33876774847870184,30
within_genus_species,100,substitution_1pct_N_3pct,ck4_p,nearest_centroid,0.30499353397147516,0.13370564549062441,0.3195285816157366,30
within_genus_species,100,substitution_1pct_N_3pct,ck4p_msp,logistic,0.3456703466382259,0.14217957826679553,0.3636477061634703,30
within_genus_species,100,substitution_1pct_N_3pct,ck4p_msp,nearest_centroid,0.30935422883217,0.1319595370752099,0.32301024987251725,30
within_genus_species,100,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,0.29628604665124275,0.12467189819429639,0.32427095944006606,30
within_genus_species,100,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,0.29949783096351723,0.111348682914244,0.3193569582664741,30
within_genus_species,100,trim_5bp,ck4,logistic,0.2983052212856135,0.11170247769832603,0.3206340503354129,30
within_genus_species,100,trim_5bp,ck4,nearest_centroid,0.2934937870771204,0.13908901034183566,0.29790169436544783,30
within_genus_species,100,trim_5bp,ck4_p,logistic,0.2945951595608458,0.12052778596482758,0.3177341617897443,30
within_genus_species,100,trim_5bp,ck4_p,nearest_centroid,0.2942459515792849,0.13613776062838595,0.2980397205904305,30
within_genus_species,100,trim_5bp,ck4p_msp,logistic,0.3244765525295711,0.10251767825845946,0.3447703825067349,30
within_genus_species,100,trim_5bp,ck4p_msp,nearest_centroid,0.2954590347923681,0.13614684948980613,0.2988644705531115,30
within_genus_species,100,trim_5bp,ckmer5_count_l2,logistic,0.3064538731440176,0.09254171547919882,0.33311979673519493,30
within_genus_species,100,trim_5bp,ckmer5_count_l2,nearest_centroid,0.3096094330506095,0.11569027535988334,0.3206329401507547,30
within_genus_species,150,N_3pct,ck4,logistic,0.31491716671128434,0.1074345581168474,0.33075775672937696,30
within_genus_species,150,N_3pct,ck4,nearest_centroid,0.34324708933042264,0.1449992315590721,0.3579354702935714,30
within_genus_species,150,N_3pct,ck4_p,logistic,0.33203358639220354,0.11721881449785235,0.34926697227780823,30
within_genus_species,150,N_3pct,ck4_p,nearest_centroid,0.3460553921387255,0.14807004023813397,0.35978732214542325,30
within_genus_species,150,N_3pct,ck4p_msp,logistic,0.3248406862029153,0.13771641184532618,0.33931032870351757,30
within_genus_species,150,N_3pct,ck4p_msp,nearest_centroid,0.3516064151897485,0.14862942162396706,0.36409684595494707,30
within_genus_species,150,N_3pct,ckmer5_count_l2,logistic,0.30221589092499823,0.1343805433164404,0.3188712505817769,30
within_genus_species,150,N_3pct,ckmer5_count_l2,nearest_centroid,0.3349000600983315,0.11832331634495316,0.3517946379767845,30
within_genus_species,150,clean,ck4,logistic,0.32027747136286866,0.13018528959543035,0.33839995041078635,30
within_genus_species,150,clean,ck4,nearest_centroid,0.336718130391376,0.1505009168266674,0.35255677058102236,30
within_genus_species,150,clean,ck4_p,logistic,0.3238993291566821,0.13494431128478424,0.3416614867951297,30
within_genus_species,150,clean,ck4_p,nearest_centroid,0.33956565323889887,0.15349924570214532,0.3559237739480257,30
within_genus_species,150,clean,ck4p_msp,logistic,0.37863754727480214,0.15164027990143272,0.39330802381885976,30
within_genus_species,150,clean,ck4p_msp,nearest_centroid,0.33505943142875544,0.15166008985905866,0.3511657868370975,30
within_genus_species,150,clean,ckmer5_count_l2,logistic,0.3400629165153159,0.1403320623680929,0.3628200466925957,30
within_genus_species,150,clean,ckmer5_count_l2,nearest_centroid,0.33740435260855794,0.1359707519625427,0.3536636792668784,30
within_genus_species,150,substitution_1pct,ck4,logistic,0.318279117034019,0.12550511705908632,0.33541031261671095,30
within_genus_species,150,substitution_1pct,ck4,nearest_centroid,0.33450031295864624,0.15453217137821468,0.3488861601075223,30
within_genus_species,150,substitution_1pct,ck4_p,logistic,0.32897336078953726,0.14008195798444842,0.347740770275858,30
within_genus_species,150,substitution_1pct,ck4_p,nearest_centroid,0.3341348450931784,0.1539100306481787,0.3484651074759434,30
within_genus_species,150,substitution_1pct,ck4p_msp,logistic,0.34099644554791614,0.12603299903459203,0.35887405907168546,30
within_genus_species,150,substitution_1pct,ck4p_msp,nearest_centroid,0.3346258355841689,0.1467895548296416,0.3485043231622179,30
within_genus_species,150,substitution_1pct,ckmer5_count_l2,logistic,0.30956217118794516,0.12324655894405087,0.3315103802668302,30
within_genus_species,150,substitution_1pct,ckmer5_count_l2,nearest_centroid,0.3049951895083474,0.10594961102912288,0.32722676373811566,30
within_genus_species,150,substitution_1pct_N_3pct,ck4,logistic,0.32587299438034734,0.12805367984831983,0.3410304446537677,30
within_genus_species,150,substitution_1pct_N_3pct,ck4,nearest_centroid,0.3326723599566737,0.13363220938672077,0.343525352604816,30
within_genus_species,150,substitution_1pct_N_3pct,ck4_p,logistic,0.35312396998426415,0.1330648082293321,0.36250061899649105,30
within_genus_species,150,substitution_1pct_N_3pct,ck4_p,nearest_centroid,0.33446945175376547,0.1309998116283933,0.3448586859381493,30
within_genus_species,150,substitution_1pct_N_3pct,ck4p_msp,logistic,0.3614004260703177,0.15034657422940062,0.38473802667920315,30
within_genus_species,150,substitution_1pct_N_3pct,ck4p_msp,nearest_centroid,0.33944978868263187,0.1316613236157122,0.349525352604816,30
within_genus_species,150,substitution_1pct_N_3pct,ckmer5_count_l2,logistic,0.31307055092787806,0.13933927183583822,0.33291521200963925,30
within_genus_species,150,substitution_1pct_N_3pct,ckmer5_count_l2,nearest_centroid,0.34173141992930434,0.11931149610634585,0.36077202730763097,30
within_genus_species,150,trim_5bp,ck4,logistic,0.32828433863560286,0.13250747394303725,0.34279943182987554,30
within_genus_species,150,trim_5bp,ck4,nearest_centroid,0.33852574059927,0.1584735701376362,0.35096045442536666,30
within_genus_species,150,trim_5bp,ck4_p,logistic,0.3368846256942232,0.1423577748854358,0.35538304574682283,30
within_genus_species,150,trim_5bp,ck4_p,nearest_centroid,0.3382327003062297,0.15820294559381926,0.35096045442536666,30
within_genus_species,150,trim_5bp,ck4p_msp,logistic,0.36084433977519637,0.14003207810480203,0.375630279287658,30
within_genus_species,150,trim_5bp,ck4p_msp,nearest_centroid,0.3378236957305585,0.15865741749622006,0.35061228751373236,30
within_genus_species,150,trim_5bp,ckmer5_count_l2,logistic,0.3303252420237714,0.1341718484880232,0.3575010062750001,30
within_genus_species,150,trim_5bp,ckmer5_count_l2,nearest_centroid,0.3280396724591771,0.13943022881536876,0.3460822826220143,30
