representation,classifier,split,fold,task,length,condition,n_samples,n_groups,n_classes,n_features,accuracy,macro_f1,genus,label_col
ck4p_msp,logistic,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,52,52,2,222,0.45454545454545453,0.45,Escherichia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,52,52,2,222,0.36363636363636365,0.36363636363636365,Escherichia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,52,52,2,222,0.45454545454545453,0.4107142857142857,Escherichia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,52,52,2,222,0.3,0.29292929292929293,Escherichia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,52,52,2,222,0.5,0.4949494949494949,Escherichia,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,52,52,2,222,0.7,0.6000000000000001,Escherichia,target_binary
ck4p_msp,logistic,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,52,52,2,222,0.6,0.5238095238095238,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.5,0.45054945054945056,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.6,0.5238095238095238,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.5454545454545454,0.5299145299145299,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.5454545454545454,0.5299145299145299,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.36363636363636365,0.36363636363636365,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.36363636363636365,0.3418803418803419,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.3,0.29292929292929293,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.5,0.4949494949494949,Escherichia,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.5,0.3333333333333333,Escherichia,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,52,52,2,508,0.6,0.5238095238095238,Escherichia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.2,0.18412698412698414,Klebsiella,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.2,0.19572649572649573,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.55,0.5442890442890443,Klebsiella,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.45,0.375,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.45,0.45800865800865803,Klebsiella,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.3,0.3143288084464555,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.35,0.347985347985348,Klebsiella,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.25,0.25396825396825395,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.45,0.4478680361033302,Klebsiella,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,136,0.4,0.3927601809954751,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.2,0.18412698412698414,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.2,0.19572649572649573,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.55,0.5442890442890443,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.5,0.4583333333333333,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.45,0.45800865800865803,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.3,0.3143288084464555,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.35,0.347985347985348,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.3,0.27807486631016043,Klebsiella,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.45,0.4478680361033302,Klebsiella,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,147,0.4,0.3927601809954751,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.25,0.22756410256410256,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.35,0.3512820512820513,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.55,0.5442890442890443,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.45,0.4386724386724386,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.45,0.45800865800865803,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.3,0.3055555555555555,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.35,0.347985347985348,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.15,0.13055555555555556,Klebsiella,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.45,0.4478680361033302,Klebsiella,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,222,0.35,0.333630421865716,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.35,0.3,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.15,0.13968253968253966,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.5,0.42777777777777776,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.5,0.4131054131054131,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.55,0.557142857142857,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.5,0.5111111111111111,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.2,0.1978021978021978,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.15,0.14017094017094017,Klebsiella,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.3,0.2869592281356987,Klebsiella,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,100,substitution_1pct_N_3pct,100,100,3,511,0.35,0.3259259259259259,Klebsiella,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.6,0.5604395604395604,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.65,0.6419437340153453,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.55,0.52,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.6,0.5238095238095238,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.6,0.5604395604395604,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.5,0.45054945054945056,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.65,0.6491228070175439,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.7,0.6875,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.35,0.3483709273182957,Klebsiella,target_binary
ck4,logistic,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,100,100,2,136,0.55,0.52,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.6,0.5604395604395604,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.65,0.6419437340153453,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.6,0.5604395604395604,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.6,0.5238095238095238,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.6,0.5604395604395604,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.5,0.45054945054945056,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.65,0.6491228070175439,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.65,0.6491228070175439,Klebsiella,target_binary
ck4_p,nearest_centroid,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.35,0.3483709273182957,Klebsiella,target_binary
ck4_p,logistic,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,100,100,2,147,0.45,0.41333333333333333,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.6,0.5604395604395604,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.65,0.6419437340153453,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.6,0.5833333333333333,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.7,0.6703296703296704,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.6,0.5604395604395604,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.5,0.40476190476190477,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.65,0.6491228070175439,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.6,0.595959595959596,Klebsiella,target_binary
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.4,0.3939393939393939,Klebsiella,target_binary
ck4p_msp,logistic,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,100,100,2,222,0.5,0.45054945054945056,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.8,0.7802197802197802,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,1,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.5,0.45054945054945056,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.5,0.45054945054945056,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,2,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.6,0.5604395604395604,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.6,0.5238095238095238,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,3,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.55,0.48717948717948717,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.65,0.6491228070175439,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,4,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.45,0.4373401534526854,Klebsiella,target_binary
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.55,0.5488721804511278,Klebsiella,target_binary
ckmer5_count_l2,logistic,5fold_grouped_cv,5,target_background,100,substitution_1pct_N_3pct,100,100,2,511,0.6,0.5604395604395604,Klebsiella,target_binary
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,150,clean,124,124,4,136,0.44,0.4287878787878788,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,150,clean,124,124,4,136,0.48,0.4666666666666666,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,150,clean,124,124,4,136,0.2,0.18333333333333335,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,150,clean,124,124,4,136,0.28,0.2702380952380953,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,150,clean,124,124,4,136,0.2,0.16666666666666669,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,150,clean,124,124,4,136,0.32,0.2608187134502924,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,150,clean,124,124,4,136,0.20833333333333334,0.17387820512820512,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,150,clean,124,124,4,136,0.2916666666666667,0.28055555555555556,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,150,clean,124,124,4,136,0.2,0.16724941724941725,Acinetobacter,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,150,clean,124,124,4,136,0.4,0.38522588522588525,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,150,clean,124,124,4,147,0.44,0.4287878787878788,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,150,clean,124,124,4,147,0.36,0.35064935064935066,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,150,clean,124,124,4,147,0.2,0.18333333333333335,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,150,clean,124,124,4,147,0.28,0.2787878787878788,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,150,clean,124,124,4,147,0.2,0.16666666666666669,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,150,clean,124,124,4,147,0.36,0.2875,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,150,clean,124,124,4,147,0.20833333333333334,0.17387820512820512,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,150,clean,124,124,4,147,0.2916666666666667,0.27793317793317796,Acinetobacter,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,150,clean,124,124,4,147,0.2,0.16724941724941725,Acinetobacter,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,150,clean,124,124,4,147,0.36,0.35874125874125873,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,150,clean,124,124,4,222,0.44,0.4286963036963037,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,150,clean,124,124,4,222,0.56,0.5208333333333333,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,150,clean,124,124,4,222,0.2,0.18333333333333335,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,150,clean,124,124,4,222,0.28,0.27995337995337993,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,150,clean,124,124,4,222,0.2,0.16666666666666669,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,150,clean,124,124,4,222,0.32,0.25384615384615383,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,150,clean,124,124,4,222,0.20833333333333334,0.17387820512820512,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,150,clean,124,124,4,222,0.25,0.23717948717948717,Acinetobacter,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,150,clean,124,124,4,222,0.2,0.1683634992458522,Acinetobacter,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,150,clean,124,124,4,222,0.44,0.43843656343656345,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,150,clean,124,124,4,512,0.52,0.5120879120879122,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,150,clean,124,124,4,512,0.52,0.5153846153846153,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,150,clean,124,124,4,512,0.24,0.23937908496732024,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,150,clean,124,124,4,512,0.32,0.3161075036075036,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,150,clean,124,124,4,512,0.32,0.3017045454545455,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,150,clean,124,124,4,512,0.32,0.31233766233766236,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,150,clean,124,124,4,512,0.20833333333333334,0.1774132730015083,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,150,clean,124,124,4,512,0.125,0.10427807486631016,Acinetobacter,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,150,clean,124,124,4,512,0.48,0.49642857142857144,Acinetobacter,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,150,clean,124,124,4,512,0.44,0.4630952380952381,Acinetobacter,label
ck4,nearest_centroid,5fold_grouped_cv,1,within_genus_species,150,clean,94,94,3,136,0.42105263157894735,0.40492840492840493,Burkholderia,label
ck4,logistic,5fold_grouped_cv,1,within_genus_species,150,clean,94,94,3,136,0.42105263157894735,0.4230769230769231,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,2,within_genus_species,150,clean,94,94,3,136,0.5263157894736842,0.5317460317460317,Burkholderia,label
ck4,logistic,5fold_grouped_cv,2,within_genus_species,150,clean,94,94,3,136,0.42105263157894735,0.4205128205128205,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,3,within_genus_species,150,clean,94,94,3,136,0.42105263157894735,0.39829059829059826,Burkholderia,label
ck4,logistic,5fold_grouped_cv,3,within_genus_species,150,clean,94,94,3,136,0.2631578947368421,0.195906432748538,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,4,within_genus_species,150,clean,94,94,3,136,0.3157894736842105,0.2916666666666667,Burkholderia,label
ck4,logistic,5fold_grouped_cv,4,within_genus_species,150,clean,94,94,3,136,0.21052631578947367,0.1996434937611408,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,5,within_genus_species,150,clean,94,94,3,136,0.5,0.5,Burkholderia,label
ck4,logistic,5fold_grouped_cv,5,within_genus_species,150,clean,94,94,3,136,0.3888888888888889,0.3808922558922559,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,1,within_genus_species,150,clean,94,94,3,147,0.42105263157894735,0.40492840492840493,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,1,within_genus_species,150,clean,94,94,3,147,0.42105263157894735,0.4230769230769231,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,2,within_genus_species,150,clean,94,94,3,147,0.5263157894736842,0.5317460317460317,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,2,within_genus_species,150,clean,94,94,3,147,0.3684210526315789,0.3502645502645503,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,3,within_genus_species,150,clean,94,94,3,147,0.42105263157894735,0.39829059829059826,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,3,within_genus_species,150,clean,94,94,3,147,0.21052631578947367,0.16526610644257703,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,4,within_genus_species,150,clean,94,94,3,147,0.3157894736842105,0.2916666666666667,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,4,within_genus_species,150,clean,94,94,3,147,0.21052631578947367,0.1955128205128205,Burkholderia,label
ck4_p,nearest_centroid,5fold_grouped_cv,5,within_genus_species,150,clean,94,94,3,147,0.5,0.5,Burkholderia,label
ck4_p,logistic,5fold_grouped_cv,5,within_genus_species,150,clean,94,94,3,147,0.4444444444444444,0.4484848484848485,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,1,within_genus_species,150,clean,94,94,3,222,0.42105263157894735,0.40492840492840493,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,1,within_genus_species,150,clean,94,94,3,222,0.3157894736842105,0.3068181818181818,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,2,within_genus_species,150,clean,94,94,3,222,0.5263157894736842,0.5317460317460317,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,2,within_genus_species,150,clean,94,94,3,222,0.47368421052631576,0.4761904761904762,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,3,within_genus_species,150,clean,94,94,3,222,0.42105263157894735,0.39829059829059826,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,3,within_genus_species,150,clean,94,94,3,222,0.21052631578947367,0.1736694677871148,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,4,within_genus_species,150,clean,94,94,3,222,0.3157894736842105,0.2916666666666667,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,4,within_genus_species,150,clean,94,94,3,222,0.3157894736842105,0.3226773226773227,Burkholderia,label
ck4p_msp,nearest_centroid,5fold_grouped_cv,5,within_genus_species,150,clean,94,94,3,222,0.5,0.5,Burkholderia,label
ck4p_msp,logistic,5fold_grouped_cv,5,within_genus_species,150,clean,94,94,3,222,0.3888888888888889,0.37542087542087543,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,1,within_genus_species,150,clean,94,94,3,504,0.42105263157894735,0.4230769230769231,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,1,within_genus_species,150,clean,94,94,3,504,0.3684210526315789,0.36752136752136755,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,2,within_genus_species,150,clean,94,94,3,504,0.47368421052631576,0.43625356125356135,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,2,within_genus_species,150,clean,94,94,3,504,0.5789473684210527,0.5726495726495727,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,3,within_genus_species,150,clean,94,94,3,504,0.3684210526315789,0.3502645502645502,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,3,within_genus_species,150,clean,94,94,3,504,0.3684210526315789,0.3420479302832244,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,4,within_genus_species,150,clean,94,94,3,504,0.3157894736842105,0.29946524064171126,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,4,within_genus_species,150,clean,94,94,3,504,0.21052631578947367,0.16666666666666666,Burkholderia,label
ckmer5_count_l2,nearest_centroid,5fold_grouped_cv,5,within_genus_species,150,clean,94,94,3,504,0.2777777777777778,0.20875420875420878,Burkholderia,label
ckmer5_count_l2,logistic,5fold_grouped_cv,5,within_genus_species,150,clean,94,94,3,504,0.3888888888888889,0.36904761904761907,Burkholderia,label
ck4,nearest_centroid,5fold_grouped_cv,1,target_background,150,clean,94,94,2,136,0.47368421052631576,0.4722222222222222,Burkholderia,target_binary
ck4,logistic,5fold_grouped_cv,1,target_background,150,clean,94,94,2,136,0.5263157894736842,0.5043478260869565,Burkholderia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,2,target_background,150,clean,94,94,2,136,0.5263157894736842,0.5043478260869565,Burkholderia,target_binary
ck4,logistic,5fold_grouped_cv,2,target_background,150,clean,94,94,2,136,0.47368421052631576,0.43452380952380953,Burkholderia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,3,target_background,150,clean,94,94,2,136,0.6666666666666666,0.6493506493506493,Burkholderia,target_binary
ck4,logistic,5fold_grouped_cv,3,target_background,150,clean,94,94,2,136,0.6111111111111112,0.5418181818181818,Burkholderia,target_binary
ck4,nearest_centroid,5fold_grouped_cv,4,target_background,150,clean,94,94,2,136,0.5263157894736842,0.4242424242424242,Burkholderia,target_binary
