length,condition,representation,representation_label,n_features,n_pairs,retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate
75,substitution_1pct_N_3pct,pseeiip,PseEIIP,64,200,1.0,0.9731045888810362,0.9449030866186474,0.22412278404783714,0.33194957815797643,0.21347308754929284,1.0
75,local_mismatch_6bp,pseeiip,PseEIIP,64,200,1.0,0.9567092680889172,0.9354584969448096,0.29084587543229323,0.3592808064822193,0.19229659353164735,1.0
75,short_indel,pseeiip,PseEIIP,64,200,1.0,0.992551977231571,0.9712689163400224,0.08154901408538553,0.2397126483828295,0.22570729524623317,1.0
75,substitution_1pct,ncp_anf,NCP+ANF,308,200,1.0,0.9932897799369498,0.980994982188384,0.08484077822120235,0.1949616179378788,0.3549074479558317,1.0
75,N_3pct,ncp_anf,NCP+ANF,308,200,1.0,0.9868242203454889,0.9787439678048261,0.15979442867301188,0.20618374087742622,0.35472182388239903,1.0
75,trim_5bp,ncp_anf,NCP+ANF,308,200,1.0,0.96757676241359,0.9544636194620809,0.25265549735350973,0.30178263848844195,0.3435503271413481,1.0
75,substitution_1pct_N_3pct,ncp_anf,NCP+ANF,308,200,1.0,0.9803667781625884,0.9663957165479761,0.19387005121600867,0.2592459124168152,0.348031830728204,1.0
75,local_mismatch_6bp,ncp_anf,NCP+ANF,308,200,1.0,0.9487014447443872,0.9404054267979199,0.3198596743551116,0.3452378009474877,0.30986437506123476,1.0
75,short_indel,ncp_anf,NCP+ANF,308,200,0.9,0.8794800102225764,0.5847291935949802,0.3319654434023416,0.9113395562615307,0.24434958939419935,0.9
100,substitution_1pct,ck4,CK4,136,200,1.0,0.9799280038871158,0.9422305681557086,0.15613554137311836,0.33990786304517456,0.32200960937534717,1.0
100,N_3pct,ck4,CK4,136,200,1.0,0.9688628850522925,0.9544153410289106,0.24736081417785172,0.3019425739146076,0.3221576281720132,1.0
100,trim_5bp,ck4,CK4,136,200,1.0,0.9869696960939036,0.9806502284018446,0.16017242441407592,0.19672067012814573,0.3305906240479463,1.0
100,substitution_1pct_N_3pct,ck4,CK4,136,200,1.0,0.9517943681123497,0.9091259274859834,0.30230478389673515,0.42631876320082124,0.3033417400033545,1.0
100,local_mismatch_6bp,ck4,CK4,136,200,1.0,0.9545147457001673,0.9370007602552544,0.29948439064009885,0.3549626013961796,0.3021435053169003,1.0
100,short_indel,ck4,CK4,136,200,1.0,0.985028509649711,0.9553521161192149,0.13421045177215546,0.298823896976618,0.3252778881896662,1.0
100,substitution_1pct,ck5,CK5,512,200,1.0,0.9622416493752823,0.8928780324967294,0.21441459621455955,0.4628644511399647,0.583191792117947,1.0
100,N_3pct,ck5,CK5,512,200,1.0,0.9406393689268548,0.9221299545430621,0.3423947187377782,0.39463788873824046,0.5692273977085273,1.0
100,trim_5bp,ck5,CK5,512,200,1.0,0.9795825743945659,0.9742961499579866,0.20079991483632134,0.22673135618105522,0.5981304612803107,1.0
100,substitution_1pct_N_3pct,ck5,CK5,512,200,1.0,0.9089346247048473,0.8391601842346923,0.41709253788486345,0.5671680804660042,0.5369567667465049,1.0
100,local_mismatch_6bp,ck5,CK5,512,200,1.0,0.9211425971756639,0.8988101416862675,0.3954279893171258,0.4498658750083635,0.5476123277195182,1.0
100,short_indel,ck5,CK5,512,200,1.0,0.9695910409239553,0.9131546350380656,0.19264816584276281,0.41675358971215004,0.5878661445844816,1.0
100,substitution_1pct,ck4p_msp,CK4P-MSP,222,200,1.0,0.9932874446528719,0.98071229439197,0.0903233205948439,0.19640489912023493,0.10889926973891752,1.0
100,N_3pct,ck4p_msp,CK4P-MSP,222,200,1.0,0.9886997885119291,0.9838988723898738,0.1492441855996091,0.17944986791629663,0.10899735119098594,1.0
100,trim_5bp,ck4p_msp,CK4P-MSP,222,200,1.0,0.9954460495846024,0.9933885538531885,0.09475143623630128,0.11498996817916705,0.11159499044748429,1.0
100,substitution_1pct_N_3pct,ck4p_msp,CK4P-MSP,222,200,1.0,0.9829769168129056,0.968603652508655,0.18019876532881945,0.25058466271297103,0.10280612467716863,1.0
100,local_mismatch_6bp,ck4p_msp,CK4P-MSP,222,200,1.0,0.9846993050795112,0.9787815647401279,0.17370563376906695,0.2060019902265146,0.10221559913185577,1.0
100,short_indel,ck4p_msp,CK4P-MSP,222,200,1.0,0.9949844143928843,0.9850360106390748,0.07771727286423062,0.1729970334853635,0.10993999900075951,1.0
100,substitution_1pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9925818803719894,0.9788362014384439,0.09513813193085778,0.20573218750558017,0.12521053844023736,1.0
100,N_3pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9875330889590238,0.9827440634274167,0.156996301127243,0.18577371169026813,0.12484934464543435,1.0
100,trim_5bp,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9932882525017088,0.9894186399235141,0.11505098387741974,0.145473832973994,0.12606941850781148,1.0
100,substitution_1pct_N_3pct,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9813139213925401,0.9666398828428254,0.18893562764167535,0.258302589377879,0.11805492159804305,1.0
100,local_mismatch_6bp,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9832264450213727,0.9761037145003124,0.1818885115031517,0.21861453862978725,0.11735508653601943,1.0
100,short_indel,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,200,1.0,0.9944648328759171,0.9834847306986135,0.08180910241332828,0.18174293362131333,0.1260870525003967,1.0
100,substitution_1pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9950894706249686,0.9846498902818185,0.07738688777677488,0.17521477748397307,0.0940742242111585,1.0
100,N_3pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9918370290266145,0.9882472182132405,0.12684361303533678,0.15331471057182938,0.08965260877336281,1.0
100,trim_5bp,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9957702823190969,0.9935010786879037,0.0912867462387818,0.11400807876883681,0.09692906592015783,1.0
100,substitution_1pct_N_3pct,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.987312137281798,0.9768579517838567,0.15544466899675238,0.21513702664701564,0.08443299266654516,1.0
100,local_mismatch_6bp,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9862691284764549,0.9802328629836182,0.16392850856611724,0.19883224226577342,0.08406063719775998,1.0
100,short_indel,pseknc_k3_l3,"PseKNC (k=3, lambda=3)",67,200,1.0,0.9965715938817954,0.9908365553100836,0.06397305469977964,0.1353761151649845,0.09396757940206127,1.0
100,substitution_1pct,pseeiip,PseEIIP,64,200,1.0,0.9899665513990783,0.9705415367783734,0.1105655015879254,0.24272667152114671,0.1943351788373114,1.0
100,N_3pct,pseeiip,PseEIIP,64,200,1.0,0.9842416062255137,0.9761230296055002,0.1756401356884875,0.21852675027106533,0.1947606389480652,1.0
100,trim_5bp,pseeiip,PseEIIP,64,200,1.0,0.9912521172076637,0.9863798982707564,0.13059649615502336,0.1650459341614049,0.1979286182524245,1.0
100,substitution_1pct_N_3pct,pseeiip,PseEIIP,64,200,1.0,0.9741179604257174,0.9488030723158988,0.2202709348850482,0.3199898997598237,0.18456557647122815,1.0
100,local_mismatch_6bp,pseeiip,PseEIIP,64,200,1.0,0.9715807522673277,0.9556309099875017,0.2354039545944211,0.29788953820374836,0.17546059605796194,1.0
100,short_indel,pseeiip,PseEIIP,64,200,1.0,0.9929592180150704,0.9792301313968815,0.09140540653947028,0.20381187010632038,0.19467012062253836,1.0
100,substitution_1pct,ncp_anf,NCP+ANF,412,200,1.0,0.9934148194160541,0.9808760629337886,0.090438340455741,0.19557063410925737,0.36848867395297574,1.0
100,N_3pct,ncp_anf,NCP+ANF,412,200,1.0,0.9850819120133667,0.9768233052624573,0.1707031257469544,0.21529827744589583,0.3680280035730069,1.0
100,trim_5bp,ncp_anf,NCP+ANF,412,200,1.0,0.9762822172624874,0.9671250091246848,0.2164371485013801,0.25641680575003584,0.3634887661667377,1.0
100,substitution_1pct_N_3pct,ncp_anf,NCP+ANF,412,200,1.0,0.9790148279602284,0.9632109045011183,0.2012202785799758,0.27125122821909936,0.36245360716029246,1.0
100,local_mismatch_6bp,ncp_anf,NCP+ANF,412,200,1.0,0.9616783881925244,0.9561756206341303,0.2765498827108972,0.2960553208013084,0.3365384968150005,1.0
100,short_indel,ncp_anf,NCP+ANF,412,200,0.88,0.8448664608159876,0.5239181542530795,0.42729798106496003,0.9757887526387012,0.22550217060852426,0.88
150,substitution_1pct,ck4,CK4,136,200,1.0,0.9853451875539495,0.9620109713721098,0.14751019883013292,0.2756410435877707,0.255410426117883,1.0
150,N_3pct,ck4,CK4,136,200,1.0,0.979043616259477,0.9687917094092499,0.20271509660916465,0.24983164401864047,0.25651489743116856,1.0
150,trim_5bp,ck4,CK4,136,200,1.0,0.9935746056005013,0.9916283403584049,0.11248476832980071,0.12939597859205187,0.2621130857439816,1.0
150,substitution_1pct_N_3pct,ck4,CK4,136,200,1.0,0.965881704505216,0.941924572629391,0.2563616237811268,0.34080908530602977,0.24203069104588018,1.0
150,local_mismatch_6bp,ck4,CK4,136,200,1.0,0.9770599614195769,0.9697010974211326,0.21270095864956107,0.2461655701163966,0.24788863654391805,1.0
150,short_indel,ck4,CK4,136,200,1.0,0.9901512359440503,0.9728328571389749,0.11455819226569514,0.23309702291394263,0.25641507334713237,1.0
150,substitution_1pct,ck5,CK5,512,200,1.0,0.9678792067393062,0.9158806188404766,0.21830589008306298,0.41016918271055136,0.5129826180911603,1.0
150,N_3pct,ck5,CK5,512,200,1.0,0.9551291125822639,0.9383275266305097,0.2976825494413978,0.3512049859976347,0.509965260805557,1.0
150,trim_5bp,ck5,CK5,512,200,1.0,0.9887591435375436,0.9860287671237725,0.149171859190888,0.1671599991083955,0.5331390899321097,1.0
150,substitution_1pct_N_3pct,ck5,CK5,512,200,1.0,0.9268953767760858,0.8821852286985861,0.37633291890002246,0.48541666745610396,0.4804744572358628,1.0
150,local_mismatch_6bp,ck5,CK5,512,200,1.0,0.9550113503556318,0.9435362205568678,0.29830933922072056,0.336046950854128,0.5026276739379953,1.0
150,short_indel,ck5,CK5,512,200,1.0,0.976830335080836,0.9410616834432948,0.17686083607805564,0.34332579772148386,0.5187367504228011,1.0
150,substitution_1pct,ck4p_msp,CK4P-MSP,222,200,1.0,0.9951004361006788,0.9873028727517131,0.08529521409719294,0.15935567354849042,0.08628261164158499,1.0
150,N_3pct,ck4p_msp,CK4P-MSP,222,200,1.0,0.9923215275204396,0.9887048245592543,0.1229374880857843,0.15030078183646448,0.0866788048861646,1.0
150,trim_5bp,ck4p_msp,CK4P-MSP,222,200,1.0,0.9977496859559087,0.9970961992824957,0.06661563522321036,0.07620761910087959,0.0884457583116661,1.0
150,substitution_1pct_N_3pct,ck4p_msp,CK4P-MSP,222,200,1.0,0.9879166194717937,0.9799905691066336,0.15291511071197234,0.20004714749417393,0.08197686584223259,1.0
