representation,representation_label,n_features,fold,length,condition,macro_f1,accuracy,n_test_sources,baseline_macro_f1,retention_ratio
candidate_pkm_augment,PKM augmentation screen (297D),297,5,100,clean,0.8579782790309106,0.8583333333333333,240,0.8724170083945915,0.9834497388006559
candidate_pkm_augment,PKM augmentation screen (297D),297,5,100,substitution_1pct,0.858086956521739,0.8583333333333333,240,0.8724170083945915,0.9835743093784676
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,69,N_3pct,0.8958315248528621,0.8958333333333334,240,0.8841836768235274,1.013173561483492
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,69,clean,0.899993055073269,0.9,240,0.8841836768235274,1.0178801969139915
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,69,substitution_1pct,0.8791645688293199,0.8791666666666667,240,0.8841836768235274,0.9943234554925976
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,75,N_3pct,0.9083333333333333,0.9083333333333333,240,0.8841836768235274,1.0273129408999777
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,75,clean,0.899993055073269,0.9,240,0.8841836768235274,1.0178801969139915
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,75,substitution_1pct,0.8958315248528621,0.8958333333333334,240,0.8841836768235274,1.013173561483492
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,100,N_3pct,0.8915989159891599,0.8916666666666667,240,0.8841836768235274,1.0083865370510707
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,100,clean,0.9124620060790274,0.9125,240,0.8841836768235274,1.0319824149627952
candidate_cpkm_augment,CPKM augmentation screen (297D),297,1,100,substitution_1pct,0.9040850723705931,0.9041666666666667,240,0.8841836768235274,1.0225082141513429
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,69,N_3pct,0.8604626579044734,0.8625,240,0.8841836768235274,0.9731718425245387
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,69,clean,0.8560846560846561,0.8583333333333333,240,0.8841836768235274,0.968220380588999
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,69,substitution_1pct,0.8522973044258058,0.8541666666666666,240,0.8841836768235274,0.9639369361439979
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,75,N_3pct,0.8817234581807942,0.8833333333333333,240,0.8841836768235274,0.9972175253771122
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,75,clean,0.872737556561086,0.875,240,0.8841836768235274,0.9870545899427118
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,75,substitution_1pct,0.8683442161703031,0.8708333333333333,240,0.8841836768235274,0.9820857802870459
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,100,N_3pct,0.8686417486184431,0.8708333333333333,240,0.8841836768235274,0.9824222855358297
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,100,clean,0.8686417486184431,0.8708333333333333,240,0.8841836768235274,0.9824222855358297
candidate_cpkm_augment,CPKM augmentation screen (297D),297,2,100,substitution_1pct,0.872737556561086,0.875,240,0.8841836768235274,0.9870545899427118
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,69,N_3pct,0.8368627450980393,0.8375,240,0.8841836768235274,0.9464806544546368
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,69,clean,0.8452287581699347,0.8458333333333333,240,0.8841836768235274,0.9559425041711468
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,69,substitution_1pct,0.8450559229467292,0.8458333333333333,240,0.8841836768235274,0.9557470298282744
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,75,N_3pct,0.8534312784631223,0.8541666666666666,240,0.8841836768235274,0.9652194457254802
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,75,clean,0.8573426573426574,0.8583333333333333,240,0.8841836768235274,0.9696431633104813
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,75,substitution_1pct,0.8450559229467292,0.8458333333333333,240,0.8841836768235274,0.9557470298282744
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,100,N_3pct,0.8778411584028083,0.8791666666666667,240,0.8841836768235274,0.9928266958699069
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,100,clean,0.8860579205570501,0.8875,240,0.8841836768235274,1.0021197447800168
candidate_cpkm_augment,CPKM augmentation screen (297D),297,3,100,substitution_1pct,0.8946906537955244,0.8958333333333334,240,0.8841836768235274,1.0118832514639309
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,69,N_3pct,0.8749652681300362,0.875,240,0.8841836768235274,0.9895741021519321
candidate_cpkm_augment,CPKM augmentation screen (297D),297,4,69,clean,0.8957446438810794,0.8958333333333334,240,0.8841836768235274,1.0130753002578439
