length,local_mode,representation,representation_label,n_features,n_triplets,noise_l2_mean,local_l2_mean,macro_f1,macro_f1_sd,accuracy
150,center,ck4p_msp,CK4P-MSP,222,250,0.17916978484237348,0.12179577919949844,0.9879927944753639,0.011671310656271255,0.9880000000000001
150,center,candidate_pkm_replace,PKM replace (222D),222,250,0.3114510149679979,0.16244303837528287,0.989997799299738,0.0063270863256642005,0.99
150,center,candidate_cpkm_replace,CPKM replace (222D),222,250,0.32467940271157,0.16734130731194602,0.989997799299738,0.0063270863256642005,0.99
150,center,candidate_pkm_augment,PKM augmentation screen (297D),297,250,0.2698248962808191,0.140949437887594,0.9899941950956181,0.010964319739093573,0.99
150,center,candidate_cpkm_augment,CPKM augmentation screen (297D),297,250,0.2812769948906114,0.14516925487479307,0.9939981993397419,0.008002901214878018,0.994
150,center,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.3202954986745857,0.15468445225510713,0.9939981993397419,0.008002901214878018,0.994
150,jittered,ck4,CK4,136,250,0.31225718309533473,0.21255531130394195,0.9819729366630984,0.01725127338534565,0.982
150,jittered,ck5,CK5,512,250,0.44650024393997756,0.29230347728376294,0.9819717360628462,0.018374416524103564,0.982
150,jittered,ck4p_msp,CK4P-MSP,222,250,0.18049840290225802,0.12317928201522643,0.9959995999599961,0.004899469432509571,0.9960000000000001
150,jittered,candidate_pkm_replace,PKM replace (222D),222,250,0.3177324973569056,0.1766050280637838,0.9899965986994858,0.008947851130966133,0.99
150,jittered,candidate_cpkm_replace,CPKM replace (222D),222,250,0.330612870933781,0.1865177721557431,0.9879979993197399,0.007484919457929173,0.9879999999999999
150,jittered,candidate_pkm_augment,PKM augmentation screen (297D),297,250,0.27526016330399283,0.15319265267881288,0.9939993999399942,0.004899469432509571,0.9940000000000001
150,jittered,candidate_cpkm_augment,CPKM augmentation screen (297D),297,250,0.28641171100909,0.16175682144077033,0.9879975992797361,0.00400280124050827,0.9880000000000001
150,jittered,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.32705425921141434,0.17524062338681604,0.99199799931974,0.007485988560889431,0.9920000000000002
150,left,ck4,CK4,136,250,0.3137563124457289,0.21139441486179694,0.9839887902312402,0.012012411864062525,0.984
150,left,ck5,CK5,512,250,0.44580491770460856,0.29098627524451603,0.9879939950756162,0.009807766589870471,0.9880000000000001
150,left,ck4p_msp,CK4P-MSP,222,250,0.18135675194209183,0.12250502026304397,0.9959995999599961,0.004899469432509571,0.9960000000000001
150,left,candidate_pkm_replace,PKM replace (222D),222,250,0.31553769500756107,0.19055253572394834,0.99199799931974,0.007485988560889431,0.992
150,left,candidate_cpkm_replace,CPKM replace (222D),222,250,0.3308923940862206,0.20577285442984342,0.98999899989999,0.010955546704773798,0.99
150,left,candidate_pkm_augment,PKM augmentation screen (297D),297,250,0.27335829268170814,0.16524851862137324,0.9959995999599961,0.004899469432509571,0.9960000000000001
150,left,candidate_cpkm_augment,CPKM augmentation screen (297D),297,250,0.28665118865584704,0.1784061475797591,0.9959995999599961,0.004899469432509571,0.9960000000000001
150,left,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.3258225812219167,0.1962822427926144,0.9979997999799981,0.004000400040003971,0.998
150,right,ck4,CK4,136,250,0.315788831718552,0.2107181548577805,0.9799715360428441,0.01677802477367111,0.9799999999999999
150,right,ck5,CK5,512,250,0.44886524322398735,0.29179899871334875,0.985992594455362,0.010207304612588224,0.986
150,right,ck4p_msp,CK4P-MSP,222,250,0.18253781728170287,0.12212616957307013,0.9979997999799981,0.004000400040003971,0.998
150,right,candidate_pkm_replace,PKM replace (222D),222,250,0.31656743928258857,0.18962550382106982,0.9839947980392276,0.004902410290512393,0.984
150,right,candidate_cpkm_replace,CPKM replace (222D),222,250,0.328644852251059,0.20582487198682584,0.9879927944753639,0.011671310656271257,0.9879999999999999
150,right,candidate_pkm_augment,PKM augmentation screen (297D),297,250,0.27425434721757846,0.16445346762019988,1.0,0.0,1.0
150,right,candidate_cpkm_augment,CPKM augmentation screen (297D),297,250,0.2847106046834361,0.1784571562784123,0.9979997999799981,0.004000400040003971,0.998
150,right,candidate_dual_augment,PKM-CPKM upper screen (372D),372,250,0.32420343703432947,0.19596755525142348,0.9979997999799981,0.004000400040003971,0.998
