length,condition,representation,representation_label,n_features,n_pairs,retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate
100,local_mismatch_6bp,candidate_cpkm_replace,CPKM replace (222D),222,500,1.0,0.951801464765592,0.8939138550992558,0.30056105311681347,0.46062163314775656,0.3136002480973542,1.0
100,short_indel,candidate_cpkm_replace,CPKM replace (222D),222,500,1.0,0.9845010478455347,0.9440156206153049,0.13091158223725485,0.33461671888863986,0.34384558522800496,1.0
100,substitution_1pct,candidate_pkm_augment,PKM augmentation screen (297D),297,500,1.0,0.9853859425225503,0.950723329941948,0.13187369010435027,0.3139320599734086,0.21584246994736989,1.0
100,N_3pct,candidate_pkm_augment,PKM augmentation screen (297D),297,500,1.0,0.9755591777715195,0.9548128388364915,0.21676402118173688,0.30062314645198335,0.21023599726960032,1.0
100,trim_5bp,candidate_pkm_augment,PKM augmentation screen (297D),297,500,1.0,0.9688264133412966,0.9456334562765955,0.24551314847337283,0.3297461077003354,0.19986068902631676,1.0
100,substitution_1pct_N_3pct,candidate_pkm_augment,PKM augmentation screen (297D),297,500,1.0,0.9641471284714143,0.9288207863739943,0.2591764545622534,0.37730387865861625,0.19858697664617045,1.0
100,local_mismatch_6bp,candidate_pkm_augment,PKM augmentation screen (297D),297,500,1.0,0.9669184058886424,0.9281747599027952,0.2492438340981776,0.3790117810227213,0.19893829377204247,1.0
100,short_indel,candidate_pkm_augment,PKM augmentation screen (297D),297,500,1.0,0.9895319729119737,0.9644623265742304,0.10803677719577334,0.2665995960921767,0.21990587652454,1.0
100,substitution_1pct,candidate_cpkm_augment,CPKM augmentation screen (297D),297,500,1.0,0.9838761805529339,0.9444821655575922,0.1376200214041577,0.3332174277522932,0.2550679818751781,1.0
100,N_3pct,candidate_cpkm_augment,CPKM augmentation screen (297D),297,500,1.0,0.969767339503275,0.9409398152395982,0.2400142889388865,0.34368641164238073,0.244328489453264,1.0
100,trim_5bp,candidate_cpkm_augment,CPKM augmentation screen (297D),297,500,0.998,0.9688587501034285,0.9454625257920173,0.24485783979443365,0.33026328132738936,0.24031431084133187,0.998
100,substitution_1pct_N_3pct,candidate_cpkm_augment,CPKM augmentation screen (297D),297,500,1.0,0.9571446520358943,0.9157013939787204,0.28333881459933535,0.410605904886292,0.2324656712682867,1.0
100,local_mismatch_6bp,candidate_cpkm_augment,CPKM augmentation screen (297D),297,500,1.0,0.9637599222547386,0.9203012420990447,0.26065265724432896,0.39924618435641374,0.23611004389965126,1.0
100,short_indel,candidate_cpkm_augment,CPKM augmentation screen (297D),297,500,1.0,0.9883593734413241,0.9579957315773304,0.11347078041500104,0.28984173550851766,0.2588302900600138,1.0
100,substitution_1pct,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9792843926559376,0.92647295696501,0.15573225401835475,0.3834749508605498,0.33138304972544924,1.0
100,N_3pct,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.96286184032557,0.9274714236892923,0.2659812822481183,0.38086362529999973,0.31857775409758243,1.0
100,trim_5bp,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,0.998,0.9528424771390834,0.9289173388462928,0.3036647891896508,0.37704786420070746,0.3069612566540611,0.998
100,substitution_1pct_N_3pct,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.947051233124878,0.8924719352513947,0.31471410511180015,0.46374131171516475,0.30299810449889875,1.0
100,local_mismatch_6bp,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9535307326162049,0.8855384060262934,0.2934067950521366,0.4784591143900598,0.3072372121100783,1.0
100,short_indel,candidate_dual_augment,PKM-CPKM upper screen (372D),372,500,1.0,0.9849067387819025,0.9426466741306058,0.12901809440962533,0.3386823346774091,0.33672803078972185,1.0
150,substitution_1pct,ck4,CK4,136,500,1.0,0.9849312782539968,0.9616418248967662,0.1482817970196297,0.27697684569891456,0.2420749601857932,1.0
150,N_3pct,ck4,CK4,136,500,1.0,0.9787642552390364,0.9691246225030347,0.2044179817065546,0.24849698861085054,0.24221964212125693,1.0
150,trim_5bp,ck4,CK4,136,500,1.0,0.9933099148407538,0.9909182454293047,0.11470991295444201,0.1347720636532493,0.25009880808750357,1.0
150,substitution_1pct_N_3pct,ck4,CK4,136,500,1.0,0.9627359098231694,0.9313206358188406,0.26653772233611706,0.3706193775735743,0.2283098783112928,1.0
150,local_mismatch_6bp,ck4,CK4,136,500,1.0,0.9764948617886228,0.9684923181176317,0.2151607512375218,0.2510285966908187,0.23454743893252902,1.0
150,short_indel,ck4,CK4,136,500,1.0,0.9892958828992915,0.9712444254114775,0.12282144581278388,0.23981481782053063,0.2444062327024931,1.0
